Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"White, Derrick",1,45.1,6000,sas,den,home, 126-132,33:07,23,3,7,2,1,1,4,6,15,7,8
"VanVleet, Fred",2,43.8,7000,tor,orl,away, 109-99,34:45,21,4,10,1,0,0,2,8,13,3,4
"DeRozan, DeMar",2,43,8000,sas,den,home, 126-132,32:23,18,5,8,1,2,2,0,5,11,8,9
"Morant, Ja",1,42.7,7500,mem,uta,away, 115-124,37:03,20,6,9,2,0,4,2,8,15,2,5
"Conley, Mike",1,40.5,6200,uta,mem,home, 124-115,34:03,23,5,7,1,0,2,4,6,13,7,7
"Gilgeous-Alexander, Shai",2,38.9,6900,okc,lal,away, 105-86,35:30,13,7,5,3,1,2,1,3,11,6,6
"Paul, Chris",1,36.4,7300,okc,lal,away, 105-86,30:40,21,7,6,1,0,5,1,8,12,4,4
"Lowry, Kyle",1,35.8,7900,tor,orl,away, 109-99,37:33,8,9,10,1,1,4,2,2,9,2,3
"Wanamaker, Brad",1,35.1,4100,bos,bkn,home, 149-115,20:33,13,3,5,2,2,1,0,4,7,5,6
"Mitchell, Donovan",2,33.4,7300,uta,mem,home, 124-115,37:35,18,7,6,0,0,2,3,7,18,1,1
"Robinson, Jerome",1,32.1,4400,was,phi,home, 98-107,29:19,19,3,3,2,0,1,2,5,11,7,9
"Smart, Marcus",2,32,5800,bos,bkn,home, 149-115,32:50,12,5,6,3,0,4,2,2,5,6,6
"Morris, Monte",1,30.4,4500,den,sas,away, 132-126,35:19,19,2,4,1,0,0,1,8,13,2,2
"Dozier, PJ",2,29,3500,den,sas,away, 132-126,25:32,12,5,8,1,0,4,1,4,8,3,4
"LeVert, Caris",2,28.5,7400,bkn,bos,away, 115-149,27:21,13,5,1,2,2,4,0,6,14,1,3
"Milton, Shake",1,28.4,4300,phi,was,away, 107-98,27:12,14,2,4,1,1,0,3,4,7,3,4
