Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lowry, Kyle",1,57.8,7400,tor,lal,home, 107-92,35:02,33,14,6,1,0,4,5,8,16,12,15
"Butler, Jimmy",2,45.3,8000,mia,den,away, 125-105,29:59,22,4,7,3,0,1,0,6,11,10,11
"George, Paul",2,42.1,7700,lac,nor,home, 126-103,25:45,28,3,1,3,0,0,8,8,17,4,5
"Paul, Chris",1,39.9,7700,okc,uta,home, 110-94,27:07,18,7,7,2,0,3,1,7,11,3,3
"Simmons, Ben",1,39.6,8000,phi,ind,away, 121-127,38:22,19,13,4,1,0,4,0,8,14,3,6
"VanVleet, Fred",2,38.5,6400,tor,lal,home, 107-92,40:19,13,5,11,1,1,3,3,5,11,0,0
"Gilgeous-Alexander, Shai",2,37.4,7300,okc,uta,home, 110-94,32:23,19,2,6,3,0,2,2,6,12,5,6
"Holiday, Aaron",1,35,4300,ind,phi,home, 127-121,34:21,15,5,10,0,0,1,1,5,10,4,5
"Jackson, Reggie",1,33.6,4100,lac,nor,home, 126-103,20:08,15,8,2,2,0,0,3,5,9,2,2
"Dragic, Goran",1,31.9,5100,mia,den,away, 125-105,23:42,13,2,5,2,1,0,0,2,7,9,10
"McConnell, T.J.",1,31.6,3700,ind,phi,home, 127-121,17:17,10,3,8,2,0,0,0,3,6,4,4
"Oladipo, Victor",2,26.4,5700,ind,phi,home, 127-121,31:49,15,7,2,1,0,3,2,6,14,1,2
"Jackson, Frank",1,26,3500,nor,lac,away, 103-126,22:15,11,5,6,0,0,0,0,5,15,1,2
"Alexander-Walker, Nickeil",2,25.2,3500,nor,lac,away, 103-126,12:00,15,1,2,2,0,0,2,6,7,1,2
"Craig, Torrey",2,25,3600,den,mia,home, 105-125,28:29,10,5,4,1,0,0,2,4,7,0,0
"Caruso, Alex",1,23.5,3800,lal,tor,away, 92-107,24:18,11,0,3,3,1,4,1,3,6,4,4
"Beverley, Patrick",1,21.3,4200,lac,nor,home, 126-103,18:25,9,4,3,1,0,0,3,3,6,0,0
"Morris, Monte",1,21.1,3900,den,mia,home, 105-125,28:25,13,3,5,0,0,3,0,3,7,7,8
"Robinson, Duncan",2,20.9,4900,mia,den,away, 125-105,33:31,17,2,1,0,0,0,3,5,9,4,4
"Mudiay, Emmanuel",1,20.8,3500,uta,okc,away, 94-110,18:25,9,4,0,3,0,2,0,2,5,5,6
"Conley, Mike",1,20.4,5700,uta,okc,away, 94-110,29:35,12,2,4,1,0,3,1,3,9,5,5
"Clarkson, Jordan",2,18.1,4500,uta,okc,away, 94-110,24:28,11,3,1,0,1,1,2,4,17,1,2
