Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,81.9,10800,hou,ind,home, 104-108,35:28,45,17,9,3,0,6,7,13,21,12,14
"Herro, Tyler",2,45.2,4800,mia,okc,away, 115-116,38:19,30,6,2,1,1,1,3,9,16,9,9
"George, Paul",2,44.8,7500,lac,den,away, 124-111,36:05,27,4,4,3,0,2,4,9,20,5,7
"Korkmaz, Furkan",2,37,3500,phi,tor,home, 121-125,29:17,21,5,4,2,0,2,5,5,10,6,6
"Williams, Louis",2,36.9,5000,lac,den,away, 124-111,24:39,23,2,7,1,0,2,2,8,13,5,6
"Dragic, Goran",1,36,5500,mia,okc,away, 115-116,21:56,16,5,6,2,0,1,1,7,12,1,2
"Oladipo, Victor",2,31.7,5700,ind,hou,away, 108-104,37:02,16,6,5,1,1,5,2,7,26,0,0
"Lowry, Kyle",1,30.7,6900,tor,phi,away, 125-121,24:56,19,1,3,2,0,0,1,6,11,6,9
"Neto, Raul",1,30.7,3500,phi,tor,home, 121-125,26:57,17,1,5,1,1,1,2,6,15,3,3
"Sumner, Edmond",1,29.8,3500,ind,hou,away, 108-104,24:05,17,4,4,0,1,1,2,6,11,3,6
"McConnell, T.J.",1,28.9,3600,ind,hou,away, 108-104,22:35,6,7,7,2,0,2,0,3,9,0,0
"Paul, Chris",1,26.4,7700,okc,mia,home, 116-115,23:49,12,7,4,1,0,3,0,4,12,4,4
"Robinson, Duncan",2,24.9,4200,mia,okc,away, 115-116,15:39,19,2,3,0,0,1,5,6,8,2,2
"Murray, Jamal",1,22.6,6500,den,lac,home, 111-124,25:06,10,3,6,0,0,0,2,3,8,2,2
"Gilgeous-Alexander, Shai",2,21.7,7200,okc,mia,home, 116-115,24:32,18,1,1,0,1,2,2,6,9,4,4
"Jackson, Reggie",1,21.4,3800,lac,den,away, 124-111,29:02,10,2,4,1,0,0,2,4,8,0,0
"VanVleet, Fred",2,21.4,7000,tor,phi,away, 125-121,25:32,10,2,6,0,0,0,1,3,11,3,3
"Rivers, Austin",1,21.3,5500,hou,ind,home, 104-108,31:27,3,9,3,2,0,3,1,1,9,0,0
"Richardson, Josh",2,21,5200,phi,tor,home, 121-125,24:11,10,5,0,2,1,4,1,3,8,3,3
"Powell, Norman",2,20.1,5100,tor,phi,away, 125-121,26:29,17,3,1,0,0,2,3,5,10,4,5
"Milton, Shake",1,19.3,4700,phi,tor,home, 121-125,22:11,8,4,5,0,0,1,2,2,9,2,2
"Butler, Jimmy",2,19,7900,mia,okc,away, 115-116,15:50,7,5,2,2,0,3,0,2,3,3,5
"Dozier, PJ",2,17.1,4200,den,lac,home, 111-124,22:30,6,3,3,1,0,0,0,3,10,0,0
"Ferguson, Terrance",2,16.5,3500,okc,mia,home, 116-115,23:41,3,0,5,1,1,0,1,1,5,0,0
"McLemore, Ben",2,16.2,3900,hou,ind,home, 104-108,27:43,7,1,0,1,2,1,2,2,9,1,2
"Diallo, Hamidou",2,15.9,3900,okc,mia,home, 116-115,24:52,11,2,1,1,0,2,1,4,9,2,4
"Davis, Terence",2,15.6,3500,tor,phi,away, 125-121,15:56,5,3,2,2,0,2,1,1,6,2,2
"Craig, Torrey",2,15,3700,den,lac,home, 111-124,23:53,10,5,0,0,0,1,2,4,8,0,1
