Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,70.1,11300,hou,okc,away, 114-117,42:49,32,8,15,4,0,6,6,11,25,4,5
"Oladipo, Victor",2,53.1,5900,ind,mia,away, 87-99,43:32,25,8,5,5,0,4,5,9,19,2,2
"Paul, Chris",1,43.7,7900,okc,hou,home, 117-114,37:10,26,6,3,3,0,3,0,10,19,6,6
"Gilgeous-Alexander, Shai",2,40.4,7000,okc,hou,home, 117-114,43:54,18,12,6,0,0,1,2,7,17,2,2
"McCollum, C.J.",2,35,7200,por,lal,home, 115-135,32:43,18,5,2,2,1,1,2,5,13,6,8
"Dragic, Goran",1,34.5,6500,mia,ind,home, 99-87,35:02,23,5,3,1,0,2,1,10,21,2,4
"Fultz, Markelle",1,34.5,5200,orl,mil,home, 106-121,31:28,15,5,7,2,0,3,2,6,15,1,1
"Schroder, Dennis",2,33.7,5700,okc,hou,home, 117-114,31:07,30,1,3,0,0,2,4,10,16,6,7
"Middleton, Khris",2,33.5,6600,mil,orl,away, 121-106,32:16,21,10,3,0,0,4,4,7,19,3,5
"Herro, Tyler",2,30,5000,mia,ind,home, 99-87,32:23,16,5,4,0,1,1,1,7,13,1,2
"Brogdon, Malcolm",1,29.3,7600,ind,mia,away, 87-99,39:48,13,4,7,1,0,2,2,5,16,1,1
"Ross, Terrence",2,28.1,5000,orl,mil,home, 106-121,31:14,19,8,1,0,0,2,1,6,13,6,6
"Green, Danny",2,27.3,3800,lal,por,away, 135-115,25:20,14,4,1,1,2,2,3,5,8,1,3
"Bledsoe, Eric",1,25.7,6400,mil,orl,away, 121-106,23:59,6,6,5,1,1,1,0,3,11,0,0
"Iguodala, Andre",2,25,3800,mia,ind,home, 99-87,26:13,5,5,0,4,1,1,1,1,2,2,2
"Hill, George",1,24.4,4000,mil,orl,away, 121-106,23:24,9,2,6,2,0,2,1,2,5,4,4
"Matthews, Wes",2,20.9,3500,mil,orl,away, 121-106,21:41,12,2,3,1,0,1,4,4,6,0,0
"Dort, Luguentz",2,19,3500,okc,hou,home, 117-114,35:11,9,5,2,1,0,2,3,3,10,0,2
"Lillard, Damian",1,18.2,9500,por,lal,home, 115-135,26:35,11,1,4,1,0,3,1,3,9,4,4
"Butler, Jimmy",2,17.6,8500,mia,ind,home, 99-87,23:03,6,3,2,1,1,1,0,2,5,2,2
"Trent Jr., Gary",2,17.2,4000,por,lal,home, 115-135,34:15,13,1,0,1,0,0,3,4,11,2,2
"Simons, Anfernee",1,17,3500,por,lal,home, 115-135,24:42,3,5,6,0,0,1,1,1,8,0,0
"DiVincenzo, Donte",2,15.5,3900,mil,orl,away, 121-106,12:07,5,5,1,1,0,0,0,1,2,3,4
"Caldwell-Pope, Kentavious",2,14.7,3500,lal,por,away, 135-115,23:24,12,1,1,0,0,0,2,5,8,0,1
"Nunn, Kendrick",1,13.6,4200,mia,ind,home, 99-87,14:12,7,3,2,0,0,0,1,2,5,2,2
"Caruso, Alex",1,12.1,4100,lal,por,away, 135-115,20:52,5,3,3,0,0,1,1,2,7,0,0
"Augustin, D.J.",1,11.7,5000,orl,mil,home, 106-121,26:08,6,1,5,0,0,3,1,2,6,1,2
"Robinson, Duncan",2,11.5,4700,mia,ind,home, 99-87,24:00,5,5,1,0,0,1,1,2,9,0,0
