Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Holiday, Jrue",2,53.3,9400,nor,min,home, 122-117,36:07,27,4,9,3,1,4,1,8,21,10,10
"Beal, Bradley",2,51.7,9400,was,cle,home, 119-106,37:20,25,6,13,2,0,6,2,9,20,5,5
"Wiggins, Andrew",2,49.5,6000,min,nor,away, 117-122,35:27,23,10,7,0,2,2,1,10,17,2,3
"Smith Jr., Dennis",1,47.4,6600,nyk,det,away, 103-120,34:50,31,2,8,2,0,4,2,9,15,11,19
"Butler, Jimmy",2,46.9,8200,phi,den,home, 117-110,35:42,22,7,5,3,0,0,0,4,9,14,14
"Thompson, Klay",2,45.2,7000,gsw,pho,away, 117-107,36:09,25,6,2,1,3,2,4,9,17,3,4
"Curry, Stephen",1,42.9,9200,gsw,pho,away, 117-107,35:33,20,7,7,1,1,2,3,6,17,5,6
"LaVine, Zach",2,42.1,7800,chi,bkn,away, 125-106,37:24,26,3,5,2,0,1,1,10,17,5,7
"Frazier, Tim",1,40.8,4100,nor,min,home, 122-117,31:50,12,9,8,2,0,0,2,5,8,0,0
"Murray, Jamal",1,40,6700,den,phi,away, 110-117,35:41,23,5,6,0,1,1,2,9,20,3,3
"Hield, Buddy",2,36.9,6500,sac,mia,home, 102-96,34:10,23,7,1,0,2,2,4,8,16,3,4
"Clarkson, Jordan",2,36.7,5800,cle,was,away, 106-119,31:41,24,6,3,1,0,2,2,6,18,10,11
"Russell, D'Angelo",2,36.2,8800,bkn,chi,home, 106-125,32:24,23,1,6,2,0,3,1,8,21,6,6
"Sexton, Collin",1,34.6,5000,cle,was,away, 106-119,37:39,27,3,4,0,0,2,3,10,18,4,4
"Burke, Trey",1,34.5,5000,dal,mil,home, 107-122,26:38,18,5,5,2,0,3,3,5,9,5,6
"LeVert, Caris",2,34.4,4500,bkn,chi,home, 106-125,14:56,11,2,4,5,0,0,0,5,11,1,2
