Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Booker, Devin",2,66.8,9300,pho,uta,away, 92-125,41:06,59,4,4,1,0,6,5,19,34,16,17
"Lillard, Damian",1,59.2,10600,por,bkn,home, 148-144,47:40,31,6,12,1,0,0,4,10,30,7,8
"Russell, D'Angelo",2,58.8,9100,bkn,por,away, 144-148,42:12,39,9,8,1,0,6,3,16,34,4,8
"Wright, Delon",2,50.1,5700,mem,okc,home, 115-103,35:01,18,3,13,4,0,3,0,8,14,2,3
"Fournier, Evan",2,39.5,6000,orl,phi,home, 119-98,31:41,24,0,7,2,0,1,2,11,17,0,0
"Dorsey, Tyler",2,38.1,4300,mem,okc,home, 115-103,38:40,21,8,5,0,0,0,3,7,13,4,7
"Holiday, Justin",2,37.9,4000,mem,okc,home, 115-103,32:38,17,7,5,2,0,1,3,6,13,2,2
"Carter-Williams, Michael",1,35.7,3500,orl,phi,home, 119-98,19:42,15,6,3,2,1,0,1,5,8,4,4
"Butler, Jimmy",2,34.7,8800,phi,orl,away, 98-119,32:33,13,6,7,1,1,2,0,4,10,5,5
"LeVert, Caris",2,32.1,5000,bkn,por,away, 144-148,24:28,16,3,7,1,0,1,1,5,8,5,6
"Westbrook, Russell",1,31.5,12000,okc,mem,away, 103-115,36:45,16,5,7,0,0,1,1,6,20,3,6
"Schroder, Dennis",2,31.1,5800,okc,mem,away, 103-115,36:32,25,3,3,0,0,2,2,9,14,5,6
"Curry, Seth",1,29.9,4100,por,bkn,home, 148-144,40:13,20,2,1,2,0,0,3,6,13,5,6
"Rubio, Ricky",1,29.2,6500,uta,pho,home, 125-92,26:55,18,1,6,1,0,2,0,6,9,6,7
"Ferguson, Terrance",2,27.1,3500,okc,mem,away, 103-115,36:09,13,3,3,2,0,0,3,4,4,2,2
"Dinwiddie, Spencer",1,26.4,5600,bkn,por,away, 144-148,40:59,22,2,2,0,0,1,3,6,15,7,7
"Mitchell, Donovan",2,22.3,9000,uta,pho,home, 125-92,27:13,10,4,3,2,0,3,2,4,14,0,0
"Ross, Terrence",2,18.1,5900,orl,phi,home, 119-98,25:11,7,3,3,1,0,0,1,2,6,2,3
"Carter, Jevon",1,17.7,3500,mem,okc,home, 115-103,16:45,2,6,5,1,0,2,0,0,7,2,2
"Neto, Raul",1,17.5,3500,uta,pho,home, 125-92,17:12,8,5,3,0,0,1,0,2,4,4,5
"Okobo, Elie",1,17.4,3500,pho,uta,away, 92-125,26:38,4,2,4,1,1,1,0,2,6,0,0
"Augustin, D.J.",1,14.4,5800,orl,phi,home, 119-98,24:50,4,2,4,1,0,1,0,2,4,0,0
"Milton, Shake",2,14.2,3500,phi,orl,away, 98-119,21:47,13,1,0,0,0,0,1,6,8,0,0
"Daniels, Troy",2,14,3500,pho,uta,away, 92-125,27:28,7,5,0,1,0,2,1,3,8,0,0
