Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Curry, Stephen",1,35,10000,gsw,uta,away, 102-91,36:30,23,5,4,0,0,0,3,6,20,8,9
"Mack, Shelvin",1,22.3,2700,uta,gsw,home, 91-102,37:07,11,4,5,1,0,3,1,3,11,4,5
"Hood, Rodney",2,11.1,4000,uta,gsw,home, 91-102,32:06,3,3,3,0,0,0,1,1,8,0,0
"Thompson, Klay",2,9.2,7100,gsw,uta,away, 102-91,39:00,6,1,0,1,0,0,0,1,9,4,4
"Livingston, Shaun",1,4.1,1700,gsw,uta,away, 102-91,11:54,0,3,1,0,0,1,0,0,2,0,0
"Clark, Ian",2,2.2,2900,gsw,uta,away, 102-91,7:05,2,1,0,0,0,1,0,1,2,0,0
"Exum, Dante",1,2,1600,uta,gsw,home, 91-102,2:39,0,0,0,1,0,0,0,0,1,0,0
"Neto, Raul",1,0,1400,uta,gsw,home, 91-102,2:05,0,0,0,0,0,0,0,0,0,0,0
"McCaw, Patrick",2,0,3500,gsw,uta,away, 102-91,DNP,0,0,0,0,0,0,0,0,0,0,0
"Burks, Alec",2,0,1500,uta,gsw,home, 91-102,NA,0,0,0,0,0,0,0,0,0,0,0
"Hill, George",1,0,5800,uta,gsw,home, 91-102,NA,0,0,0,0,0,0,0,0,0,0,0
"Durant, Kevin",3,57.1,9600,gsw,uta,away, 102-91,38:59,38,13,1,1,1,2,4,15,26,4,4
"Hayward, Gordon",3,37.4,8300,uta,gsw,home, 91-102,41:53,29,2,6,0,0,3,2,7,18,13,14
"Green, Draymond",4,32.5,8800,gsw,uta,away, 102-91,37:43,9,10,5,1,1,0,0,4,8,1,3
"Ingles, Joe",3,21,4700,uta,gsw,home, 91-102,28:37,10,5,0,2,1,1,2,4,6,0,0
"Diaw, Boris",4,19.5,3200,uta,gsw,home, 91-102,26:17,10,5,1,1,0,0,0,5,12,0,0
"Iguodala, Andre",3,16.8,5100,gsw,uta,away, 102-91,27:21,11,4,2,0,0,2,2,4,7,1,2
"Johnson, Joe",3,13.2,5600,uta,gsw,home, 91-102,24:13,7,6,0,0,0,1,1,3,12,0,0
"West, David",4,11.1,3400,gsw,uta,away, 102-91,16:53,4,3,3,0,0,1,0,2,2,0,0
"Favors, Derrick",4,4.4,5500,uta,gsw,home, 91-102,6:09,0,2,0,1,0,0,0,0,1,0,0
"Lyles, Trey",4,0,2500,uta,gsw,home, 91-102,DNP,0,0,0,0,0,0,0,0,0,0,0
"Bolomboy, Joel",4,0,1600,uta,gsw,home, 91-102,DNP,0,0,0,0,0,0,0,0,0,0,0
"Barnes, Matt",3,0,1400,gsw,uta,away, 102-91,DNP,0,0,0,0,0,0,0,0,0,0,0
"McAdoo, James Michael",4,0,1900,gsw,uta,away, 102-91,DNP,0,0,0,0,0,0,0,0,0,0,0
"Looney, Kevon",4,0,1500,gsw,uta,away, 102-91,NA,0,0,0,0,0,0,0,0,0,0,0
"Gobert, Rudy",5,49,9400,uta,gsw,home, 91-102,38:54,21,15,4,0,2,0,0,7,8,7,15
"Pachulia, Zaza",5,15.3,3900,gsw,uta,away, 102-91,12:27,7,4,1,0,1,0,0,3,5,1,1
"McGee, JaVale",5,12.4,3700,gsw,uta,away, 102-91,12:08,2,7,0,0,1,0,0,1,3,0,0
"Withey, Jeff",5,0,2600,uta,gsw,home, 91-102,DNP,0,0,0,0,0,0,0,0,0,0,0
"Jones, Damian",5,0,1500,gsw,uta,away, 102-91,NA,0,0,0,0,0,0,0,0,0,0,0
