Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Doncic, Luka",PG,67.5,"$11,500",dal,gsw,home, 142-94,25:30,   35pt 10rb 11as 3st 5to 6trey 11-18fg 7-8ft,35,10,11,3,0,5,6,11,18fg,7,8ft
"Butler, Jimmy",SG,49.5,"$9,500",mia,cle,home, 124-100,32:26,   21pt 5rb 5as 2st 4bl 3to 2trey 3-16fg 13-13ft,21,5,5,2,4,3,2,3,16fg,13,13ft
"Young, Trae",PG,47.4,"$9,700",atl,mil,home, 127-135,33:02,   25pt 2rb 8as 3st 1to 1trey 8-22fg 8-10ft,25,2,8,3,0,1,1,8,22fg,8,10ft
"Harden, James",SG,46.9,"$11,700",hou,den,away, 95-105,37:06,   27pt 7rb 7as 3st 8to 4trey 8-16fg 7-10ft,27,7,7,3,0,8,4,8,16fg,7,10ft
"Harrison, Shaquille",PG,45.7,"$3,500",chi,det,home, 109-89,26:17,   15pt 11rb 5as 3st 1bl 2to 1trey 7-12fg 0-2ft,15,11,5,3,1,2,1,7,12fg,0,2ft
"DeRozan, DeMar",SG,45.3,"$8,000",sas,was,away, 132-138,39:53,   31pt 4rb 5as 1bl 1to 9-13fg 13-17ft,31,4,5,0,1,1,0,9,13fg,13,17ft
"Bledsoe, Eric",PG,40.9,"$7,300",mil,atl,away, 135-127,25:02,   28pt 7rb 5as 1bl 6to 3trey 8-17fg 9-11ft,28,7,5,0,1,6,3,8,17fg,9,11ft
"Dinwiddie, Spencer",SG,40.8,"$7,300",bkn,cha,home, 101-91,36:50,   20pt 4rb 8as 2st 2to 2trey 7-18fg 4-4ft,20,4,8,2,0,2,2,7,18fg,4,4ft
"Forbes, Bryn",SG,40.3,"$4,300",sas,was,away, 132-138,33:00,   19pt 4rb 7as 2st 3trey 6-14fg 4-5ft,19,4,7,2,0,0,3,6,14fg,4,5ft
"Beal, Bradley",SG,39.8,"$9,900",was,sas,home, 138-132,38:07,   33pt 4rb 4as 4to 3trey 14-24fg 2-2ft,33,4,4,0,0,4,3,14,24fg,2,2ft
"VanVleet, Fred",SG,38.7,"$7,900",tor,orl,home, 113-97,34:46,   24pt 1rb 7as 2st 3to 1trey 10-19fg 3-4ft,24,1,7,2,0,3,1,10,19fg,3,4ft
"Mitchell, Donovan",SG,38.4,"$8,300",uta,min,away, 103-95,37:37,   26pt 7rb 2as 1bl 2to 5trey 9-24fg 3-3ft,26,7,2,0,1,2,5,9,24fg,3,3ft
"Conley, Mike",PG,38.2,"$6,700",uta,min,away, 103-95,30:51,   16pt 6rb 8as 1st 2trey 6-12fg 2-2ft,16,6,8,1,0,0,2,6,12fg,2,2ft
"Davis, Terence",SG,38.1,"$4,000",tor,orl,home, 113-97,27:03,   19pt 8rb 5as 1bl 1to 3trey 7-10fg 2-2ft,19,8,5,0,1,1,3,7,10fg,2,2ft
"Fournier, Evan",SG,33.9,"$6,100",orl,tor,away, 97-113,27:51,   21pt 2rb 3as 3st 3to 3trey 7-15fg 4-5ft,21,2,3,3,0,3,3,7,15fg,4,5ft
"Westbrook, Russell",PG,33.9,"$9,600",hou,den,away, 95-105,34:53,   25pt 2rb 5as 1to 2trey 8-22fg 7-9ft,25,2,5,0,0,1,2,8,22fg,7,9ft
"Smith, Ishmael",PG,33.8,"$3,900",was,sas,home, 138-132,23:50,   21pt 4rb 4as 1bl 1to 3trey 9-12fg 0-1ft,21,4,4,0,1,1,3,9,12fg,0,1ft
