Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Doncic, Luka",PG,66.1,"$9,800",dal,lal,home, 110-119,38:08,   31pt 13rb 15as 1bl 6to 4trey 10-23fg 7-8ft,31,13,15,0,1,6,4,10,23fg,7,8ft
"Westbrook, Russell",PG,60.4,"$10,200",hou,bkn,away, 116-123,36:24,   27pt 7rb 8as 4st 1bl 2to 1trey 12-25fg 2-4ft,27,7,8,4,1,2,1,12,25fg,2,4ft
"Harden, James",SG,49,"$11,200",hou,bkn,away, 116-123,36:39,   36pt 5rb 8as 5to 2trey 10-31fg 14-15ft,36,5,8,0,0,5,2,10,31fg,14,15ft
"Walker, Kemba",PG,47.7,"$8,700",bos,nyk,home, 104-102,35:37,   33pt 6rb 5as 1st 3to 3trey 8-19fg 14-14ft,33,6,5,1,0,3,3,8,19fg,14,14ft
"Russell, D'Angelo",SG,47.6,"$9,400",gsw,sas,home, 110-127,33:02,   30pt 3rb 8as 1bl 1to 3trey 9-24fg 9-10ft,30,3,8,0,1,1,3,9,24fg,9,10ft
"Brogdon, Malcolm",PG,44.6,"$9,200",ind,cle,home, 102-95,33:02,   25pt 8rb 6as 1st 1bl 5to 1trey 8-16fg 8-8ft,25,8,6,1,1,5,1,8,16fg,8,8ft
"Rose, Derrick",SG,42.7,"$5,700",det,chi,away, 106-112,24:40,   23pt 1rb 7as 3st 1bl 4to 8-13fg 7-9ft,23,1,7,3,1,4,0,8,13fg,7,9ft
"Lamb, Jeremy",SG,42.5,"$6,400",ind,cle,home, 102-95,34:51,   21pt 10rb 1as 2st 1bl 1to 1trey 7-13fg 6-6ft,21,10,1,2,1,1,1,7,13fg,6,6ft
"Irving, Kyrie",PG,38.8,"$10,300",bkn,hou,home, 123-116,34:29,   22pt 4rb 10as 1bl 6to 5trey 7-18fg 3-4ft,22,4,10,0,1,6,5,7,18fg,3,4ft
"Mills, Patty",PG,38.6,"$3,800",sas,gsw,away, 127-110,22:01,   31pt 3rb 2as 1st 2to 6trey 10-16fg 5-5ft,31,3,2,1,0,2,6,10,16fg,5,5ft
"Conley, Mike",PG,37.8,"$6,900",uta,sac,away, 101-102,33:05,   19pt 4rb 4as 4st 4to 3trey 5-13fg 6-8ft,19,4,4,4,0,4,3,5,13fg,6,8ft
"Fox, De'Aaron",PG,37,"$8,500",sac,uta,home, 102-101,36:49,   25pt 5rb 4as 1bl 3to 8-17fg 9-12ft,25,5,4,0,1,3,0,8,17fg,9,12ft
"Clarkson, Jordan",SG,33.9,"$4,400",cle,ind,away, 95-102,27:04,   20pt 2rb 5as 1st 1bl 2to 1trey 6-12fg 7-7ft,20,2,5,1,1,2,1,6,12fg,7,7ft
"LeVert, Caris",SG,33.8,"$6,800",bkn,hou,home, 123-116,32:13,   25pt 4rb 4as 1st 5to 1trey 8-15fg 8-9ft,25,4,4,1,0,5,1,8,15fg,8,9ft
"Sexton, Collin",PG,33.6,"$4,800",cle,ind,away, 95-102,37:22,   21pt 3rb 2as 2st 2trey 9-21fg 1-2ft,21,3,2,2,0,0,2,9,21fg,1,2ft
