Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Young, Trae",PG,61.6,"$9,600",atl,por,away, 113-124,42:59,   35pt 8rb 10as 3st 7to 3trey 9-30fg 14-17ft,35,8,10,3,0,7,3,9,30,14,17
"Rubio, Ricky",PG,50.8,"$7,000",pho,bkn,home, 138-112,28:58,   22pt 4rb 12as 2st 2trey 10-16fg,22,4,12,2,0,0,2,10,16,0,0
"Lillard, Damian",PG,49.4,"$10,200",por,atl,home, 124-113,44:16,   30pt 7rb 6as 1st 1bl 4to 3trey 8-17fg 11-12ft,30,7,6,1,1,4,3,8,17,11,12
"VanVleet, Fred",SG,49.4,"$6,800",tor,lal,away, 113-104,38:33,   23pt 7rb 10as 2st 3to 4trey 8-18fg 3-4ft,23,7,10,2,0,3,4,8,18,3,4
"McCollum, C.J.",SG,47.6,"$6,500",por,atl,home, 124-113,41:36,   23pt 8rb 4as 2st 2bl 3to 1trey 11-23fg 0-1ft,23,8,4,2,2,3,1,11,23,0,1
"Schroder, Dennis",SG,44.7,"$5,700",okc,mil,home, 119-121,29:41,   25pt 6rb 5as 3st 4to 3trey 9-12fg 4-6ft,25,6,5,3,0,4,3,9,12,4,6
"Wiggins, Andrew",SG,42.3,"$7,600",min,den,home, 98-100,40:28,   25pt 4rb 5as 1st 1bl 1to 1trey 10-22fg 4-4ft,25,4,5,1,1,1,1,10,22,4,4
"Gilgeous-Alexander, Shai",SG,42.2,"$8,100",okc,mil,home, 119-121,36:48,   22pt 6rb 6as 2st 2to 4trey 9-19fg,22,6,6,2,0,2,4,9,19,0,0
"Bledsoe, Eric",PG,42.1,"$6,800",mil,okc,away, 121-119,29:16,   25pt 3rb 9as 1bl 3to 3trey 9-15fg 4-4ft,25,3,9,0,1,3,3,9,15,4,4
"Booker, Devin",SG,40.9,"$8,400",pho,bkn,home, 138-112,32:24,   27pt 2rb 9as 2to 4trey 10-14fg 3-3ft,27,2,9,0,0,2,4,10,14,3,3
"Sexton, Collin",PG,40.9,"$5,600",cle,nyk,away, 108-87,30:27,   31pt 2rb 3as 1st 5trey 10-16fg 6-8ft,31,2,3,1,0,0,5,10,16,6,8
"Brogdon, Malcolm",PG,37.2,"$8,800",ind,orl,away, 109-102,29:20,   19pt 6rb 8as 1st 4to 1trey 9-18fg,19,6,8,1,0,4,1,9,18,0,0
"Fournier, Evan",SG,36.6,"$4,500",orl,ind,home, 102-109,30:21,   22pt 3rb 6as 1bl 1to 6trey 7-13fg 2-2ft,22,3,6,0,1,1,6,7,13,2,2
"Graham, Devonte'",SG,35,"$6,800",cha,phi,away, 106-114,33:39,   19pt 10as 1st 2to 4trey 6-15fg 3-4ft,19,0,10,1,0,2,4,6,15,3,4
"Dinwiddie, Spencer",SG,32.6,"$5,600",bkn,pho,away, 112-138,25:54,   18pt 3rb 6as 1st 1to 1trey 6-16fg 5-5ft,18,3,6,1,0,1,1,6,16,5,5
"Simons, Anfernee",PG,30.6,"$3,700",por,atl,home, 124-113,24:10,   20pt 3rb 2as 2st 2to 3trey 8-12fg 1-1ft,20,3,2,2,0,2,3,8,12,1,1
"McConnell, T.J.",PG,30.6,"$4,100",ind,orl,away, 109-102,19:43,   12pt 3rb 8as 1bl 6-9fg,12,3,8,0,1,0,0,6,9,0,0
"Paul, Chris",PG,30.5,"$7,000",okc,mil,home, 119-121,31:46,   17pt 5rb 5as 1st 3to 3trey 6-11fg 2-2ft,17,5,5,1,0,3,3,6,11,2,2
"Ntilikina, Frank",PG,30.2,"$5,100",nyk,cle,home, 87-108,34:44,   4pt 6rb 6as 2st 2bl 2to 1-4fg 2-2ft,4,6,6,2,2,2,0,1,4,2,2
"Monk, Malik",SG,29.1,"$3,700",cha,phi,away, 106-114,26:40,   15pt 8rb 3as 1st 3to 2trey 4-8fg 5-6ft,15,8,3,1,0,3,2,4,8,5,6
"Burke, Trey",PG,29,"$3,600",phi,cha,home, 114-106,19:19,   12pt 5rb 4as 2st 1to 1trey 4-8fg 3-4ft,12,5,4,2,0,1,1,4,8,3,4
"Richardson, Josh",SG,28.4,"$5,900",phi,cha,home, 114-106,32:29,   11pt 7rb 6as 1st 3to 3trey 4-9fg,11,7,6,1,0,3,3,4,9,0,0
"Powell, Norman",SG,28,"$4,200",tor,lal,away, 113-104,25:42,   14pt 5rb 2as 2bl 1to 1trey 5-9fg 3-3ft,14,5,2,0,2,1,1,5,9,3,3
"Irving, Kyrie",PG,26.3,"$9,800",bkn,pho,away, 112-138,25:07,   15pt 4rb 5as 1to 1trey 7-16fg,15,4,5,0,0,1,1,7,16,0,0
"Harris, Gary",SG,26.2,"$4,900",den,min,away, 100-98,34:50,   13pt 6rb 2st 1trey 6-13fg 0-1ft,13,6,0,2,0,0,1,6,13,0,1
"Korkmaz, Furkan",SG,25.1,"$3,600",phi,cha,home, 114-106,27:57,   17pt 3rb 1as 1bl 3trey 7-14fg,17,3,1,0,1,0,3,7,14,0,0
"Clarkson, Jordan",SG,25.1,"$5,000",cle,nyk,away, 108-87,19:31,   17pt 3rb 1as 2st 3to 1trey 6-14fg 4-4ft,17,3,1,2,0,3,1,6,14,4,4
"Bradley, Avery",SG,24.8,"$4,000",lal,tor,home, 104-113,31:23,   9pt 4rb 4as 2st 1to 1trey 4-10fg,9,4,4,2,0,1,1,4,10,0,0
"Garland, Darius",PG,23.6,"$4,000",cle,nyk,away, 108-87,34:07,   12pt 3rb 6as 1st 4to 3-8fg 6-6ft,12,3,6,1,0,4,0,3,8,6,6
