Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Young, Trae",PG,60.7,"$10,300",atl,cle,away, 118-121,36:08,   30pt 6rb 11as 4st 5to 5trey 9-21fg 7-9ft,30,6,11,4,0,5,5,9,21fg,7,9ft
"Harden, James",SG,53.5,"$12,000",hou,sac,away, 113-104,37:42,   34pt 5rb 5as 2st 1bl 3to 4trey 10-19fg 10-12ft,34,5,5,2,1,3,4,10,19fg,10,12ft
"Fox, De'Aaron",PG,50.8,"$6,700",sac,hou,home, 104-113,35:58,   31pt 9rb 6as 1st 3to 1trey 13-21fg 4-9ft,31,9,6,1,0,3,1,13,21fg,4,9ft
"VanVleet, Fred",SG,48.9,"$7,500",tor,ind,away, 115-120,41:10,   21pt 2rb 11as 2st 2bl 3to 1trey 8-18fg 4-4ft,21,2,11,2,2,3,1,8,18fg,4,4ft
"Lowry, Kyle",PG,48.7,"$8,400",tor,ind,away, 115-120,43:47,   30pt 6rb 9as 1st 5to 5trey 10-21fg 5-6ft,30,6,9,1,0,5,5,10,21fg,5,6ft
"Beal, Bradley",SG,48.3,"$9,400",was,nyk,away, 121-115,36:32,   30pt 4rb 3as 2st 2bl 3to 2trey 13-38fg 2-4ft,30,4,3,2,2,3,2,13,38fg,2,4ft
"Westbrook, Russell",PG,45.4,"$9,600",hou,sac,away, 113-104,40:06,   28pt 7rb 6as 1st 3to 3trey 10-22fg 5-6ft,28,7,6,1,0,3,3,10,22fg,5,6ft
"Rubio, Ricky",PG,39.9,"$7,100",pho,den,home, 111-113,34:10,   21pt 7rb 9as 1st 6to 2trey 9-12fg 1-1ft,21,7,9,1,0,6,2,9,12fg,1,1ft
"LaVine, Zach",SG,39.6,"$8,000",chi,orl,away, 95-103,38:10,   26pt 8rb 2as 1st 1bl 5to 3trey 8-26fg 7-7ft,26,8,2,1,1,5,3,8,26fg,7,7ft
"Russell, D'Angelo",SG,37.8,"$8,300",gsw,min,home, 113-104,33:21,   30pt 4rb 4as 3to 5trey 8-18fg 9-10ft,30,4,4,0,0,3,5,8,18fg,9,10ft
"Sexton, Collin",PG,37.7,"$5,600",cle,atl,home, 121-118,35:48,   25pt 6rb 3as 1st 2to 12-20fg 1-2ft,25,6,3,1,0,2,0,12,20fg,1,2ft
"Butler, Jimmy",SG,37.6,"$8,400",mia,uta,home, 107-104,34:04,   20pt 8rb 2as 2st 1to 7-15fg 6-7ft,20,8,2,2,0,1,0,7,15fg,6,7ft
"Rose, Derrick",PG,37.1,"$5,500",det,phi,home, 109-125,25:18,   16pt 3rb 7as 2st 1bl 2to 7-14fg 2-2ft,16,3,7,2,1,2,0,7,14fg,2,2ft
"Holiday, Jrue",SG,36.7,"$8,200",nor,por,away, 102-94,37:31,   21pt 6rb 5as 1st 2to 4trey 7-21fg 3-3ft,21,6,5,1,0,2,4,7,21fg,3,3ft
"McLaughlin, Jordan",PG,36.4,"$3,500",min,gsw,away, 104-113,22:20,   19pt 2rb 4as 3st 3trey 7-13fg 2-2ft,19,2,4,3,0,0,3,7,13fg,2,2ft
