Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Doncic, Luka",1,66.2,12100,dal,hou,away, 137-123,34:26,41,6,10,2,1,6,5,15,29,6,8
"Harden, James",2,56.3,11500,hou,dal,home, 123-137,41:17,32,9,11,1,0,6,2,11,24,8,10
"Westbrook, Russell",1,41,8800,hou,dal,home, 123-137,37:44,27,5,6,1,0,4,2,8,20,9,10
"Dinwiddie, Spencer",2,40.8,7900,bkn,nyk,away, 103-101,35:02,30,4,4,0,0,0,3,7,17,13,14
"Murray, Jamal",1,37.9,7200,den,pho,home, 116-104,34:20,22,7,3,1,0,0,4,9,21,0,0
"Bogdanovic, Bogdan",2,33.8,7300,sac,was,away, 113-106,27:40,21,4,4,1,0,1,3,7,16,4,6
"Beal, Bradley",2,33.6,10200,was,sac,home, 106-113,41:11,20,3,8,0,0,2,2,8,18,2,2
"Holiday, Jrue",2,30.4,8600,nor,lac,away, 109-134,35:49,18,7,4,0,0,2,2,7,15,2,2
"Beverley, Patrick",1,29.4,5600,lac,nor,home, 134-109,29:46,10,7,4,0,2,1,2,4,5,0,0
"Okobo, Elie",2,27.4,3700,pho,den,away, 104-116,28:25,16,2,4,1,0,0,3,6,11,1,2
"Williams, Louis",2,26.6,6900,lac,nor,home, 134-109,24:56,19,3,4,0,0,2,2,6,11,5,7
"Joseph, Cory",1,25.9,4900,sac,was,away, 113-106,35:45,10,2,5,2,0,0,0,5,10,0,0
"Hield, Buddy",2,25.9,7500,sac,was,away, 113-106,36:10,18,2,5,0,0,2,3,4,14,7,7
"McRae, Jordan",2,22.6,3500,was,sac,home, 106-113,23:47,12,3,4,1,0,2,1,4,9,3,3
"Thomas, Isaiah",1,22.4,5300,was,sac,home, 106-113,29:15,17,2,2,0,1,3,4,6,11,1,1
"Ball, Lonzo",1,22.3,6000,nor,lac,away, 109-134,21:05,9,4,5,1,0,2,1,4,13,0,0
"Smith Jr., Dennis",1,21.9,3500,nyk,bkn,home, 101-103,20:22,10,2,5,1,0,1,2,4,11,0,0
"McGruder, Rodney",2,21,3500,lac,nor,home, 134-109,16:42,9,5,4,0,0,0,1,4,6,0,0
"Wright, Delon",2,20.3,4700,dal,hou,away, 137-123,22:26,9,4,5,0,0,1,0,4,11,1,1
"Redick, J.J.",2,19.8,5200,nor,lac,away, 109-134,24:37,12,4,2,0,0,0,2,4,9,2,2
"Ntilikina, Frank",1,19.1,4400,nyk,bkn,home, 101-103,31:53,8,3,5,0,0,0,1,3,11,1,1
"Morris, Monte",1,18.6,3700,den,pho,home, 116-104,13:40,10,3,4,0,0,1,1,4,5,1,3
"Ellington, Wayne",2,18.6,3500,nyk,bkn,home, 101-103,28:19,12,3,2,0,0,0,4,4,8,0,0
"Smith, Ishmael",1,18.5,4400,was,sac,home, 106-113,24:07,7,5,3,1,0,2,1,3,9,0,0
"Temple, Garrett",2,18,5300,bkn,nyk,away, 103-101,35:59,12,0,0,2,0,0,4,4,9,0,1
"Booker, Devin",2,15.7,8200,pho,den,away, 104-116,33:09,12,1,5,0,0,5,1,5,13,1,1
"Dotson, Damyean",2,15.5,3600,nyk,bkn,home, 101-103,20:54,8,5,1,1,0,3,1,3,7,1,2
"Robinson, Jerome",1,11.2,3500,lac,nor,home, 134-109,14:37,4,1,4,0,0,0,0,1,6,2,2
"McLemore, Ben",2,11,4000,hou,dal,home, 123-137,21:23,2,5,0,0,1,0,0,0,6,2,2
"Harris, Gary",2,10.7,4700,den,pho,home, 116-104,35:05,6,1,3,0,0,1,1,2,7,1,2
"Ferrell, Yogi",1,10.3,3500,sac,was,away, 113-106,12:15,4,4,1,0,0,0,0,2,4,0,0
"Johnson, Tyler",1,9.5,4200,pho,den,away, 104-116,16:33,7,0,3,0,0,2,2,2,4,1,2
"Beasley, Malik",2,9.4,3500,den,pho,home, 116-104,10:31,6,2,2,0,0,2,2,2,4,0,0
"Rivers, Austin",1,8.2,3900,hou,dal,home, 123-137,22:42,4,1,2,0,0,0,0,2,7,0,0
"Carter, Jevon",1,7.9,3500,pho,den,away, 104-116,6:37,2,2,3,0,0,1,0,1,2,0,0
"Curry, Seth",1,7.7,3700,dal,hou,away, 137-123,15:05,2,1,1,1,0,0,0,1,4,0,0
"James, Justin",2,7.7,3500,sac,was,away, 113-106,16:11,5,1,1,0,0,0,1,2,3,0,0
"Shumpert, Iman",2,7.5,3500,bkn,nyk,away, 103-101,19:15,5,0,1,1,0,2,1,1,2,2,2
"Clemons, Chris",1,5.4,3700,hou,dal,home, 123-137,1:48,0,2,2,0,0,0,0,0,1,0,0
