Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Jokic, Nikola",-1,60.7,N/A,den,lal,away, 103-105,38:39,30,6,9,4,0,2,1,9,20,11,12
"Davis, Anthony",-1,52.8,N/A,lal,den,home, 105-103,39:18,31,9,2,1,2,1,2,11,23,7,7
"Murray, Jamal",-1,45.2,N/A,den,lal,away, 103-105,44:14,25,6,4,2,2,5,2,8,19,7,8
"James, LeBron",-1,45.2,N/A,lal,den,home, 105-103,36:25,26,11,4,0,2,6,3,10,20,3,4
"Green, Danny",-1,29.5,N/A,lal,den,home, 105-103,28:17,11,5,1,3,1,1,3,4,14,0,0
"Caruso, Alex",-1,22.4,N/A,lal,den,home, 105-103,28:50,9,2,2,2,1,1,1,3,6,2,2
"Rondo, Rajon",-1,19.3,N/A,lal,den,home, 105-103,21:06,3,4,9,1,0,5,1,1,3,0,0
"Caldwell-Pope, Kentavious",-1,18.9,N/A,lal,den,home, 105-103,31:23,11,2,1,1,1,2,3,3,6,2,2
"Porter, Michael",-1,17.8,N/A,den,lal,away, 103-105,19:57,15,4,0,0,0,2,2,6,9,1,2
"Grant, Jerami",-1,14.5,N/A,den,lal,away, 103-105,24:36,7,0,1,3,0,3,1,3,4,0,0
"Millsap, Paul",-1,14.1,N/A,den,lal,away, 103-105,28:06,6,8,1,0,0,3,0,2,6,2,3
"Craig, Torrey",-1,12.9,N/A,den,lal,away, 103-105,23:19,3,2,1,1,1,0,0,1,2,1,1
"Morris, Monte",-1,12.2,N/A,den,lal,away, 103-105,12:58,9,1,0,1,0,1,1,3,4,2,2
"Dozier, PJ",-1,11.7,N/A,den,lal,away, 103-105,14:06,3,1,1,1,1,0,0,1,2,1,5
"McGee, JaVale",-1,10,N/A,lal,den,home, 105-103,11:45,3,5,2,0,0,2,0,1,3,1,1
"Kuzma, Kyle",-1,9.1,N/A,lal,den,home, 105-103,20:57,8,3,1,0,0,4,0,3,7,2,2
"Howard, Dwight",-1,8.4,N/A,lal,den,home, 105-103,12:46,3,2,0,1,0,0,0,1,1,1,1
"Plumlee, Mason",-1,8.2,N/A,den,lal,away, 103-105,9:23,2,1,4,0,0,1,0,1,2,0,0
"Harris, Gary",-1,4.9,N/A,den,lal,away, 103-105,24:42,3,2,1,0,0,2,1,1,6,0,0
"Morris, Markieff",-1,1.7,N/A,lal,den,home, 105-103,9:13,0,1,1,0,0,1,0,0,0,0,0
