Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lowry, Kyle",1,53.2,7800,tor,bos,away, 104-103,46:29,31,6,8,2,0,3,2,13,23,3,4
"Walker, Kemba",1,44.1,7600,bos,tor,home, 103-104,38:50,29,3,3,3,0,2,4,9,15,7,7
"George, Paul",2,34.4,7700,lac,den,home, 120-97,33:05,19,7,4,2,0,5,2,6,13,5,7
"VanVleet, Fred",2,32.6,7700,tor,bos,away, 104-103,40:51,25,3,6,0,0,5,5,9,22,2,2
"Smart, Marcus",2,26,5700,bos,tor,home, 103-104,36:57,11,5,4,2,0,3,2,4,15,1,2
"Murray, Jamal",1,25.6,9000,den,lac,away, 97-120,33:22,12,3,6,1,0,2,2,5,15,0,0
"Williams, Louis",1,18.8,5300,lac,den,home, 120-97,23:51,10,4,4,0,0,2,0,5,9,0,0
"Morris, Monte",1,17.3,4200,den,lac,away, 97-120,17:17,12,4,1,0,0,1,0,5,11,2,2
"Beverley, Patrick",1,17.2,4300,lac,den,home, 120-97,12:13,8,6,2,0,0,1,2,3,5,0,0
"Powell, Norman",2,10.7,4700,tor,bos,away, 104-103,15:22,8,1,1,0,0,0,2,3,4,0,3
"Harris, Gary",2,10.2,3900,den,lac,away, 97-120,24:10,5,1,2,1,0,2,1,2,5,0,0
"Craig, Torrey",2,8.6,4200,den,lac,away, 97-120,21:57,6,3,0,0,0,1,1,2,3,1,2
"Shamet, Landry",2,6.9,4200,lac,den,home, 120-97,21:10,4,2,1,0,0,1,0,2,6,0,0
"Dozier, PJ",2,5.5,3700,den,lac,away, 97-120,9:35,6,0,1,0,0,2,0,3,6,0,0
"Mann, Terance",2,5.2,3500,lac,den,home, 120-97,4:24,4,1,0,0,0,0,0,2,3,0,0
"Wanamaker, Brad",1,4.5,3600,bos,tor,home, 103-104,11:52,5,0,1,0,0,2,0,2,3,1,1
"McGruder, Rodney",2,3.2,3500,lac,den,home, 120-97,4:24,2,1,0,0,0,0,0,1,2,0,0
"Daniels, Troy",2,3.2,3500,den,lac,away, 97-120,5:21,2,1,0,0,0,0,0,1,2,0,0
"Thomas, Matt",2,2.4,3500,tor,bos,away, 104-103,5:57,0,2,0,0,0,0,0,0,1,0,0
"Jackson, Reggie",1,0,4600,lac,den,home, 120-97,12:55,0,0,0,0,0,0,0,0,0,0,0
"Davis, Terence",2,0,3500,tor,bos,away, 104-103,DNP,0,0,0,0,0,0,0,0,0,0,0
"Edwards, Carsen",1,0,3500,bos,tor,home, 103-104,DNP,0,0,0,0,0,0,0,0,0,0,0
"Langford, Romeo",2,0,3500,bos,tor,home, 103-104,DNP,0,0,0,0,0,0,0,0,0,0,0
"Green, Javonte",2,0,3500,bos,tor,home, 103-104,NA,0,0,0,0,0,0,0,0,0,0,0
"Watson, Paul",2,0,3500,tor,bos,away, 104-103,NA,0,0,0,0,0,0,0,0,0,0,0
"McCaw, Patrick",2,0,3500,tor,bos,away, 104-103,NA,0,0,0,0,0,0,0,0,0,0,0
"Waters, Tremont",1,0,3500,bos,tor,home, 103-104,NA,0,0,0,0,0,0,0,0,0,0,0
"Brown, Jaylen",3,44.4,6800,bos,tor,home, 103-104,40:14,19,12,2,0,4,4,0,9,15,1,2
