Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lowry, Kyle",1,52.7,9000,tor,bos,away, 100-93,43:47,22,11,7,2,2,5,4,5,16,8,8
"Murray, Jamal",1,45.6,8600,den,lac,away, 110-101,39:59,27,3,6,2,1,3,3,10,21,4,5
"George, Paul",2,44.1,7700,lac,den,home, 101-110,41:56,22,8,3,2,2,4,4,7,19,4,5
"VanVleet, Fred",2,35.2,7700,tor,bos,away, 100-93,44:49,17,6,6,1,0,1,5,6,19,0,1
"Walker, Kemba",1,30.4,8000,bos,tor,home, 93-100,40:48,15,2,8,1,0,2,1,4,9,6,7
"Williams, Louis",1,30.3,5200,lac,den,home, 101-110,29:22,13,4,7,0,1,1,0,6,16,1,1
"Smart, Marcus",2,26.1,5500,bos,tor,home, 93-100,41:06,8,8,5,1,1,5,1,2,8,3,5
"Harris, Gary",2,19,4000,den,lac,away, 110-101,29:25,13,0,0,2,0,0,4,4,8,1,2
"Morris, Monte",1,13,4200,den,lac,away, 110-101,17:37,10,0,2,0,0,0,1,4,9,1,1
"Wanamaker, Brad",1,9.4,3600,bos,tor,home, 93-100,13:16,7,2,0,0,0,0,1,3,5,0,0
"Craig, Torrey",2,8.9,4200,den,lac,away, 110-101,16:56,3,2,1,1,0,1,0,1,4,1,2
"Jackson, Reggie",1,7.7,4600,lac,den,home, 101-110,9:13,3,1,1,1,0,1,1,1,3,0,0
"Powell, Norman",2,7,4700,tor,bos,away, 100-93,19:28,5,0,0,1,0,1,0,1,6,3,3
"Beverley, Patrick",1,6.1,5000,lac,den,home, 101-110,15:09,2,3,1,0,0,1,0,1,2,0,0
"Thomas, Matt",2,1.2,3500,tor,bos,away, 100-93,3:11,0,1,0,0,0,0,0,0,1,0,0
"Mann, Terance",2,0,3500,lac,den,home, 101-110,00:03,0,0,0,0,0,0,0,0,0,0,0
"Shamet, Landry",2,0,4200,lac,den,home, 101-110,10:02,2,0,0,0,0,2,0,1,2,0,0
"Davis, Terence",2,0,3500,tor,bos,away, 100-93,DNP,0,0,0,0,0,0,0,0,0,0,0
"Edwards, Carsen",1,0,3500,bos,tor,home, 93-100,DNP,0,0,0,0,0,0,0,0,0,0,0
"Dozier, PJ",2,0,3700,den,lac,away, 110-101,DNP,0,0,0,0,0,0,0,0,0,0,0
"McGruder, Rodney",2,0,3500,lac,den,home, 101-110,DNP,0,0,0,0,0,0,0,0,0,0,0
"Langford, Romeo",2,0,3500,bos,tor,home, 93-100,DNP,0,0,0,0,0,0,0,0,0,0,0
"Daniels, Troy",2,0,3500,den,lac,away, 110-101,DNP,0,0,0,0,0,0,0,0,0,0,0
"Waters, Tremont",1,0,3500,bos,tor,home, 93-100,DNP,0,0,0,0,0,0,0,0,0,0,0
"Green, Javonte",2,0,3500,bos,tor,home, 93-100,NA,0,0,0,0,0,0,0,0,0,0,0
"Watson, Paul",2,0,3500,tor,bos,away, 100-93,NA,0,0,0,0,0,0,0,0,0,0,0
"McCaw, Patrick",2,0,3500,tor,bos,away, 100-93,NA,0,0,0,0,0,0,0,0,0,0,0
"Leonard, Kawhi",3,45,10500,lac,den,home, 101-110,38:49,13,10,8,3,1,4,0,4,17,5,7
"Siakam, Pascal",3,39.2,8200,tor,bos,away, 100-93,45:34,23,11,2,0,0,0,2,10,23,1,2
"Tatum, Jayson",4,35.5,9200,bos,tor,home, 93-100,42:34,24,10,3,0,0,5,1,10,18,3,5
