Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,74,11700,hou,bkn,home, 108-98,39:02,44,10,6,1,3,3,6,17,27,4,9
"Doncic, Luka",1,70.9,10600,dal,gsw,away, 141-121,30:05,31,12,15,2,0,3,5,8,16,10,10
"Butler, Jimmy",2,58.3,8700,mia,phi,home, 117-116,41:34,25,9,9,2,1,0,0,7,21,11,14
"Booker, Devin",2,53.6,6900,pho,sac,away, 112-110,40:56,32,3,10,2,0,3,0,14,23,4,6
"Simmons, Ben",1,50.9,9100,phi,mia,away, 116-117,43:29,15,7,11,3,1,1,0,6,12,3,6
"Lillard, Damian",1,49.9,8900,por,lal,home, 120-128,39:17,31,2,9,1,1,3,4,7,17,13,14
"Mitchell, Donovan",2,49.9,7800,uta,lac,away, 120-107,35:49,30,7,9,1,0,5,4,13,23,0,0
"Russell, D'Angelo",2,46.8,8000,gsw,dal,home, 121-141,30:22,35,4,6,0,0,2,9,13,21,0,0
"Rubio, Ricky",1,46.6,7200,pho,sac,away, 112-110,33:20,21,3,8,2,2,2,3,7,15,4,4
"Westbrook, Russell",1,46.3,9700,hou,bkn,home, 108-98,38:01,23,9,7,1,1,4,0,11,28,1,1
"Lowry, Kyle",1,45.3,8300,tor,bos,away, 113-97,38:39,30,4,7,2,0,6,5,10,17,5,6
"DeRozan, DeMar",2,45,7400,sas,det,home, 136-109,31:45,29,5,8,0,0,2,0,13,16,3,5
"VanVleet, Fred",2,44.1,8300,tor,bos,away, 113-97,37:29,18,3,5,5,1,3,4,5,19,4,5
"McCaw, Patrick",2,42.4,3800,tor,bos,away, 113-97,42:52,18,7,8,1,1,2,2,8,12,0,0
"Rose, Derrick",1,41.6,6000,det,sas,away, 109-136,27:19,24,3,4,4,0,4,2,10,17,2,2
"Williams, Louis",2,41.3,4900,lac,uta,home, 107-120,32:31,16,4,9,2,1,2,1,5,14,5,5
