Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",NA,59.5,N/A,hou,sas,home, 114-128,34:08,   40pt 10rb 7as 3to 7trey 13-27fg 7-8ft,40,10,7,0,0,3,7,13,27,7,8
"Bagley, Marvin",NA,59.3,N/A,sac,,home, 124-,27:54,   30pt 14rb 1as 3st 1bl 1to 12-17fg 6-10ft,30,14,1,3,1,1,0,12,17,6,10
"Young, Trae",NA,48.5,N/A,atl,nyk,away, 100-96,34:45,   23pt 5rb 9as 1st 1bl 1trey 7-19fg 8-10ft,23,5,9,1,1,0,1,7,19,8,10
"Lillard, Damian",NA,44,N/A,por,uta,away, 126-118,29:14,   25pt 5rb 4as 1st 2bl 2to 3trey 8-13fg 6-6ft,25,5,4,1,2,2,3,8,13,6,6
"Ferrell, Yogi",NA,42.6,N/A,sac,,home, 124-,38:00,   24pt 3rb 6as 2st 1bl 3to 5trey 7-11fg 5-5ft,24,3,6,2,1,3,5,7,11,5,5
"Jackson, Jaren",NA,42.5,N/A,mem,okc,away, 124-119,25:12,   18pt 10rb 3as 1st 2bl 1to 2trey 6-17fg 4-4ft,18,10,3,1,2,1,2,6,17,4,4
"James, LeBron",NA,40.3,N/A,lal,gsw,home, 126-93,24:34,   18pt 4rb 11as 1st 2to 1trey 6-9fg 5-6ft,18,4,11,1,0,2,1,6,9,5,6
"Randle, Julius",NA,39.6,N/A,nyk,atl,home, 96-100,34:47,   20pt 8rb 2as 1st 2bl 2to 1trey 6-12fg 7-9ft,20,8,2,1,2,2,1,6,12,7,9
"Long, Shawn",NA,39.5,N/A,,sac,away, 110-124,32:42,   15pt 15rb 1as 3bl 4to 5-14fg 5-7ft,15,15,1,0,3,4,0,5,14,5,7
"Frazier, Tim",NA,38.2,N/A,det,cha,away, 116-110,34:54,   15pt 1rb 12as 1st 1bl 2to 2trey 5-8fg 3-3ft,15,1,12,1,1,2,2,5,8,3,3
"Davis, Anthony",NA,38,N/A,lal,gsw,home, 126-93,27:50,   8pt 10rb 8as 1st 2bl 3to 3-9fg 2-3ft,8,10,8,1,2,3,0,3,9,2,3
"Aldridge, LaMarcus",NA,37.2,N/A,sas,hou,away, 128-114,22:04,   22pt 6rb 2as 1st 1bl 1to 11-13fg 0-1ft,22,6,2,1,1,1,0,11,13,0,1
"Drummond, Andre",NA,37,N/A,det,cha,away, 116-110,27:17,   17pt 15rb 4as 1st 7to 8-14fg 1-4ft,17,15,4,1,0,7,0,8,14,1,4
"Mitchell, Donovan",NA,36.8,N/A,uta,por,home, 118-126,29:41,   27pt 4rb 2as 1st 1to 4trey 9-19fg 5-6ft,27,4,2,1,0,1,4,9,19,5,6
"Barrett, RJ",NA,36.4,N/A,nyk,atl,home, 96-100,39:12,   12pt 7rb 6as 2st 1bl 2to 4-14fg 4-5ft,12,7,6,2,1,2,0,4,14,4,5
"McCollum, C.J.",NA,35.4,N/A,por,uta,away, 126-118,29:06,   28pt 2rb 4as 1to 5trey 11-15fg 1-2ft,28,2,4,0,0,1,5,11,15,1,2
"Monk, Malik",NA,35.1,N/A,cha,det,home, 110-116,22:41,   18pt 3rb 7as 1st 2trey 6-10fg 4-4ft,18,3,7,1,0,0,2,6,10,4,4
"Gobert, Rudy",NA,35,N/A,uta,por,home, 118-126,24:35,   13pt 15rb 2bl 2to 4-11fg 5-10ft,13,15,0,0,2,2,0,4,11,5,10
"Bembry, DeAndre",NA,34.8,N/A,atl,nyk,away, 100-96,29:15,   6pt 9rb 4as 4st 2-14fg 2-2ft,6,9,4,4,0,0,0,2,14,2,2
"Trimble, Melo",NA,33.2,N/A,,sac,away, 110-124,30:53,   20pt 1rb 6as 2st 3to 1trey 6-13fg 7-8ft,20,1,6,2,0,3,1,6,13,7,8
"Collins, John",NA,32.8,N/A,atl,nyk,away, 100-96,29:33,   12pt 14rb 2as 1st 2to 1trey 5-13fg 1-2ft,12,14,2,1,0,2,1,5,13,1,2
"Murray, Dejounte",NA,32.6,N/A,sas,hou,away, 128-114,20:47,   20pt 3rb 4as 1st 2trey 8-11fg 2-2ft,20,3,4,1,0,0,2,8,11,2,2
"Poeltl, Jakob",NA,32.1,N/A,sas,hou,away, 128-114,18:47,   16pt 3rb 5as 1st 1bl 1to 6-9fg 4-4ft,16,3,5,1,1,1,0,6,9,4,4
"Morris, Marcus",NA,31.6,N/A,nyk,atl,home, 96-100,27:33,   14pt 8rb 2as 2bl 1to 1trey 5-11fg 3-5ft,14,8,2,0,2,1,1,5,11,3,5
"White, Derrick",NA,31.5,N/A,sas,hou,away, 128-114,20:04,   13pt 5rb 3as 1st 2bl 1to 5-10fg 3-4ft,13,5,3,1,2,1,0,5,10,3,4
