Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Walker, Kemba",PG,54.2,"$9,300",cha,dal,away, 93-99,36:33,   30pt 11rb 6as 2st 4to 4trey 10-22fg 6-6ft,30,11,6,2,0,4,4
"LaVine, Zach",SG,53.1,"$7,300",chi,nor,home, 120-125,33:13,   28pt 8rb 7as 2bl 1to 3trey 10-21fg 5-8ft,28,8,7,0,2,1,3
"Harden, James",SG,51.7,"$14,000",hou,sac,away, 127-101,31:38,   36pt 6rb 1as 2st 1bl 2to 8trey 13-26fg 2-2ft,36,6,1,2,1,2,8
"Bledsoe, Eric",PG,50.7,"$7,500",mil,was,home, 148-129,26:42,   22pt 6rb 11as 2st 1to 4trey 8-16fg 2-2ft,22,6,11,2,0,1,4
"Beal, Bradley",SG,49.6,"$9,000",was,mil,away, 129-148,39:08,   30pt 8rb 4as 3st 1bl 8to 2trey 12-22fg 4-5ft,30,8,4,3,1,8,2
"Russell, D'Angelo",SG,47.7,"$8,300",bkn,den,home, 135-130,35:02,   27pt 6rb 11as 3to 6trey 10-23fg 1-1ft,27,6,11,0,0,3,6
"Doncic, Luka",SG,47.5,"$9,700",dal,cha,home, 99-93,34:40,   19pt 10rb 11as 1st 3to 2trey 5-20fg 7-9ft,19,10,11,1,0,3,2
"Thompson, Klay",SG,44.2,"$7,100",gsw,sas,home, 141-102,28:53,   26pt 1rb 6as 2st 1bl 1to 4trey 11-13fg,26,1,6,2,1,1,4
"Holiday, Jrue",SG,43.7,"$9,400",nor,chi,away, 125-120,33:07,   18pt 6rb 11as 1bl 1to 3trey 6-19fg 3-4ft,18,6,11,0,1,1,3
"Dunn, Kris",PG,41.8,"$6,600",chi,nor,home, 120-125,37:31,   18pt 4rb 8as 2st 1bl 2to 2trey 8-13fg,18,4,8,2,1,2,2
"Curry, Stephen",PG,41.5,"$9,200",gsw,sas,home, 141-102,28:36,   19pt 5rb 7as 2st 1bl 3to 3trey 7-12fg 2-3ft,19,5,7,2,1,3,3
"Murray, Jamal",PG,40.1,"$6,500",den,bkn,away, 130-135,31:56,   19pt 3rb 11as 1st 2to 2trey 8-17fg 1-1ft,19,3,11,1,0,2,2
"Paul, Chris",PG,39.9,"$7,600",hou,sac,away, 127-101,29:53,   15pt 2rb 11as 2st 1bl 3to 1trey 4-13fg 6-6ft,15,2,11,2,1,3,1
"Satoransky, Tomas",PG,38.4,"$6,700",was,mil,away, 129-148,37:37,   16pt 7rb 10as 1st 4to 3trey 5-10fg 3-4ft,16,7,10,1,0,4,3
"Rubio, Ricky",PG,36.8,"$6,300",uta,pho,home, 116-88,31:34,   13pt 9rb 6as 3st 5to 1trey 5-9fg 2-3ft,13,9,6,3,0,5,1
"Morris, Monte",SG,34.5,"$6,400",den,bkn,away, 130-135,27:54,   18pt 5rb 5as 1st 1trey 8-14fg 1-2ft,18,5,5,1,0,0,1
"Bogdanovic, Bogdan",SG,34.3,"$5,400",sac,hou,home, 101-127,31:37,   13pt 4rb 3as 3st 1bl 1trey 6-15fg,13,4,3,3,1,0,1
"Brogdon, Malcolm",SG,32.9,"$6,200",mil,was,home, 148-129,27:14,   18pt 2rb 5as 2st 1to 3trey 7-14fg 1-2ft,18,2,5,2,0,1,3
"Harrison, Shaquille",PG,31.4,"$4,000",chi,nor,home, 120-125,26:06,   9pt 2rb 4as 4st 1bl 1to 1trey 3-6fg 2-3ft,9,2,4,4,1,1,1
"Mitchell, Donovan",SG,29.6,"$8,800",uta,pho,home, 116-88,31:55,   21pt 3rb 2as 1st 1to 1trey 8-21fg 4-5ft,21,3,2,1,0,1,1
"Hield, Buddy",SG,29,"$6,700",sac,hou,home, 101-127,32:33,   20pt 10rb 2as 6to 3trey 8-17fg 1-1ft,20,10,2,0,0,6,3
"Brunson, Jalen",PG,28.9,"$4,100",dal,cha,home, 99-93,30:24,   8pt 7rb 5as 2st 1to 4-11fg 0-3ft,8,7,5,2,0,1,0
"Napier, Shabazz",PG,27.9,"$5,900",bkn,den,home, 135-130,26:53,   10pt 2rb 11as 1to 2trey 2-4fg 4-6ft,10,2,11,0,0,1,2
"Graham, Treveon",SG,27.1,"$3,600",bkn,den,home, 135-130,22:50,   16pt 3rb 1as 2st 4trey 6-9fg,16,3,1,2,0,0,4
"Hardaway Jr., Tim",SG,24.8,"$6,100",dal,cha,home, 99-93,26:27,   12pt 4rb 2as 1st 1bl 1to 2trey 5-16fg,12,4,2,1,1,1,2
"Middleton, Khris",SG,24.4,"$6,700",mil,was,home, 148-129,26:54,   16pt 2rb 4as 1st 3to 3trey 6-10fg 1-1ft,16,2,4,1,0,3,3
"Mills, Patty",PG,24.4,"$4,300",sas,gsw,away, 102-141,17:27,   16pt 2rb 4as 1st 3to 4trey 6-10fg,16,2,4,1,0,3,4
"Iguodala, Andre",SG,24.2,"$5,300",gsw,sas,home, 141-102,19:09,   11pt 6rb 4as 1trey 5-7fg,11,6,4,0,0,0,1
"Lamb, Jeremy",SG,23,"$5,500",cha,dal,away, 93-99,28:33,   15pt 5rb 1bl 1to 6-16fg 3-4ft,15,5,0,0,1,1,0
"Beasley, Malik",SG,22.9,"$5,100",den,bkn,away, 130-135,31:50,   17pt 2rb 1as 1st 1to 3trey 7-15fg,17,2,1,1,0,1,3
"Gordon, Eric",SG,22.4,"$4,900",hou,sac,away, 127-101,21:31,   20pt 2rb 4trey 7-14fg 2-2ft,20,2,0,0,0,0,4
"Cook, Quinn",PG,20.8,"$3,500",gsw,sas,home, 141-102,13:35,   4pt 4rb 4as 2st 2-10fg,4,4,4,2,0,0,0
"Craig, Torrey",SG,18.9,"$3,500",den,bkn,away, 130-135,22:36,   9pt 2rb 1as 2bl 3trey 3-5fg,9,2,1,0,2,0,3
"Hill, George",PG,18.4,"$3,700",mil,was,home, 148-129,24:56,   9pt 2rb 2as 1st 1bl 2to 1trey 4-8fg,9,2,2,1,1,2,1
