Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Westbrook, Russell",PG,77,"$11,800",okc,uta,home, 148-147,42:55,   43pt 15rb 8as 2st 1bl 5to 6trey 15-29fg 7-10ft,43,15,8,2,1,5,6
"Beal, Bradley",SG,65.7,"$9,400",was,cha,away, 110-123,41:58,   46pt 6rb 7as 1bl 1to 4trey 16-25fg 10-10ft,46,6,7,0,1,1,4
"Jackson, Reggie",PG,56,"$5,700",det,atl,away, 125-122,34:30,   32pt 5rb 8as 2st 3trey 12-22fg 5-6ft,32,5,8,2,0,0,3
"Mitchell, Donovan",SG,50.3,"$8,500",uta,okc,away, 147-148,45:35,   38pt 4rb 5as 1bl 3to 4trey 14-35fg 6-6ft,38,4,5,0,1,3,4
"Conley, Mike",PG,48.6,"$7,800",mem,lac,home, 106-112,35:31,   25pt 3rb 10as 1st 2bl 4to 2trey 7-18fg 9-13ft,25,3,10,1,2,4,2
"Walker, Kemba",PG,47.5,"$10,000",cha,was,home, 123-110,35:47,   27pt 5rb 11as 2to 3trey 9-25fg 6-8ft,27,5,11,0,0,2,3
"DeRozan, DeMar",SG,44.8,"$7,900",sas,tor,away, 117-120,34:10,   23pt 4rb 8as 2st 1bl 4to 7-12fg 9-9ft,23,4,8,2,1,4,0
"Young, Trae",PG,43.4,"$8,400",atl,det,home, 122-125,36:41,   30pt 2rb 10as 4to 5trey 11-23fg 3-3ft,30,2,10,0,0,4,5
"LaVine, Zach",SG,39.8,"$7,800",chi,orl,away, 110-109,33:14,   22pt 4rb 6as 2st 2to 5trey 6-14fg 5-5ft,22,4,6,2,0,2,5
"Wiggins, Andrew",SG,36.7,"$7,000",min,nyk,away, 115-104,35:16,   17pt 6rb 1as 2st 2bl 1to 3trey 5-16fg 4-6ft,17,6,1,2,2,1,3
"Holiday, Jrue",SG,36.4,"$8,700",nor,ind,away, 111-126,24:46,   14pt 7rb 4as 2st 1bl 1to 1trey 5-12fg 3-5ft,14,7,4,2,1,1,1
"Murray, Jamal",PG,35,"$6,600",den,dal,away, 114-104,33:18,   12pt 5rb 4as 3st 1bl 1to 2trey 5-16fg,12,5,4,3,1,1,2
"Lamb, Jeremy",SG,34.7,"$6,600",cha,was,home, 123-110,22:57,   16pt 6rb 1as 4st 2to 2trey 6-12fg 2-2ft,16,6,1,4,0,2,2
"Lowry, Kyle",PG,34.1,"$8,000",tor,sas,home, 120-117,35:16,   17pt 3rb 5as 2st 1bl 3to 3trey 5-10fg 4-4ft,17,3,5,2,1,3,3
"Rose, Derrick",PG,32.9,"$5,600",min,nyk,away, 115-104,23:22,   20pt 2rb 3as 3st 3to 6-14fg 8-8ft,20,2,3,3,0,3,0
"Williams, Louis",SG,32,"$8,300",lac,mem,away, 112-106,31:52,   18pt 5rb 8as 4to 2trey 6-15fg 4-5ft,18,5,8,0,0,4,2
"Brunson, Jalen",PG,31.9,"$3,700",dal,den,home, 104-114,30:30,   22pt 2rb 5as 1st 1bl 6to 3trey 8-12fg 3-3ft,22,2,5,1,1,6,3
"Mudiay, Emmanuel",PG,31.7,"$4,400",nyk,min,home, 104-115,26:20,   15pt 6rb 1as 3st 1bl 4to 2trey 6-16fg 1-2ft,15,6,1,3,1,4,2
