Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"O'Neale, Royce",SF,16.2,"$4,200",uta,den,away, 111-104,39:46,   4pt 6rb 2as 1bl 1to 2-8fg,4,6,2,0,1,1,0
"Thomas, Lance",SF,13.9,"$3,700",nyk,cle,home, 118-125,18:35,   10pt 2rb 1as 2trey 4-10fg,10,2,1,0,0,0,2
"Tolliver, Anthony",PF,13.2,"$3,500",min,ind,away, 115-122,20:16,   13pt 1rb 1to 4trey 4-9fg 1-1ft,13,1,0,0,0,1,4
"Chriss, Marquese",PF,12.9,"$3,600",cle,nyk,away, 125-118,12:58,   0pt 7rb 1as 1st 0-5fg,0,7,1,1,0,0,0
"Birch, Khem",PF,12.9,"$3,600",orl,gsw,home, 103-96,17:51,   7pt 2rb 1as 1bl 1to 3-4fg 1-2ft,7,2,1,0,1,1,0
"Jones, Derrick",SF,12,"$3,500",mia,hou,away, 118-121,20:16,   3pt 5rb 1st 1-2fg 1-2ft,3,5,0,1,0,0,0
"Jerebko, Jonas",PF,11.8,"$3,500",gsw,orl,away, 96-103,21:42,   4pt 4rb 1bl 2-6fg,4,4,0,0,1,0,0
"Nader, Abdel",SF,11.6,"$3,500",okc,phi,home, 104-108,16:41,   5pt 3rb 1st 1trey 1-1fg 2-2ft,5,3,0,1,0,0,1
"Nance, Larry",PF,11.4,"$6,500",cle,nyk,away, 125-118,19:28,   6pt 2rb 2as 1st 3to 3-4fg,6,2,2,1,0,3,0
"McDermott, Doug",SF,10.9,"$3,500",ind,min,home, 122-115,15:01,   9pt 2rb 1as 2to 2trey 2-3fg 3-3ft,9,2,1,0,0,2,2
"Crowder, Jae",SF,9.9,"$5,000",uta,den,away, 111-104,24:16,   6pt 2rb 1as 1trey 2-9fg 1-2ft,6,2,1,0,0,0,1
"Iwundu, Wes",SF,9.8,"$3,500",orl,gsw,home, 103-96,26:28,   4pt 4rb 2as 2to 1-3fg 2-2ft,4,4,2,0,0,2,0
"Tucker, P.J.",PF,9.1,"$5,100",hou,mia,home, 121-118,22:09,   6pt 3rb 1as 2to 2trey 2-2fg,6,3,1,0,0,2,2
"Johnson, Amir",PF,8.6,"$3,600",phi,okc,away, 108-104,13:51,   4pt 3rb 1st 2to 2-4fg,4,3,0,1,0,2,0
"Green, Gerald",SF,8.2,"$3,700",hou,mia,home, 121-118,33:57,   6pt 1rb 2as 2to 2trey 2-9fg,6,1,2,0,0,2,2
"Bates-Diop, Keita",SF,7.4,"$3,600",min,ind,away, 115-122,10:19,   2pt 2rb 1st 1-2fg,2,2,0,1,0,0,0
"Ennis, James",SF,6.6,"$3,500",phi,okc,away, 108-104,16:21,   4pt 3rb 1to 2-6fg,4,3,0,0,0,1,0
"Hernangomez, Juan",SF,5.4,"$3,500",den,uta,home, 104-111,10:29,   0pt 2rb 1st 0-2fg,0,2,0,1,0,0,0
