Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Milton, Shake",SG,0,"$3,500",phi,lal,home, 143-120,NA,   ,0,0,0,0,0,0,0
"Dragic, Goran",PG,0,"$5,700",mia,gsw,away, 118-120,NA,   ,0,0,0,0,0,0,0
"Trent Jr., Gary",SG,0,"$3,500",por,dal,away, 101-102,NA,   ,0,0,0,0,0,0,0
"Fultz, Markelle",SG,0,"$3,500",orl,atl,away, 124-108,NA,   ,0,0,0,0,0,0,0
"Caruso, Alex",PG,0,"$3,500",lal,phi,away, 120-143,NA,   ,0,0,0,0,0,0,0
"Ball, Lonzo",PG,0,"$7,500",lal,phi,away, 120-143,NA,   ,0,0,0,0,0,0,0
"Barea, Jose",PG,0,"$3,500",dal,por,home, 102-101,NA,   ,0,0,0,0,0,0,0
"Iguodala, Andre",SG,0,"$4,500",gsw,mia,home, 120-118,NA,   ,0,0,0,0,0,0,0
"Adams, Jaylen",SG,0,"$3,500",atl,orl,home, 108-124,NA,   ,0,0,0,0,0,0,0
"Melton, De'Anthony",PG,0,"$3,800",pho,sac,away, 104-117,NA,   ,0,0,0,0,0,0,0
"Lee, Damion",SG,0,"$3,500",gsw,mia,home, 120-118,NA,   ,0,0,0,0,0,0,0
"Smith, Zhaire",SG,0,"$3,500",phi,lal,home, 143-120,NA,   ,0,0,0,0,0,0,0
"Caupain, Troy",PG,0,"$3,500",orl,atl,away, 124-108,NA,   ,0,0,0,0,0,0,0
