Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Doncic, Luka",SG,47.8,"$9,800",dal,por,home, 102-101,37:30,   28pt 9rb 6as 1bl 3to 4trey 9-20fg 6-8ft,28,9,6,0,1,3,4
"Lillard, Damian",PG,42.1,"$10,000",por,dal,away, 101-102,36:19,   30pt 3rb 5as 2st 5to 6trey 10-23fg 4-4ft,30,3,5,2,0,5,6
"Fox, De'Aaron",PG,41.7,"$7,700",sac,pho,home, 117-104,31:49,   17pt 6rb 9as 2st 2to 2trey 5-11fg 5-6ft,17,6,9,2,0,2,2
"Booker, Devin",SG,40.6,"$8,400",pho,sac,away, 104-117,35:22,   27pt 8rb 6as 5to 3trey 9-19fg 6-7ft,27,8,6,0,0,5,3
"Curry, Stephen",PG,36.8,"$9,200",gsw,mia,home, 120-118,36:25,   25pt 4rb 2as 2st 2to 5trey 9-18fg 2-2ft,25,4,2,2,0,2,5
"Waiters, Dion",SG,36.6,"$4,400",mia,gsw,away, 118-120,41:01,   24pt 3rb 4as 1st 1bl 3to 6trey 9-19fg,24,3,4,1,1,3,6
"Augustin, D.J.",PG,35.6,"$5,000",orl,atl,away, 124-108,25:13,   14pt 3rb 10as 1st 1trey 6-9fg 1-2ft,14,3,10,1,0,0,1
"Thompson, Klay",SG,35.6,"$7,300",gsw,mia,home, 120-118,37:49,   29pt 3rb 2as 6trey 11-21fg 1-1ft,29,3,2,0,0,0,6
"Bogdanovic, Bogdan",SG,35.5,"$6,000",sac,pho,home, 117-104,26:35,   14pt 5rb 5as 3st 1bl 4to 5-10fg 4-6ft,14,5,5,3,1,4,0
"Wade, Dwyane",SG,34.7,"$5,700",mia,gsw,away, 118-120,28:56,   10pt 6rb 9as 1st 1bl 2to 5-14fg 0-3ft,10,6,9,1,1,2,0
"Fournier, Evan",SG,33.1,"$6,100",orl,atl,away, 124-108,33:41,   17pt 3rb 7as 1st 1to 1trey 6-12fg 4-4ft,17,3,7,1,0,1,1
"Hardaway Jr., Tim",SG,32.3,"$5,800",dal,por,home, 102-101,32:17,   24pt 4rb 3as 1to 2trey 9-18fg 4-5ft,24,4,3,0,0,1,2
"Hield, Buddy",SG,30.2,"$6,600",sac,pho,home, 117-104,25:52,   18pt 6rb 1st 1bl 1to 3trey 6-15fg 3-4ft,18,6,0,1,1,1,3
"McConnell, T.J.",PG,27.7,"$3,800",phi,lal,home, 143-120,18:48,   13pt 1rb 3as 3st 1trey 6-6fg,13,1,3,3,0,0,1
"Ross, Terrence",SG,27.2,"$5,700",orl,atl,away, 124-108,23:38,   18pt 6rb 2as 1to 2trey 4-12fg 8-8ft,18,6,2,0,0,1,2
"Young, Trae",PG,26.5,"$7,500",atl,orl,home, 108-124,26:05,   13pt 5rb 7as 3to 2trey 3-9fg 5-5ft,13,5,7,0,0,3,2
"Simmons, Ben",PG,26.1,"$8,900",phi,lal,home, 143-120,29:12,   8pt 3rb 7as 1st 1bl 2to 3-13fg 2-2ft,8,3,7,1,1,2,0
"McCollum, C.J.",SG,25.5,"$7,500",por,dal,away, 101-102,33:39,   14pt 5rb 5as 2to 6-17fg 2-2ft,14,5,5,0,0,2,0
"Butler, Jimmy",SG,24.3,"$8,800",phi,lal,home, 143-120,30:42,   15pt 4rb 3as 1trey 6-10fg 2-2ft,15,4,3,0,0,0,1
"Lin, Jeremy",PG,23.6,"$4,100",atl,orl,home, 108-124,21:55,   12pt 3rb 4as 1bl 1to 2trey 4-9fg 2-2ft,12,3,4,0,1,1,2
"Huerter, Kevin",SG,23.6,"$5,500",atl,orl,home, 108-124,28:20,   15pt 3rb 2as 1st 1to 2trey 6-11fg 1-2ft,15,3,2,1,0,1,2
"Johnson, Tyler",PG,20.5,"$4,500",pho,sac,away, 104-117,31:31,   9pt 5rb 3as 1st 2to 1trey 4-12fg,9,5,3,1,0,2,1
"Brunson, Jalen",PG,19.9,"$4,900",dal,por,home, 102-101,23:31,   5pt 2rb 7as 1st 1bl 4to 1trey 2-8fg,5,2,7,1,1,4,1
"Korkmaz, Furkan",SG,19.2,"$3,500",phi,lal,home, 143-120,16:34,   7pt 6rb 2as 1st 1to 1trey 3-5fg,7,6,2,1,0,1,1
"Ferrell, Yogi",PG,18.4,"$3,800",sac,pho,home, 117-104,14:48,   7pt 2rb 4as 1st 2trey 2-5fg 1-1ft,7,2,4,1,0,0,2
"Bazemore, Kent",SG,17,"$4,100",atl,orl,home, 108-124,16:09,   7pt 4as 2st 2to 3-6fg 1-2ft,7,0,4,2,0,2,0
"Bullock, Reggie",SG,16.7,"$5,100",lal,phi,away, 120-143,30:36,   2pt 1rb 3as 1st 2bl 1-5fg,2,1,3,1,2,0,0
"Caldwell-Pope, Kentavious",SG,16.1,"$3,600",lal,phi,away, 120-143,27:13,   6pt 3rb 1as 1st 1bl 1to 3-5fg,6,3,1,1,1,1,0
"Burke, Trey",PG,12.7,"$5,200",dal,por,home, 102-101,16:49,   8pt 1rb 1as 1st 1to 2trey 3-7fg,8,1,1,1,0,1,2
"Rondo, Rajon",PG,12.1,"$6,100",lal,phi,away, 120-143,15:43,   0pt 3rb 7as 2to 0-3fg,0,3,7,0,0,2,0
"Okobo, Elie",PG,12.1,"$3,500",pho,sac,away, 104-117,18:29,   6pt 3rb 3as 2to 2-7fg 2-2ft,6,3,3,0,0,2,0
"Livingston, Shaun",PG,11.6,"$3,500",gsw,mia,home, 120-118,15:47,   0pt 3rb 2as 2st 1to 0-2fg,0,3,2,2,0,1,0
"Anderson, Justin",SG,10.1,"$3,500",atl,orl,home, 108-124,9:18,   5pt 3rb 1as 2-4fg 1-1ft,5,3,1,0,0,0,0
"Cook, Quinn",PG,8.6,"$3,500",gsw,mia,home, 120-118,13:04,   2pt 3rb 2as 1-2fg,2,3,2,0,0,0,0
"Curry, Seth",PG,6,"$3,600",por,dal,away, 101-102,10:35,   4pt 1st 1to 2-5fg,4,0,0,1,0,1,0
"Briscoe, Isaiah",PG,4,"$3,500",orl,atl,away, 124-108,22:47,   2pt 2as 1to 1-8fg,2,0,2,0,0,1,0
"Burks, Alec",SG,3.6,"$4,500",sac,pho,home, 117-104,21:08,   0pt 3rb 0-1fg,0,3,0,0,0,0,0
"Grant, Jerian",PG,3,"$3,600",orl,atl,away, 124-108,3:27,   3pt 1trey 1-4fg,3,0,0,0,0,0,1
"Harris, Devin",PG,1.2,"$3,500",dal,por,home, 102-101,6:45,   1pt 1rb 1to 0-2fg 1-2ft,1,1,0,0,0,1,0
"Macon, Daryl",PG,0,"$3,500",dal,por,home, 102-101,DNP,   ,0,0,0,0,0,0,0
"Simons, Anfernee",SG,0,"$3,500",por,dal,away, 101-102,DNP,   ,0,0,0,0,0,0,0
"Robinson, Duncan",SG,0,"$3,500",mia,gsw,away, 118-120,DNP,   ,0,0,0,0,0,0,0
"Evans, Jawun",PG,0,"$3,500",pho,sac,away, 104-117,DNP,   ,0,0,0,0,0,0,0
"Hart, Josh",SG,0,"$3,800",lal,phi,away, 120-143,DNP,   ,0,0,0,0,0,0,0
"Daniels, Troy",SG,0,"$3,500",pho,sac,away, 104-117,DNP,   ,0,0,0,0,0,0,0
"Evans III, Jacob",SG,0,"$3,500",gsw,mia,home, 120-118,NA,   ,0,0,0,0,0,0,0
