Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Harden, James",SG,89.9,"$13,500",hou,uta,away, 125-98,39:42,   43pt 12rb 5as 6st 4bl 5to 4trey 12-22fg 15-15ft,43,12,5,6,4,5,4
"Walker, Kemba",PG,62.2,"$8,500",cha,chi,home, 125-118,36:37,   37pt 6rb 10as 1st 4trey 10-23fg 13-14ft,37,6,10,1,0,0,4
"Doncic, Luka",SG,58.2,"$9,000",dal,cle,away, 111-98,32:44,   35pt 11rb 6as 1st 2to 4trey 13-25fg 5-7ft,35,11,6,1,0,2,4
"Booker, Devin",SG,55.6,"$8,700",pho,atl,home, 112-118,42:44,   32pt 8rb 10as 1st 4to 4trey 13-27fg 2-3ft,32,8,10,1,0,4,4
"Williams, Louis",SG,54.1,"$7,400",lac,det,away, 111-101,34:47,   39pt 3rb 9as 2to 2trey 13-26fg 11-11ft,39,3,9,0,0,2,2
"Butler, Jimmy",SG,49.3,"$8,600",phi,sac,away, 108-115,38:56,   29pt 4rb 7as 2st 1to 4trey 11-18fg 3-3ft,29,4,7,2,0,1,4
"Hield, Buddy",SG,46.7,"$6,500",sac,phi,home, 115-108,35:29,   34pt 6rb 3as 1st 2to 7trey 12-21fg 3-4ft,34,6,3,1,0,2,7
"Jackson, Reggie",PG,44.9,"$5,900",det,lac,home, 101-111,36:23,   29pt 2rb 7as 1st 5trey 11-22fg 2-2ft,29,2,7,1,0,0,5
"Mitchell, Donovan",SG,44.7,"$8,800",uta,hou,home, 98-125,36:10,   26pt 6rb 9as 1st 5to 2trey 7-24fg 10-11ft,26,6,9,1,0,5,2
"Young, Trae",PG,43.4,"$7,400",atl,pho,away, 118-112,34:20,   27pt 7rb 8as 4to 4trey 9-21fg 5-7ft,27,7,8,0,0,4,4
"Morris, Monte",SG,42.4,"$4,700",den,min,away, 107-106,40:48,   17pt 7rb 10as 1st 1to 1trey 7-13fg 2-2ft,17,7,10,1,0,1,1
"Gilgeous-Alexander, Shai",PG,39.9,"$4,600",lac,det,away, 111-101,30:01,   14pt 7rb 5as 3st 1bl 2to 1trey 4-9fg 5-8ft,14,7,5,3,1,2,1
