Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Curry, Stephen",PG,52,"$9,100",gsw,uta,home, 115-108,36:10,   24pt 5rb 4as 4st 2bl 2to 5trey 8-19fg 3-3ft,24,5,4,4,2,2,5
"Bradley, Avery",SG,50.2,"$3,600",mem,sas,home, 107-108,37:54,   33pt 6rb 6as 1st 2to 3trey 15-21fg,33,6,6,1,0,2,3
"Young, Trae",PG,50.2,"$7,400",atl,lal,home, 117-113,38:02,   22pt 6rb 14as 1st 1bl 6to 3trey 6-19fg 7-9ft,22,6,14,1,1,6,3
"Holiday, Jrue",SG,37.6,"$9,500",nor,orl,home, 88-118,24:16,   16pt 3rb 6as 2st 1bl 1trey 7-15fg 1-1ft,16,3,6,2,1,0,1
"Mitchell, Donovan",SG,33.4,"$8,300",uta,gsw,away, 108-115,36:11,   25pt 7rb 2as 3to 3trey 10-29fg 2-3ft,25,7,2,0,0,3,3
"Thompson, Klay",SG,33.3,"$7,400",gsw,uta,home, 115-108,32:11,   22pt 4rb 1as 2bl 1to 3trey 9-14fg 1-2ft,22,4,1,0,2,1,3
"Butler, Jimmy",SG,33.3,"$8,200",phi,bos,home, 109-112,36:06,   22pt 9rb 1as 1to 1trey 7-12fg 7-10ft,22,9,1,0,0,1,1
"Fournier, Evan",SG,33.2,"$6,200",orl,nor,away, 118-88,34:42,   22pt 6rb 4as 2to 3trey 7-16fg 5-5ft,22,6,4,0,0,2,3
"Iguodala, Andre",SG,32.5,"$4,500",gsw,uta,home, 115-108,28:08,   13pt 5rb 3as 3st 3trey 5-6fg,13,5,3,3,0,0,3
"Simmons, Ben",PG,32.5,"$8,800",phi,bos,home, 109-112,34:59,   16pt 5rb 5as 2st 3to 7-9fg 2-7ft,16,5,5,2,0,3,0
"Briscoe, Isaiah",PG,31.2,"$3,500",orl,nor,away, 118-88,28:01,   3pt 6rb 8as 2st 1bl 1trey 1-4fg,3,6,8,2,1,0,1
"Rubio, Ricky",PG,30.8,"$6,300",uta,gsw,away, 108-115,31:34,   16pt 4rb 6as 1st 2to 1trey 7-17fg 1-1ft,16,4,6,1,0,2,1
"Mills, Patty",PG,30.7,"$4,400",sas,mem,away, 108-107,27:25,   22pt 1rb 3as 1st 6trey 7-12fg 2-2ft,22,1,3,1,0,0,6
"Bullock, Reggie",SG,30.5,"$4,600",lal,atl,away, 113-117,35:26,   15pt 5rb 1as 2st 1bl 1to 3trey 6-11fg,15,5,1,2,1,1,3
"DeRozan, DeMar",SG,28.7,"$8,100",sas,mem,away, 108-107,41:03,   12pt 6rb 5as 1st 1to 5-19fg 2-3ft,12,6,5,1,0,1,0
"Rondo, Rajon",PG,27.4,"$6,200",lal,atl,away, 113-117,33:34,   13pt 7rb 4as 1st 1bl 6to 2trey 5-10fg 1-3ft,13,7,4,1,1,6,2
"Wright, Delon",SG,26.6,"$4,500",mem,sas,home, 107-108,34:29,   4pt 8rb 6as 1st 1bl 2to 2-9fg,4,8,6,1,1,2,0
"Caldwell-Pope, Kentavious",SG,24.4,"$3,600",lal,atl,away, 113-117,25:06,   13pt 2rb 1st 2bl 3trey 5-11fg 0-1ft,13,2,0,1,2,0,3
"Forbes, Bryn",PG,23.9,"$4,100",sas,mem,away, 108-107,28:48,   9pt 2rb 3as 3st 1to 3-10fg 3-3ft,9,2,3,3,0,1,0
"Frazier, Tim",PG,23.3,"$4,600",nor,orl,home, 88-118,30:48,   10pt 4rb 7as 2to 4-8fg 2-2ft,10,4,7,0,0,2,0
"Bazemore, Kent",SG,22.5,"$4,300",atl,lal,home, 117-113,16:18,   5pt 5rb 3as 1st 2bl 2to 1trey 2-8fg,5,5,3,1,2,2,1
"Rozier, Terry",PG,22.3,"$7,200",bos,phi,away, 112-109,31:01,   5pt 4rb 5as 1st 1bl 1to 1trey 2-8fg,5,4,5,1,1,1,1
"Smart, Marcus",SG,19.3,"$5,400",bos,phi,away, 112-109,33:29,   8pt 4rb 3as 1st 1to 3-14fg 2-4ft,8,4,3,1,0,1,0
"Holiday, Justin",SG,15.8,"$5,300",mem,sas,home, 107-108,35:24,   11pt 4rb 2as 3to 1trey 5-11fg,11,4,2,0,0,3,1
"McConnell, T.J.",PG,15.5,"$4,000",phi,bos,home, 109-112,13:01,   9pt 3as 1st 1to 1trey 4-6fg,9,0,3,1,0,1,1
"Belinelli, Marco",SG,15.4,"$4,200",sas,mem,away, 108-107,28:12,   11pt 2rb 2as 1to 1trey 4-10fg 2-2ft,11,2,2,0,0,1,1
"Korver, Kyle",SG,15.3,"$3,600",uta,gsw,away, 108-115,18:41,   5pt 4rb 3as 1st 2to 1-3fg 3-3ft,5,4,3,1,0,2,0
"Augustin, D.J.",PG,15,"$5,400",orl,nor,away, 118-88,19:59,   2pt 5rb 6as 2to 1-3fg,2,5,6,0,0,2,0
"Huerter, Kevin",SG,14.2,"$5,600",atl,lal,home, 117-113,25:12,   5pt 1rb 2as 2st 1to 2-7fg 1-2ft,5,1,2,2,0,1,0
"Neto, Raul",PG,12,"$3,500",uta,gsw,away, 108-115,9:16,   10pt 2as 1to 3-4fg 4-6ft,10,0,2,0,0,1,0
"Brown, Jaylen",SG,11.2,"$5,200",bos,phi,away, 112-109,23:59,   7pt 1rb 2as 3-8fg 1-2ft,7,1,2,0,0,0,0
"Carter, Jevon",PG,10.5,"$3,500",mem,sas,home, 107-108,14:01,   3pt 1as 1st 1bl 1trey 1-6fg,3,0,1,1,1,0,1
"Ross, Terrence",SG,9.2,"$6,000",orl,nor,away, 118-88,17:52,   3pt 1rb 2as 1bl 1to 1trey 1-7fg,3,1,2,0,1,1,1
"Livingston, Shaun",PG,7.7,"$3,500",gsw,uta,home, 115-108,14:49,   2pt 1rb 1as 1bl 1-1fg,2,1,1,0,1,0,0
"Grant, Jerian",PG,6.5,"$3,500",orl,nor,away, 118-88,4:01,   2pt 1as 1st 1-1fg,2,0,1,1,0,0,0
"Jackson, Frank",PG,6.2,"$3,800",nor,orl,home, 88-118,12:24,   6pt 1rb 1to 2-7fg 2-3ft,6,1,0,0,0,1,0
"Korkmaz, Furkan",SG,5,"$3,600",phi,bos,home, 109-112,10:46,   2pt 2as 1-3fg,2,0,2,0,0,0,0
"Cook, Quinn",PG,4.7,"$3,500",gsw,uta,home, 115-108,5:02,   2pt 1rb 1as 1-2fg,2,1,1,0,0,0,0
"Allen, Grayson",SG,0,"$3,500",uta,gsw,away, 108-115,DNP,   ,0,0,0,0,0,0,0
"Clark, Ian",SG,0,"$3,500",nor,orl,home, 88-118,DNP,   ,0,0,0,0,0,0,0
"Anderson, Justin",SG,0,"$3,500",atl,lal,home, 117-113,DNP,   ,0,0,0,0,0,0,0
"Walker, Lonnie",SG,0,"$3,500",sas,mem,away, 108-107,DNP,   ,0,0,0,0,0,0,0
"Pondexter, Quincy",SG,0,"$3,500",sas,mem,away, 108-107,DNP,   ,0,0,0,0,0,0,0
"Dorsey, Tyler",SG,0,"$3,500",mem,sas,home, 107-108,DNP,   ,0,0,0,0,0,0,0
"Conley, Mike",PG,0,"$8,700",mem,sas,home, 107-108,DNP,   ,0,0,0,0,0,0,0
"Hart, Josh",SG,0,"$3,800",lal,atl,away, 113-117,DNP,   ,0,0,0,0,0,0,0
"Lee, Damion",SG,0,"$3,500",gsw,uta,home, 115-108,DNP,   ,0,0,0,0,0,0,0
"Evans III, Jacob",SG,0,"$3,500",gsw,uta,home, 115-108,NA,   ,0,0,0,0,0,0,0
"Payton, Elfrid",PG,0,"$5,800",nor,orl,home, 88-118,NA,   ,0,0,0,0,0,0,0
"Irving, Kyrie",PG,0,"$10,200",bos,phi,away, 112-109,NA,   ,0,0,0,0,0,0,0
"Murray, Dejounte",PG,0,"$3,500",sas,mem,away, 108-107,NA,   ,0,0,0,0,0,0,0
"Milton, Shake",SG,0,"$3,500",phi,bos,home, 109-112,NA,   ,0,0,0,0,0,0,0
"White, Derrick",PG,0,"$6,100",sas,mem,away, 108-107,NA,   ,0,0,0,0,0,0,0
"Brooks, Dillon",SG,0,"$3,800",mem,sas,home, 107-108,NA,   ,0,0,0,0,0,0,0
"Fultz, Markelle",SG,0,"$3,500",orl,nor,away, 118-88,NA,   ,0,0,0,0,0,0,0
"Caruso, Alex",PG,0,"$3,500",lal,atl,away, 113-117,NA,   ,0,0,0,0,0,0,0
"Ball, Lonzo",PG,0,"$7,500",lal,atl,away, 113-117,NA,   ,0,0,0,0,0,0,0
"Exum, Dante",PG,0,"$3,500",uta,gsw,away, 108-115,NA,   ,0,0,0,0,0,0,0
"Adams, Jaylen",SG,0,"$3,500",atl,lal,home, 117-113,NA,   ,0,0,0,0,0,0,0
"Mitrou-Long, Nazareth",SG,0,"$3,500",uta,gsw,away, 108-115,NA,   ,0,0,0,0,0,0,0
"Hunter, R.J.",SG,0,"$3,500",bos,phi,away, 112-109,NA,   ,0,0,0,0,0,0,0
"Smith, Zhaire",SG,0,"$3,500",phi,bos,home, 109-112,NA,   ,0,0,0,0,0,0,0
"Bluiett, Trevon",SG,0,"$3,500",nor,orl,home, 88-118,NA,   ,0,0,0,0,0,0,0
"Caupain, Troy",PG,0,"$3,500",orl,nor,away, 118-88,NA,   ,0,0,0,0,0,0,0
"James, LeBron",SF,75.2,"$11,200",lal,atl,away, 113-117,43:03,   28pt 11rb 16as 3st 1bl 2to 3trey 8-20fg 9-11ft,28,11,16,3,1,2,3
"Aldridge, LaMarcus",PF,49.2,"$8,200",sas,mem,away, 108-107,35:07,   22pt 11rb 2as 4bl 1to 8-15fg 6-10ft,22,11,2,0,4,1,0
"Tatum, Jayson",PF,44.5,"$7,200",bos,phi,away, 112-109,34:50,   20pt 10rb 1as 2st 2bl 1to 1trey 7-15fg 5-5ft,20,10,1,2,2,1,1
"Gay, Rudy",SF,43.4,"$5,900",sas,mem,away, 108-107,34:35,   15pt 12rb 8as 1bl 1to 2trey 4-11fg 5-6ft,15,12,8,0,1,1,2
"Durant, Kevin",SF,40.9,"$9,900",gsw,uta,home, 115-108,37:08,   28pt 2rb 7as 1trey 11-19fg 5-7ft,28,2,7,0,0,0,1
"Isaac, Jonathan",SF,37.9,"$6,400",orl,nor,away, 118-88,28:55,   20pt 7rb 1as 3bl 1to 2trey 7-18fg 4-4ft,20,7,1,0,3,1,2
"Hayward, Gordon",SF,36.3,"$5,300",bos,phi,away, 112-109,28:23,   26pt 4rb 3as 1st 2to 6trey 8-11fg 4-4ft,26,4,3,1,0,2,6
