Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Bledsoe, Eric",PG,58.9,"$6,800",mil,sac,away, 141-140,35:37,   26pt 12rb 13as 1st 4to 4trey 11-20fg,26,12,13,1,0,4,4
"Young, Trae",PG,57.6,"$8,400",atl,min,home, 131-123,43:17,   36pt 8rb 10as 3to 2trey 9-22fg 16-17ft,36,8,10,0,0,3,2
"Bogdanovic, Bogdan",SG,57.6,"$5,700",sac,mil,home, 140-141,43:07,   28pt 8rb 8as 2st 1bl 1to 5trey 10-22fg 3-4ft,28,8,8,2,1,1,5
"Walker, Kemba",PG,54.8,"$8,800",cha,hou,home, 113-118,36:57,   35pt 4rb 4as 5st 6to 4trey 12-22fg 7-8ft,35,4,4,5,0,6,4
"Lillard, Damian",PG,52.4,"$9,000",por,bos,away, 97-92,37:17,   33pt 7rb 4as 2st 1to 3trey 13-28fg 4-4ft,33,7,4,2,0,1,3
"Harden, James",SG,52.1,"$12,000",hou,cha,away, 118-113,35:45,   30pt 3rb 7as 2st 1bl 1to 1trey 10-29fg 9-9ft,30,3,7,2,1,1,1
"Hield, Buddy",SG,51.7,"$6,900",sac,mil,home, 140-141,40:32,   32pt 6rb 3as 3st 1to 3trey 10-29fg 9-9ft,32,6,3,3,0,1,3
"Thompson, Klay",SG,48.9,"$7,200",gsw,mia,away, 125-126,37:19,   36pt 2rb 1as 3st 7trey 14-23fg 1-1ft,36,2,1,3,0,0,7
"DeRozan, DeMar",SG,48.6,"$8,400",sas,det,home, 105-93,36:38,   17pt 13rb 8as 2st 2to 7-13fg 3-6ft,17,13,8,2,0,2,0
"Lamb, Jeremy",SG,47.8,"$5,900",cha,hou,home, 113-118,31:59,   18pt 14rb 6as 1st 1bl 2to 2trey 5-15fg 6-6ft,18,14,6,1,1,2,2
"Rondo, Rajon",PG,47.4,"$4,300",lal,nor,home, 125-119,37:29,   11pt 7rb 16as 2st 2to 1trey 5-15fg,11,7,16,2,0,2,1
"LaVine, Zach",SG,45,"$8,000",chi,mem,away, 109-107,34:30,   30pt 5rb 4as 1st 1bl 3to 2trey 12-19fg 4-4ft,30,5,4,1,1,3,2
"Beal, Bradley",SG,44.4,"$9,900",was,bkn,away, 125-116,39:42,   31pt 2rb 4as 2st 2bl 7to 3trey 12-22fg 4-4ft,31,2,4,2,2,7,3
"Bradley, Avery",SG,43.9,"$4,500",mem,chi,home, 107-109,37:38,   23pt 7rb 7as 1st 1to 3trey 7-18fg 6-6ft,23,7,7,1,0,1,3
"Wade, Dwyane",SG,42.9,"$6,200",mia,gsw,home, 126-125,25:45,   25pt 7rb 3as 1st 2bl 4to 5trey 10-17fg,25,7,3,1,2,4,5
"Conley, Mike",PG,42.8,"$7,800",mem,chi,home, 107-109,35:22,   21pt 4rb 6as 2st 2bl 4to 3trey 7-21fg 4-4ft,21,4,6,2,2,4,3
"Brunson, Jalen",PG,42.1,"$3,700",dal,ind,home, 110-101,33:56,   24pt 3rb 5as 3st 2to 3trey 9-14fg 3-5ft,24,3,5,3,0,2,3
"Doncic, Luka",SG,41.5,"$9,800",dal,ind,home, 110-101,31:43,   26pt 10rb 7as 7to 3trey 9-16fg 5-7ft,26,10,7,0,0,7,3
"Middleton, Khris",SG,40.7,"$6,900",mil,sac,away, 141-140,37:11,   21pt 6rb 7as 2st 4to 1trey 8-20fg 4-7ft,21,6,7,2,0,4,1
"Irving, Kyrie",PG,40.5,"$9,800",bos,por,home, 92-97,35:05,   31pt 5rb 3as 1bl 4to 3trey 14-24fg,31,5,3,0,1,4,3
"Russell, D'Angelo",SG,40.1,"$9,100",bkn,was,home, 116-125,28:47,   28pt 3rb 7as 1st 5to 1trey 9-16fg 9-10ft,28,3,7,1,0,5,1
"Mitchell, Donovan",SG,39.8,"$9,000",uta,lac,home, 111-105,35:33,   32pt 4rb 4as 1bl 6to 3trey 10-22fg 9-12ft,32,4,4,0,1,6,3
"Fox, De'Aaron",PG,39.7,"$7,700",sac,mil,home, 140-141,37:37,   17pt 6rb 9as 1bl 1to 6-13fg 5-5ft,17,6,9,0,1,1,0
"Holiday, Jrue",SG,39.4,"$9,200",nor,lal,away, 119-125,35:53,   19pt 7rb 10as 3to 1trey 8-19fg 2-3ft,19,7,10,0,0,3,1
"Beverley, Patrick",PG,38.5,"$5,600",lac,uta,away, 105-111,36:13,   12pt 10rb 3as 3st 1bl 2to 2trey 5-10fg,12,10,3,3,1,2,2
"White, Derrick",PG,37.2,"$5,700",sas,det,home, 105-93,29:05,   15pt 6rb 4as 1st 2bl 1trey 7-12fg,15,6,4,1,2,0,1
"Paul, Chris",PG,36.8,"$8,700",hou,cha,away, 118-113,32:13,   17pt 4rb 10as 2st 6to 2trey 7-13fg 1-2ft,17,4,10,2,0,6,2
