Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Doncic, Luka",SG,49,"$9,500",dal,lac,away, 112-121,32:40,   28pt 10rb 10as 1bl 9to 4trey 7-12fg 10-12ft,28,10,10,0,1,9,4
"Williams, Louis",SG,48.6,"$7,800",lac,dal,home, 121-112,33:40,   21pt 3rb 10as 3st 2trey 7-23fg 5-6ft,21,3,10,3,0,0,2
"Holiday, Jrue",SG,47.5,"$9,100",nor,phi,home, 110-111,34:19,   22pt 5rb 7as 3st 1bl 3to 2trey 7-16fg 6-7ft,22,5,7,3,1,3,2
"Lamb, Jeremy",SG,46.5,"$5,300",cha,gsw,home, 110-121,31:13,   16pt 5rb 7as 4st 1bl 1to 5-13fg 6-8ft,16,5,7,4,1,1,0
"McCollum, C.J.",SG,46.4,"$7,000",por,cle,away, 123-110,35:54,   35pt 7rb 2as 1st 3to 7trey 12-18fg 4-6ft,35,7,2,1,0,3,7
"Russell, D'Angelo",SG,46.4,"$9,100",bkn,sas,home, 101-85,35:32,   23pt 7rb 8as 1st 1bl 3to 5trey 9-19fg,23,7,8,1,1,3,5
"Young, Trae",PG,45.2,"$8,200",atl,hou,away, 111-119,40:41,   36pt 1rb 8as 4to 8trey 12-23fg 4-4ft,36,1,8,0,0,4,8
"Beverley, Patrick",PG,43.1,"$5,500",lac,dal,home, 121-112,38:55,   17pt 8rb 9as 1st 5trey 5-13fg 2-4ft,17,8,9,1,0,0,5
"Paul, Chris",PG,41.2,"$8,400",hou,atl,home, 119-111,35:15,   20pt 6rb 8as 1st 1to 3trey 5-10fg 7-7ft,20,6,8,1,0,1,3
"Conley, Mike",PG,40.9,"$7,600",mem,lal,home, 110-105,32:17,   30pt 2rb 5as 1st 2to 3trey 10-17fg 7-8ft,30,2,5,1,0,2,3
"Lillard, Damian",PG,39.8,"$10,100",por,cle,away, 123-110,37:20,   21pt 4rb 8as 2bl 4to 3trey 6-13fg 6-6ft,21,4,8,0,2,4,3
"Jones, Tyus",PG,39.2,"$4,500",min,sac,home, 112-105,31:22,   16pt 1rb 8as 3st 1bl 2to 1trey 6-10fg 3-4ft,16,1,8,3,1,2,1
"Curry, Stephen",PG,39,"$9,600",gsw,cha,away, 121-110,35:03,   16pt 5rb 6as 4st 4to 4trey 5-18fg 2-3ft,16,5,6,4,0,4,4
"LaVine, Zach",SG,38.1,"$8,000",chi,mil,home, 106-117,36:29,   11pt 8rb 9as 2bl 2to 2trey 4-13fg 1-3ft,11,8,9,0,2,2,2
"Harden, James",SG,37,"$12,500",hou,atl,home, 119-111,35:35,   28pt 5rb 4as 1st 6to 7-21fg 14-16ft,28,5,4,1,0,6,0
"Payton, Elfrid",PG,36.8,"$5,700",nor,phi,home, 110-111,30:17,   10pt 4rb 14as 1st 2to 5-13fg,10,4,14,1,0,2,0
"Butler, Jimmy",SG,35.9,"$8,600",phi,nor,away, 111-110,34:59,   11pt 7rb 7as 2st 1bl 3to 5-16fg 1-2ft,11,7,7,2,1,3,0
"Wade, Dwyane",SG,35.1,"$6,000",mia,pho,home, 121-124,30:00,   13pt 3rb 5as 3st 2bl 4to 5-14fg 3-5ft,13,3,5,3,2,4,0
"Collison, Darren",PG,35.1,"$6,300",ind,det,away, 109-113,29:50,   21pt 3rb 5as 2st 3to 3trey 7-13fg 4-4ft,21,3,5,2,0,3,3
"LeVert, Caris",SG,34.5,"$5,700",bkn,sas,home, 101-85,26:40,   15pt 5rb 7as 1bl 2trey 5-14fg 3-3ft,15,5,7,0,1,0,2
"Simmons, Ben",PG,34.4,"$9,000",phi,nor,away, 111-110,34:05,   14pt 12rb 2as 1st 1bl 3to 7-16fg,14,12,2,1,1,3,0
"Booker, Devin",SG,34.3,"$8,700",pho,mia,away, 124-121,32:49,   20pt 4rb 9as 4to 3trey 6-16fg 5-5ft,20,4,9,0,0,4,3
