Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Irving, Kyrie",PG,62,"$9,600",bos,chi,away, 116-126,40:39,   37pt 5rb 10as 1st 1bl 2to 3trey 14-24fg 6-6ft,37,5,10,1,1,2,3
"Westbrook, Russell",PG,58,"$11,900",okc,sac,home, 116-119,35:19,   41pt 10rb 4as 1st 1bl 7to 5trey 15-30fg 6-8ft,41,10,4,1,1,7,5
"Russell, D'Angelo",SG,56.7,"$9,100",bkn,cha,away, 117-115,35:26,   40pt 1rb 7as 2st 1bl 4to 6trey 14-31fg 6-6ft,40,1,7,2,1,4,6
"Paul, Chris",PG,55.5,"$8,000",hou,gsw,away, 118-112,36:02,   23pt 5rb 17as 2st 5to 4trey 7-18fg 5-5ft,23,5,17,2,0,5,4
"Beal, Bradley",SG,51.6,"$9,800",was,ind,home, 112-119,41:01,   35pt 3rb 6as 2st 2to 3trey 12-22fg 8-8ft,35,3,6,2,0,2,3
"LaVine, Zach",SG,50.2,"$7,900",chi,bos,home, 126-116,38:53,   42pt 6rb 4as 5to 5trey 17-29fg 3-3ft,42,6,4,0,0,5,5
"Johnson, Tyler",PG,50,"$4,700",pho,atl,away, 112-120,34:34,   29pt 5rb 4as 2st 1bl 4trey 10-16fg 5-6ft,29,5,4,2,1,0,4
"Curry, Stephen",PG,49.3,"$9,500",gsw,hou,home, 112-118,35:42,   25pt 9rb 7as 1st 1bl 3to 5trey 9-18fg 2-2ft,25,9,7,1,1,3,5
"Holiday, Jrue",SG,49.1,"$8,900",nor,lal,home, 128-115,33:00,   27pt 3rb 7as 3st 1to 5trey 10-18fg 2-3ft,27,3,7,3,0,1,5
"Hield, Buddy",SG,49,"$6,300",sac,okc,away, 119-116,35:50,   34pt 5rb 4as 1st 1bl 3to 3trey 12-22fg 7-9ft,34,5,4,1,1,3,3
"Simmons, Ben",PG,48.4,"$8,800",phi,por,home, 115-130,36:04,   29pt 7rb 10as 4to 11-17fg 7-8ft,29,7,10,0,0,4,0
"Booker, Devin",SG,47.4,"$8,200",pho,atl,away, 112-120,36:06,   26pt 7rb 8as 1bl 2to 2trey 8-23fg 8-8ft,26,7,8,0,1,2,2
