Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Diallo, Hamidou",SG,7.2,"$3,500",okc,mia,away, 118-102,2:44,   1pt 1rb 2st 1to 0-2fg 1-2ft,1,1,0,2,0,1,0
"Allen, Grayson",SG,3,"$3,500",uta,atl,home, 128-112,8:15,   0pt 1bl 0-3fg,0,0,0,0,1,0,0
"Ferguson, Terrance",SG,3,"$4,500",okc,mia,away, 118-102,22:56,   0pt 1st 0-1fg,0,0,0,1,0,0,0
"Ellington, Wayne",SG,3,"$4,300",mia,okc,home, 102-118,4:18,   3pt 1trey 1-1fg,3,0,0,0,0,0,1
"Mitrou-Long, Nazareth",SG,1.2,"$3,500",uta,atl,home, 128-112,1:35,   0pt 1rb 0-1fg,0,1,0,0,0,0,0
"Dorsey, Tyler",SG,1,"$3,500",atl,uta,away, 112-128,1:35,   1pt 1-2ft,1,0,0,0,0,0,0
"McGruder, Rodney",SG,1,"$3,700",mia,okc,home, 102-118,4:18,   2pt 1to 1-3fg,2,0,0,0,0,1,0
"Hamilton, Daniel",SG,0.2,"$3,500",atl,uta,away, 112-128,1:35,   0pt 1rb 1to 0-1fg,0,1,0,0,0,1,0
"Abrines, Alex",SG,0,"$3,500",okc,mia,away, 118-102,9:21,   0pt 0-2fg,0,0,0,0,0,0,0
"Temple, Garrett",SG,0,"$3,900",mem,cha,away, 92-100,DNP,   ,0,0,0,0,0,0,0
"Graham, Devonte'",PG,0,"$3,700",cha,mem,home, 100-92,DNP,   ,0,0,0,0,0,0,0
"Knight, Brandon",PG,0,"$3,500",hou,den,away, 122-136,DNP,   ,0,0,0,0,0,0,0
"Wanamaker, Brad",PG,0,"$3,500",bos,nyk,away, 113-99,DNP,   ,0,0,0,0,0,0,0
"Chealey, Joe",PG,0,"$3,500",cha,mem,home, 100-92,NA,   ,0,0,0,0,0,0,0
"Ntilikina, Frank",PG,0,"$4,200",nyk,bos,home, 99-113,NA,   ,0,0,0,0,0,0,0
"Robinson, Duncan",SG,0,"$3,500",mia,okc,home, 102-118,NA,   ,0,0,0,0,0,0,0
"Dozier, PJ",SG,0,"$3,500",bos,nyk,away, 113-99,NA,   ,0,0,0,0,0,0,0
"Brooks, Dillon",SG,0,"$3,800",mem,cha,away, 92-100,NA,   ,0,0,0,0,0,0,0
"Burton, Deonte",SG,0,"$3,500",okc,mia,away, 118-102,NA,   ,0,0,0,0,0,0,0
"Dragic, Goran",PG,0,"$5,700",mia,okc,home, 102-118,NA,   ,0,0,0,0,0,0,0
"Roberson, Andre",SG,0,"$3,500",okc,mia,away, 118-102,NA,   ,0,0,0,0,0,0,0
"Neto, Raul",PG,0,"$3,600",uta,atl,home, 128-112,NA,   ,0,0,0,0,0,0,0
"Anderson, Justin",SG,0,"$3,500",atl,uta,away, 112-128,NA,   ,0,0,0,0,0,0,0
"Matthews, Wes",SG,0,"$4,100",nyk,bos,home, 99-113,NA,   ,0,0,0,0,0,0,0
"Macura, J.P.",SG,0,"$3,500",cha,mem,home, 100-92,NA,   ,0,0,0,0,0,0,0
"Mudiay, Emmanuel",PG,0,"$6,100",nyk,bos,home, 99-113,NA,   ,0,0,0,0,0,0,0
"Exum, Dante",PG,0,"$3,500",uta,atl,home, 128-112,NA,   ,0,0,0,0,0,0,0
"Murray, Jamal",PG,0,"$7,000",den,hou,home, 136-122,NA,   ,0,0,0,0,0,0,0
"Thomas, Isaiah",PG,0,"$3,500",den,hou,home, 136-122,NA,   ,0,0,0,0,0,0,0
"Adams, Jaylen",SG,0,"$3,500",atl,uta,away, 112-128,NA,   ,0,0,0,0,0,0,0
"Bird, Jabari",SG,0,"$3,500",bos,nyk,away, 113-99,NA,   ,0,0,0,0,0,0,0
"Conley, Mike",PG,0,"$8,500",mem,cha,away, 92-100,NA,   ,0,0,0,0,0,0,0
"Hunter, R.J.",SG,0,"$3,500",bos,nyk,away, 113-99,NA,   ,0,0,0,0,0,0,0
"Smith Jr., Dennis",PG,0,"$6,500",nyk,bos,home, 99-113,NA,   ,0,0,0,0,0,0,0
"George, Paul",SF,62.9,"$11,400",okc,mia,away, 118-102,35:27,   43pt 7rb 5as 2st 2to 10trey 14-23fg 5-6ft,43,7,5,2,0,2,10
"Favors, Derrick",PF,36.4,"$5,300",uta,atl,home, 128-112,26:38,   14pt 7rb 4as 1st 2bl 1to 6-8fg 2-2ft,14,7,4,1,2,1,0
"Ingles, Joe",SF,35.9,"$5,800",uta,atl,home, 128-112,32:26,   19pt 7rb 5as 1bl 2to 3trey 7-12fg 2-2ft,19,7,5,0,1,2,3
"Batum, Nicolas",SF,34.5,"$5,100",cha,mem,home, 100-92,35:02,   7pt 10rb 3as 2st 2bl 1to 1trey 2-4fg 2-2ft,7,10,3,2,2,1,1
"Olynyk, Kelly",PF,32.4,"$3,500",mia,okc,home, 102-118,30:49,   21pt 7rb 2as 1bl 3to 4trey 8-12fg 1-1ft,21,7,2,0,1,3,4
"Richardson, Josh",SF,32.3,"$6,500",mia,okc,home, 102-118,33:45,   18pt 4rb 3as 2st 1to 2trey 7-18fg 2-2ft,18,4,3,2,0,1,2
"Knox, Kevin",SF,32,"$5,000",nyk,bos,home, 99-113,40:14,   21pt 5rb 2as 1st 1to 2trey 9-21fg 1-1ft,21,5,2,1,0,1,2
"Morris, Marcus",PF,31.5,"$5,500",bos,nyk,away, 113-99,29:39,   18pt 5rb 1as 2st 4trey 7-14fg,18,5,1,2,0,0,4
"Faried, Kenneth",PF,30.7,"$7,900",hou,den,away, 122-136,30:40,   23pt 6rb 1as 1to 9-13fg 5-6ft,23,6,1,0,0,1,0
"Vonleh, Noah",PF,28.7,"$5,500",nyk,bos,home, 99-113,30:43,   7pt 11rb 7as 2to 2-9fg 3-3ft,7,11,7,0,0,2,0
"Collins, John",PF,28.3,"$7,200",atl,uta,away, 112-128,27:02,   19pt 4rb 1as 1st 1bl 3to 8-16fg 3-4ft,19,4,1,1,1,3,0
"Hayward, Gordon",SF,26.6,"$5,300",bos,nyk,away, 113-99,21:03,   14pt 3rb 2as 2bl 2trey 5-8fg 2-2ft,14,3,2,0,2,0,2
"Tatum, Jayson",PF,26.5,"$6,600",bos,nyk,away, 113-99,25:38,   13pt 5rb 3as 1bl 1trey 6-15fg,13,5,3,0,1,0,1
"Rabb, Ivan",PF,26,"$3,600",mem,cha,away, 92-100,27:43,   15pt 5rb 2as 1st 1to 7-11fg 1-3ft,15,5,2,1,0,1,0
"Millsap, Paul",PF,25.2,"$5,400",den,hou,home, 136-122,28:02,   10pt 1rb 6as 1st 1bl 1to 2trey 4-6fg,10,1,6,1,1,1,2
"Crowder, Jae",SF,25.1,"$4,500",uta,atl,home, 128-112,30:07,   13pt 8rb 1as 1st 2to 3trey 5-12fg,13,8,1,1,0,2,3
"Adebayo, Bam",PF,23.8,"$4,400",mia,okc,home, 102-118,24:51,   10pt 9rb 2as 4-5fg 2-3ft,10,9,2,0,0,0,0
"Williams, Marvin",PF,23.8,"$5,000",cha,mem,home, 100-92,33:22,   16pt 4rb 1st 3trey 5-10fg 3-4ft,16,4,0,1,0,0,3
"Tucker, P.J.",PF,23,"$4,800",hou,den,away, 122-136,33:55,   5pt 5rb 2as 3st 1trey 2-6fg,5,5,2,3,0,0,1
"Barton, Will",SF,21.8,"$6,500",den,hou,home, 136-122,24:12,   7pt 4rb 6as 1bl 2to 1trey 3-7fg,7,4,6,0,1,2,1
"Kidd-Gilchrist, Michael",SF,20.8,"$3,900",cha,mem,home, 100-92,24:49,   10pt 4rb 1st 1bl 3-6fg 4-4ft,10,4,0,1,1,0,0
"Winslow, Justise",SF,19.9,"$6,600",mia,okc,home, 102-118,31:04,   10pt 2rb 5as 2trey 4-11fg,10,2,5,0,0,0,2
"Grant, Jerami",PF,19.9,"$6,000",okc,mia,away, 118-102,29:11,   8pt 7rb 1as 1st 1to 1trey 3-10fg 1-1ft,8,7,1,1,0,1,1
"Bembry, DeAndre",SF,19.6,"$4,000",atl,uta,away, 112-128,23:58,   6pt 8rb 2as 1st 2to 2-7fg 2-2ft,6,8,2,1,0,2,0
"Caboclo, Bruno",SF,17.3,"$3,900",mem,cha,away, 92-100,22:58,   7pt 4rb 1as 1st 1bl 2to 1-7fg 5-5ft,7,4,1,1,1,2,0
"Johnson, James",PF,15.6,"$3,800",mia,okc,home, 102-118,20:26,   8pt 3rb 4as 2to 1trey 3-7fg 1-1ft,8,3,4,0,0,2,1
"Spellman, Omari",PF,15.4,"$3,500",atl,uta,away, 112-128,18:44,   7pt 2rb 1st 1bl 1trey 3-10fg,7,2,0,1,1,0,1
"Hezonja, Mario",SF,14.6,"$4,400",nyk,bos,home, 99-113,22:16,   10pt 3rb 2as 2to 4-8fg 2-2ft,10,3,2,0,0,2,0
"Hartenstein, Isaiah",PF,13.6,"$3,500",hou,den,away, 122-136,8:05,   4pt 3rb 1st 1bl 2-4fg,4,3,0,1,1,0,0
"Kornet, Luke",PF,13.4,"$5,500",nyk,bos,home, 99-113,16:31,   9pt 2rb 1st 1to 1trey 4-9fg,9,2,0,1,0,1,1
"Green, Gerald",SF,12.9,"$3,500",hou,den,away, 122-136,24:30,   7pt 2rb 1as 1bl 1to 1trey 3-7fg,7,2,1,0,1,1,1
"Green, JaMychal",PF,12.6,"$3,600",mem,cha,away, 92-100,19:51,   10pt 3rb 1to 2trey 3-6fg 2-2ft,10,3,0,0,0,1,2
"Prince, Taurean",SF,11.9,"$5,000",atl,uta,away, 112-128,22:30,   9pt 2rb 1as 1to 1trey 3-6fg 2-2ft,9,2,1,0,0,1,1
"Ennis, James",SF,11.4,"$3,800",hou,den,away, 122-136,24:31,   9pt 2rb 1trey 3-5fg 2-2ft,9,2,0,0,0,0,1
"Niang, Georges",PF,9.6,"$3,500",uta,atl,home, 128-112,7:53,   6pt 3rb 2trey 2-3fg,6,3,0,0,0,0,2
"Nader, Abdel",SF,8.5,"$3,500",okc,mia,away, 118-102,14:59,   2pt 5rb 1as 1to 0-5fg 2-2ft,2,5,1,0,0,1,0
"Patterson, Patrick",PF,6.4,"$3,500",okc,mia,away, 118-102,16:05,   5pt 2rb 1to 1trey 2-4fg,5,2,0,0,0,1,1
"Lyles, Trey",PF,5.7,"$3,500",den,hou,home, 136-122,17:21,   3pt 1rb 1as 1-6fg 1-2ft,3,1,1,0,0,0,0
"Washburn, Julian",SF,4.8,"$3,500",mem,cha,away, 92-100,16:19,   0pt 4rb 0-2fg,0,4,0,0,0,0,0
