Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Westbrook, Russell",PG,45.3,"$12,200",okc,den,away, 112-121,35:33,   22pt 14rb 9as 7to 2trey 8-14fg 4-8ft,22,14,9,0,0,7,2
"Fournier, Evan",SG,38,"$6,000",orl,nyk,away, 103-108,36:59,   15pt 5rb 8as 3st 4to 6-16fg 3-4ft,15,5,8,3,0,4,0
"Trier, Allonzo",SG,35,"$3,700",nyk,orl,home, 108-103,21:12,   18pt 5rb 2as 3st 1to 1trey 4-5fg 9-10ft,18,5,2,3,0,1,1
"Brown, Jaylen",SG,34.6,"$4,900",bos,tor,away, 95-118,22:11,   10pt 8rb 4as 4st 3to 3-8fg 4-5ft,10,8,4,4,0,3,0
"Murray, Jamal",PG,32.5,"$6,800",den,okc,home, 121-112,32:49,   20pt 5rb 5as 1to 4trey 8-15fg,20,5,5,0,0,1,4
"Mudiay, Emmanuel",PG,31.1,"$5,500",nyk,orl,home, 108-103,31:30,   19pt 8rb 3as 2to 8-18fg 3-5ft,19,8,3,0,0,2,0
"Lowry, Kyle",PG,30.7,"$8,000",tor,bos,home, 118-95,35:20,   7pt 6rb 11as 1st 3to 1trey 2-6fg 2-4ft,7,6,11,1,0,3,1
"Schroder, Dennis",SG,29.5,"$5,200",okc,den,away, 112-121,32:20,   11pt 5rb 7as 1st 1to 1trey 5-17fg,11,5,7,1,0,1,1
"Augustin, D.J.",PG,28,"$4,800",orl,nyk,away, 103-108,29:36,   13pt 5rb 6as 1st 3to 3trey 5-10fg,13,5,6,1,0,3,3
"Irving, Kyrie",PG,21.3,"$9,700",bos,tor,away, 95-118,27:50,   7pt 4rb 5as 1st 1to 1trey 3-10fg,7,4,5,1,0,1,1
"Rozier, Terry",PG,19.9,"$6,400",bos,tor,away, 95-118,22:15,   11pt 2rb 3as 1bl 1to 1trey 3-8fg 4-4ft,11,2,3,0,1,1,1
"Smith Jr., Dennis",PG,19.9,"$7,400",nyk,orl,home, 108-103,21:21,   9pt 2rb 3as 1st 1bl 2to 1trey 3-10fg 2-3ft,9,2,3,1,1,2,1
"Lin, Jeremy",PG,18.7,"$4,400",tor,bos,home, 118-95,24:56,   8pt 6rb 3as 1to 3-9fg 2-2ft,8,6,3,0,0,1,0
"Beasley, Malik",SG,17.8,"$4,500",den,okc,home, 121-112,25:22,   8pt 4rb 2as 1st 1to 2trey 3-6fg,8,4,2,1,0,1,2
"Craig, Torrey",SG,17.6,"$3,500",den,okc,home, 121-112,12:12,   0pt 3rb 2as 2st 2bl 1to 0-3fg,0,3,2,2,2,1,0
"Green, Danny",SG,15.6,"$4,500",tor,bos,home, 118-95,13:42,   6pt 3rb 2as 1st 2trey 2-7fg,6,3,2,1,0,0,2
"Dotson, Damyean",SG,12.9,"$5,400",nyk,orl,home, 108-103,16:52,   6pt 2rb 1as 1st 1trey 2-7fg 1-1ft,6,2,1,1,0,0,1
"McCaw, Patrick",SG,12.9,"$3,700",tor,bos,home, 118-95,12:31,   6pt 2rb 1as 1st 2-7fg 2-2ft,6,2,1,1,0,0,0
"Smart, Marcus",SG,12.8,"$5,100",bos,tor,away, 95-118,23:37,   5pt 4rb 2as 1st 3to 1trey 1-5fg 2-2ft,5,4,2,1,0,3,1
"Morris, Monte",SG,12.3,"$4,700",den,okc,home, 121-112,15:11,   4pt 4rb 1as 1st 1to 2-6fg,4,4,1,1,0,1,0
"Thomas, Isaiah",PG,10.7,"$3,900",den,okc,home, 121-112,15:04,   11pt 1rb 1as 3to 2trey 3-5fg 3-6ft,11,1,1,0,0,3,2
"Meeks, Jodie",SG,8.9,"$3,500",tor,bos,home, 118-95,7:09,   5pt 2rb 1as 1trey 2-4fg,5,2,1,0,0,0,1
"Ferguson, Terrance",SG,7.5,"$3,700",okc,den,away, 112-121,20:40,   3pt 1as 1st 1-3fg 1-2ft,3,0,1,1,0,0,0
"Ross, Terrence",SG,3.4,"$5,800",orl,nyk,away, 103-108,19:38,   3pt 2rb 2to 1trey 1-10fg,3,2,0,0,0,2,1
"Grant, Jerian",PG,1.2,"$3,700",orl,nyk,away, 103-108,18:19,   1pt 1rb 1to 1-2ft,1,1,0,0,0,1,0
"Felton, Raymond",PG,0,"$3,600",okc,den,away, 112-121,8:00,   0pt 0-2fg,0,0,0,0,0,0,0
"Diallo, Hamidou",SG,0,"$3,500",okc,den,away, 112-121,DNP,   ,0,0,0,0,0,0,0
"Burton, Deonte",SG,0,"$3,500",okc,den,away, 112-121,DNP,   ,0,0,0,0,0,0,0
"Wanamaker, Brad",PG,0,"$3,500",bos,tor,away, 95-118,DNP,   ,0,0,0,0,0,0,0
"Ntilikina, Frank",PG,0,"$3,700",nyk,orl,home, 108-103,NA,   ,0,0,0,0,0,0,0
"Goodwin, Brandon",PG,0,"$3,500",den,okc,home, 121-112,NA,   ,0,0,0,0,0,0,0
"Dozier, PJ",SG,0,"$3,500",bos,tor,away, 95-118,NA,   ,0,0,0,0,0,0,0
"Roberson, Andre",SG,0,"$3,500",okc,den,away, 112-121,NA,   ,0,0,0,0,0,0,0
"Hunter, R.J.",SG,0,"$3,500",bos,tor,away, 95-118,NA,   ,0,0,0,0,0,0,0
"VanVleet, Fred",PG,0,"$4,600",tor,bos,home, 118-95,NA,   ,0,0,0,0,0,0,0
"Allen, Kadeem",PG,0,"$3,500",nyk,orl,home, 108-103,NA,   ,0,0,0,0,0,0,0
"Fultz, Markelle",SG,0,"$3,500",orl,nyk,away, 103-108,NA,   ,0,0,0,0,0,0,0
