Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Beal, Bradley",SG,62.2,"$9,600",was,det,away, 112-121,41:11,   32pt 6rb 10as 2st 1bl 1to 2trey 9-19fg 12-12ft,32,6,10,2,1,1,2
"Harden, James",SG,61.1,"$13,300",hou,dal,home, 120-104,35:33,   31pt 8rb 7as 5st 5to 6trey 9-23fg 7-7ft,31,8,7,5,0,5,6
"Westbrook, Russell",PG,57.3,"$12,100",okc,por,home, 120-111,36:53,   21pt 14rb 11as 1st 2bl 6to 1trey 5-19fg 10-13ft,21,14,11,1,2,6,1
"Russell, D'Angelo",SG,56.4,"$8,600",bkn,tor,away, 125-127,33:47,   28pt 7rb 14as 1st 4to 2trey 10-22fg 6-8ft,28,7,14,1,0,4,2
"Lillard, Damian",PG,53.4,"$10,200",por,okc,away, 111-120,36:49,   31pt 7rb 6as 2st 1bl 4to 3trey 9-22fg 10-11ft,31,7,6,2,1,4,3
"Walker, Kemba",PG,52.3,"$10,000",cha,ind,away, 90-99,38:36,   34pt 9rb 3as 2st 3to 4trey 10-23fg 10-12ft,34,9,3,2,0,3,4
"Williams, Louis",SG,48.2,"$7,900",lac,min,away, 120-130,33:59,   45pt 1rb 4as 1st 7to 3trey 13-25fg 16-16ft,45,1,4,1,0,7,3
"LaVine, Zach",SG,47.5,"$7,800",chi,mil,home, 99-112,35:59,   27pt 5rb 7as 1st 1bl 2to 4trey 9-19fg 5-5ft,27,5,7,1,1,2,4
"Paul, Chris",PG,41.9,"$7,800",hou,dal,home, 120-104,29:15,   17pt 2rb 11as 2st 5trey 5-12fg 2-2ft,17,2,11,2,0,0,5
"Teague, Jeff",PG,40.8,"$5,600",min,lac,home, 130-120,34:55,   19pt 4rb 10as 1st 1to 1trey 6-15fg 6-7ft,19,4,10,1,0,1,1
"Doncic, Luka",SG,40,"$9,800",dal,hou,away, 104-120,36:12,   21pt 10rb 8as 5to 2trey 7-17fg 5-9ft,21,10,8,0,0,5,2
"Allen, Kadeem",PG,39.6,"$3,500",nyk,cle,away, 104-107,32:13,   25pt 3rb 6as 1st 1to 1trey 10-16fg 4-5ft,25,3,6,1,0,1,1
"Rose, Derrick",PG,37.2,"$5,400",min,lac,home, 130-120,24:35,   22pt 1rb 6as 1st 1bl 1to 9-18fg 4-5ft,22,1,6,1,1,1,0
"Morris, Monte",SG,34.1,"$6,000",den,mia,home, 103-87,27:55,   17pt 3rb 7as 1st 2trey 7-11fg 1-1ft,17,3,7,1,0,0,2
"Middleton, Khris",SG,33.8,"$6,500",mil,chi,away, 112-99,32:50,   16pt 4rb 4as 3st 2to 1trey 6-13fg 3-3ft,16,4,4,3,0,2,1
