Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Westbrook, Russell",PG,64.1,"$12,000",okc,mem,home, 117-95,33:14,   15pt 13rb 15as 4st 1to 1trey 5-16fg 4-6ft,15,13,15,4,0,1,1
"McCollum, C.J.",SG,55.8,"$7,500",por,sas,home, 127-118,33:59,   30pt 9rb 2as 2st 2bl 7trey 10-21fg 3-3ft,30,9,2,2,2,0,7
"Lillard, Damian",PG,52.9,"$9,600",por,sas,home, 127-118,36:01,   24pt 2rb 9as 5st 2to 10-20fg 4-4ft,24,2,9,5,0,2,0
"Wiggins, Andrew",SG,51.3,"$6,000",min,orl,away, 112-122,36:04,   23pt 9rb 3as 3st 2bl 2to 10-28fg 3-5ft,23,9,3,3,2,2,0
"Irving, Kyrie",PG,47.4,"$10,400",bos,lal,home, 128-129,35:47,   24pt 7rb 8as 2st 3to 2trey 6-21fg 10-10ft,24,7,8,2,0,3,2
"DeRozan, DeMar",SG,46.2,"$7,900",sas,por,away, 118-127,34:32,   35pt 6rb 6as 5to 14-28fg 7-8ft,35,6,6,0,0,5,0
"VanVleet, Fred",PG,44,"$4,500",tor,atl,away, 119-101,36:53,   30pt 5rb 6as 1to 4trey 11-22fg 4-5ft,30,5,6,0,0,1,4
"Lowry, Kyle",PG,43.1,"$7,900",tor,atl,away, 119-101,36:12,   13pt 8rb 13as 1bl 2to 3trey 3-13fg 4-6ft,13,8,13,0,1,2,3
"Ross, Terrence",SG,38.5,"$5,500",orl,min,home, 122-112,31:01,   32pt 5rb 1as 1to 6trey 13-23fg,32,5,1,0,0,1,6
"Rondo, Rajon",PG,37.4,"$6,100",lal,bos,away, 129-128,35:01,   17pt 7rb 10as 3to 3trey 7-11fg,17,7,10,0,0,3,3
"Rozier, Terry",PG,35.8,"$7,000",bos,lal,home, 128-129,19:24,   19pt 4rb 6as 1st 5trey 5-9fg 4-4ft,19,4,6,1,0,0,5
"Joseph, Cory",PG,34.8,"$4,500",ind,lac,home, 116-92,32:23,   13pt 9rb 6as 1st 1to 1trey 6-10fg,13,9,6,1,0,1,1
"Young, Trae",PG,31.5,"$7,100",atl,tor,home, 101-119,28:40,   19pt 5rb 5as 1st 4to 1trey 7-14fg 4-7ft,19,5,5,1,0,4,1
"Conley, Mike",PG,30.9,"$9,200",mem,okc,away, 95-117,27:36,   15pt 2rb 7as 2st 3to 1trey 4-15fg 6-7ft,15,2,7,2,0,3,1
"Robinson, Jerome",PG,28.9,"$3,500",lac,ind,away, 92-116,27:30,   7pt 2rb 3as 5st 1trey 2-13fg 2-2ft,7,2,3,5,0,0,1
"Collison, Darren",PG,27.1,"$7,000",ind,lac,home, 116-92,25:52,   14pt 3rb 5as 1st 1to 5-8fg 4-4ft,14,3,5,1,0,1,0
"Brown, Jaylen",SG,26.9,"$5,200",bos,lal,home, 128-129,25:25,   18pt 2rb 1as 1st 1bl 1to 2trey 7-10fg 2-2ft,18,2,1,1,1,1,2
"Okogie, Josh",SG,26.3,"$3,600",min,orl,away, 112-122,29:19,   13pt 4rb 1as 3st 2to 1trey 6-12fg,13,4,1,3,0,2,1
"Schroder, Dennis",SG,26.1,"$5,200",okc,mem,home, 117-95,31:19,   16pt 3rb 3as 1st 1to 3trey 6-16fg 1-3ft,16,3,3,1,0,1,3
"Beverley, Patrick",PG,25.5,"$5,100",lac,ind,away, 92-116,23:48,   9pt 5rb 3as 1st 1bl 1trey 4-5fg,9,5,3,1,1,0,1
"Thornwell, Sindarius",SG,24.6,"$3,500",lac,ind,away, 92-116,29:19,   5pt 3rb 2as 5st 2to 2-6fg 1-2ft,5,3,2,5,0,2,0
