Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Curry, Stephen",-1,60.2,N/A,gsw,min,home, 143-123,25:28,40,6,6,2,1,5,6,14,19,6,6
"Harden, James",-1,43.1,N/A,hou,tor,home, 118-111,27:31,22,3,9,3,0,5,1,6,16,9,13
"McGee, JaVale",-1,40.5,N/A,lal,bkn,home, 111-114,18:37,6,10,1,3,5,3,0,3,6,0,0
"Fox, De'Aaron",-1,38.2,N/A,sac,pho,home, 105-88,28:40,18,1,6,3,2,5,1,6,15,5,6
"Collins, Zach",-1,36.8,N/A,por,,home, 104-,22:56,16,9,2,1,2,2,0,7,14,2,2
"Jokic, Nikola",-1,36.7,N/A,den,lac,away, 111-91,22:08,10,11,3,3,1,3,0,5,7,0,0
"Westbrook, Russell",-1,36.6,N/A,hou,tor,home, 118-111,24:32,22,3,4,3,0,4,3,7,17,5,7
"Adams, Steven",-1,36.5,N/A,okc,,home, 110-,21:19,19,10,1,1,1,2,0,9,12,1,4
"Booker, Devin",-1,35.9,N/A,pho,sac,away, 88-105,23:30,18,7,3,3,0,4,2,6,16,4,4
"Simons, Anfernee",-1,35.5,N/A,por,,home, 104-,29:30,22,5,3,1,0,0,4,8,15,2,2
"Chriss, Marquese",-1,35.2,N/A,gsw,min,home, 143-123,25:26,8,11,4,1,2,1,0,3,6,2,2
"Davis, Anthony",-1,33.9,N/A,lal,bkn,home, 111-114,25:05,16,2,5,1,2,1,0,4,10,8,9
"Culver, Jarrett",-1,33.5,N/A,min,gsw,away, 123-143,26:26,17,5,3,1,1,0,4,6,18,1,2
"Siakam, Pascal",-1,33.4,N/A,tor,hou,away, 111-118,21:55,16,7,4,2,0,3,2,6,11,2,4
"Caruso, Alex",-1,33.4,N/A,lal,bkn,home, 111-114,21:45,11,2,8,3,1,4,3,4,12,0,0
"Dinwiddie, Spencer",-1,32.1,N/A,bkn,lal,away, 114-111,24:31,20,3,7,1,0,5,3,6,14,5,6
"VanVleet, Fred",-1,31.4,N/A,tor,hou,away, 111-118,22:15,10,2,10,2,0,2,1,2,7,5,6
"Powell, Norman",-1,30.1,N/A,tor,hou,away, 111-118,21:55,22,3,1,1,0,0,5,7,11,3,3
"Rondo, Rajon",-1,30,N/A,lal,bkn,home, 111-114,23:59,18,5,6,0,0,3,2,7,13,2,2
"Labissiere, Skal",-1,29.5,N/A,por,,home, 104-,23:27,9,15,1,0,1,2,0,4,11,1,2
"James, LeBron",-1,29.2,N/A,lal,bkn,home, 111-114,24:36,20,6,2,0,0,1,2,7,15,4,4
"Bagley, Marvin",-1,29.1,N/A,sac,pho,home, 105-88,24:36,12,13,1,0,1,3,0,4,10,4,4
"Harrell, Montrezl",-1,28.9,N/A,lac,den,home, 91-111,24:21,15,7,1,2,0,2,0,7,16,1,2
"Hopson, Scotty",-1,28.7,N/A,,okc,away, 68-110,30:46,15,6,3,1,0,1,2,6,17,1,2
"Layman, Jake",-1,28.3,N/A,min,gsw,away, 123-143,16:53,17,4,1,0,2,1,2,5,9,5,6
"Beasley, Malik",-1,28.2,N/A,den,lac,away, 111-91,18:32,16,6,2,1,0,1,1,6,8,3,3
"Jordan, DeAndre",-1,27.9,N/A,bkn,lal,away, 114-111,24:40,5,7,3,1,3,2,0,1,3,3,4
"Allen, Jarrett",-1,27.9,N/A,bkn,lal,away, 114-111,23:20,6,7,1,1,4,3,0,1,4,4,6
"Russell, D'Angelo",-1,27.7,N/A,gsw,min,home, 143-123,25:19,16,1,5,0,2,3,2,7,14,0,0
"Poole, Jordan",-1,27.6,N/A,gsw,min,home, 143-123,21:09,19,3,0,1,1,1,3,6,12,4,5
"Green, Draymond",-1,27.5,N/A,gsw,min,home, 143-123,25:00,8,5,7,2,0,3,2,2,4,2,2
"Caldwell-Pope, Kentavious",-1,27.5,N/A,lal,bkn,home, 111-114,31:58,11,5,3,1,1,0,3,4,9,0,0
"Tucker, P.J.",-1,27,N/A,hou,tor,home, 118-111,26:13,9,10,2,0,1,0,3,3,7,0,0
"Capela, Clint",-1,26.9,N/A,hou,tor,home, 118-111,19:37,10,7,1,1,2,2,0,5,6,0,0
"Musa, Dzanan",-1,26.7,N/A,bkn,lal,away, 114-111,22:02,16,1,1,2,1,1,4,6,10,0,0
"Dedmon, Dewayne",-1,26.7,N/A,sac,pho,home, 105-88,20:38,7,11,1,2,1,4,1,3,5,0,1
"Ibaka, Serge",-1,26.1,N/A,tor,hou,away, 111-118,17:51,12,8,1,0,1,0,0,5,9,2,2
"Reid, Naz",-1,25.7,N/A,min,gsw,away, 123-143,16:44,14,11,1,0,0,3,0,7,14,0,0
"Carter, Jevon",-1,25.2,N/A,pho,sac,away, 88-105,24:37,16,1,0,2,1,1,2,5,12,4,4
"Graham, Treveon",-1,25.2,N/A,min,gsw,away, 123-143,16:55,6,6,4,2,0,0,0,3,8,0,0
"Robinson III, Glenn",-1,25,N/A,gsw,min,home, 143-123,20:01,13,5,2,1,0,0,1,6,11,0,0
"Prince, Taurean",-1,24.3,N/A,bkn,lal,away, 114-111,24:13,18,4,1,1,0,3,4,6,11,2,2
"Diallo, Hamidou",-1,24.2,N/A,okc,,home, 110-,20:12,16,6,0,1,0,2,0,8,11,0,0
"Ferrell, Yogi",-1,24,N/A,sac,pho,home, 105-88,15:34,14,5,2,1,0,2,3,4,8,3,3
"Plumlee, Mason",-1,23.8,N/A,den,lac,away, 111-91,16:05,8,4,6,1,0,1,0,4,4,0,0
"Gasol, Marc",-1,23.7,N/A,tor,hou,away, 111-118,18:09,6,6,1,3,1,3,0,1,4,4,5
"House, Danuel",-1,23.5,N/A,hou,tor,home, 118-111,27:56,4,5,3,1,2,0,0,1,8,2,2
"Napier, Shabazz",-1,23.3,N/A,min,gsw,away, 123-143,22:29,11,4,1,2,0,0,1,1,7,8,10
"Williams, Louis",-1,23.1,N/A,lac,den,home, 91-111,14:47,13,3,3,1,0,1,1,4,6,4,5
"Gilgeous-Alexander, Shai",-1,22.9,N/A,okc,,home, 110-,23:08,18,2,1,1,0,2,0,6,13,6,6
"Hield, Buddy",-1,21.7,N/A,sac,pho,home, 105-88,24:19,14,1,3,1,0,1,2,5,15,2,3
"Porter, Michael",-1,21.5,N/A,den,lac,away, 111-91,12:00,12,5,1,1,0,1,0,6,7,0,0
"Gordon, Eric",-1,21.4,N/A,hou,tor,home, 118-111,22:26,14,2,0,1,1,1,4,5,10,0,0
"Bazley, Darius",-1,21,N/A,okc,,home, 110-,25:59,12,5,0,1,0,0,2,5,12,0,0
"Millsap, Paul",-1,20.6,N/A,den,lac,away, 111-91,20:29,13,3,0,2,0,2,2,4,8,3,4
"Bazemore, Kent",-1,20.5,N/A,por,,home, 104-,15:19,5,5,3,2,0,1,1,2,5,0,0
"Leonard, Kawhi",-1,20.2,N/A,lac,den,home, 91-111,10:45,7,1,6,1,0,0,1,3,6,0,0
"Schroder, Dennis",-1,20.2,N/A,okc,,home, 110-,22:22,2,6,6,1,0,1,0,1,4,0,0
"Kurucs, Rodions",-1,20.1,N/A,bkn,lal,away, 114-111,24:31,10,8,1,0,0,1,3,3,7,1,2
"Towns, Karl-Anthony",-1,20.1,N/A,min,gsw,away, 123-143,22:28,9,3,3,1,1,3,2,3,7,1,1
"Howard, Dwight",-1,20.1,N/A,lal,bkn,home, 111-114,18:16,5,8,1,1,1,2,0,2,2,1,2
"Dort, Luguentz",-1,19.4,N/A,okc,,home, 110-,12:00,5,2,2,3,0,0,1,2,5,0,0
"Rivers, Austin",-1,19.4,N/A,hou,tor,home, 118-111,19:04,10,2,2,2,0,2,2,3,9,2,2
"Okogie, Josh",-1,19.3,N/A,min,gsw,away, 123-143,21:42,6,4,5,1,0,2,0,1,5,4,4
"Perrantes, London",-1,19.2,N/A,por,,home, 104-,18:30,3,1,6,2,0,0,0,1,4,1,1
"Temple, Garrett",-1,18.9,N/A,bkn,lal,away, 114-111,24:30,9,2,3,1,0,0,3,3,6,0,0
"Spellman, Omari",-1,18.8,N/A,gsw,min,home, 143-123,19:04,7,4,4,0,1,2,1,2,6,2,3
"Bogdanovic, Bogdan",-1,18.3,N/A,sac,pho,home, 105-88,23:04,12,4,3,1,0,6,3,3,9,3,4
"Holmes, Richaun",-1,18.2,N/A,sac,pho,home, 105-88,20:00,11,6,0,0,0,0,0,5,5,1,2
"Oubre, Kelly",-1,18.1,N/A,pho,sac,away, 88-105,18:34,8,3,1,2,0,1,0,0,9,8,10
"Paul, Chris",-1,17.6,N/A,okc,,home, 110-,20:50,6,3,4,1,0,1,0,2,4,2,3
"Nader, Abdel",-1,17.6,N/A,okc,,home, 110-,18:03,9,3,2,1,0,1,1,3,7,2,2
"Chandler, Tyson",-1,17.1,N/A,hou,tor,home, 118-111,14:48,6,3,1,0,2,0,0,2,3,2,2
"Johnson, Cameron",-1,17,N/A,pho,sac,away, 88-105,19:18,5,5,0,1,1,0,1,1,5,2,2
"Evans III, Jacob",-1,16.9,N/A,gsw,min,home, 143-123,18:41,5,2,5,1,0,1,1,1,5,2,2
"Harris, Joe",-1,16.9,N/A,bkn,lal,away, 114-111,20:32,10,2,3,0,0,0,2,4,8,0,0
"Paschall, Eric",-1,16.6,N/A,gsw,min,home, 143-123,20:12,11,3,0,0,1,1,0,4,5,3,4
"Murray, Jamal",-1,16.4,N/A,den,lac,away, 111-91,24:16,9,2,2,0,1,1,0,4,7,1,3
"Boucher, Chris",-1,15.6,N/A,tor,hou,away, 111-118,9:22,6,3,0,0,2,0,0,3,6,0,0
"Trent Jr., Gary",-1,15.6,N/A,por,,home, 104-,23:29,10,3,0,1,0,1,1,3,7,3,4
"Ayton, Deandre",-1,15.6,N/A,pho,sac,away, 88-105,23:30,10,3,2,0,0,1,0,5,8,0,0
"Webster, Corey",-1,15.5,N/A,,okc,away, 68-110,24:20,10,5,1,0,0,2,2,4,10,0,0
"Covington, Robert",-1,15.4,N/A,min,gsw,away, 123-143,18:10,5,7,2,0,0,1,1,2,8,0,0
"Barton, Will",-1,15.2,N/A,den,lac,away, 111-91,21:32,7,6,2,0,0,2,1,3,11,0,0
"Bates-Diop, Keita",-1,15.1,N/A,min,gsw,away, 123-143,16:36,8,3,1,0,1,1,0,4,7,0,0
"Teague, Jeff",-1,15,N/A,min,gsw,away, 123-143,16:52,13,0,2,0,0,1,2,5,7,1,1
"Caupain, Troy",-1,14.8,N/A,por,,home, 104-,23:26,5,4,4,0,1,4,1,2,6,0,0
"Palmer Jr., James",-1,14.7,N/A,lac,den,home, 91-111,12:34,5,1,1,2,1,2,0,1,5,3,5
"Brown, Moses",-1,14.6,N/A,por,,home, 104-,8:17,6,3,0,1,1,1,0,3,3,0,0
"Vanderbilt, Jarred",-1,14.6,N/A,den,lac,away, 111-91,9:47,3,3,4,1,0,1,0,1,4,1,1
"Zubac, Ivica",-1,14.6,N/A,lac,den,home, 91-111,14:00,10,3,2,0,0,2,0,4,6,2,2
"Pinson, Theo",-1,14.6,N/A,bkn,lal,away, 114-111,19:50,10,3,2,0,1,5,1,2,10,5,6
"Wiggins, Andrew",-1,14.5,N/A,min,gsw,away, 123-143,17:00,13,0,3,0,0,3,2,5,10,1,1
"Saric, Dario",-1,14.2,N/A,pho,sac,away, 88-105,25:03,9,6,0,0,0,2,1,3,12,2,2
"Ashley, Brandon",-1,14,N/A,,okc,away, 68-110,21:11,10,5,0,0,0,2,2,3,6,2,2
"Jerome, Ty",-1,14,N/A,pho,sac,away, 88-105,11:55,4,0,4,2,0,2,0,1,6,2,2
"Hernandez, Dewan",-1,13.9,N/A,tor,hou,away, 111-118,12:00,6,2,1,0,2,2,0,2,4,2,2
"McKinnie, Alfonzo",-1,13.9,N/A,gsw,min,home, 143-123,15:48,2,7,1,0,1,1,0,1,4,0,0
"Green, JaMychal",-1,13.9,N/A,lac,den,home, 91-111,16:15,5,2,1,1,1,1,1,2,8,0,0
"McCaw, Patrick",-1,13.8,N/A,tor,hou,away, 111-118,16:44,7,4,0,1,0,1,0,1,5,5,6
"Morris, Monte",-1,13.7,N/A,den,lac,away, 111-91,16:50,9,1,3,0,0,1,1,4,9,0,0
"Nwaba, David",-1,13.6,N/A,bkn,lal,away, 114-111,18:28,6,3,2,2,0,5,0,2,4,2,3
"Shamet, Landry",-1,13.5,N/A,lac,den,home, 91-111,26:23,11,0,3,0,0,2,2,4,8,1,1
"Hernangomez, Juan",-1,13.4,N/A,den,lac,away, 111-91,20:51,8,2,2,0,0,0,1,3,6,1,1
"Green, Gerald",-1,13.3,N/A,hou,tor,home, 118-111,18:38,5,4,1,1,0,1,1,2,5,0,0
"Miller, Malcolm",-1,13.2,N/A,tor,hou,away, 111-118,17:25,8,1,0,2,0,2,2,2,4,2,3
"Anunoby, OG",-1,12.9,N/A,tor,hou,away, 111-118,19:39,2,2,1,3,0,2,0,1,5,0,0
"Mika, Eric",-1,12.7,N/A,sac,pho,home, 105-88,3:55,4,6,1,0,0,0,0,2,3,0,0
"Jackson, Demetrius",-1,12.7,N/A,lal,bkn,home, 111-114,10:08,2,1,3,2,0,1,0,1,7,0,0
"Muscala, Mike",-1,12.4,N/A,okc,,home, 110-,12:42,10,2,0,0,0,0,2,3,8,2,2
"Clemons, Chris",-1,11.9,N/A,hou,tor,home, 118-111,13:25,9,2,1,0,0,1,2,2,10,3,4
"Hood, Rodney",-1,11.7,N/A,por,,home, 104-,15:19,9,1,1,0,0,0,0,3,4,3,3
"Davis, Terence",-1,11.5,N/A,tor,hou,away, 111-118,14:06,7,5,1,0,0,3,1,3,8,0,1
"Ariza, Trevor",-1,11.5,N/A,sac,pho,home, 105-88,21:11,5,5,1,0,0,1,1,2,7,0,0
