Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Antetokounmpo, Giannis",-1,52.2,N/A,mil,dal,away, 118-111,23:00,34,11,4,1,0,4,3,13,20,5,5
"Turner, Myles",-1,43.9,N/A,ind,chi,home, 105-87,28:08,13,7,3,2,5,3,2,5,10,1,1
"Horford, Al",-1,41.3,N/A,phi,cha,away, 100-87,21:57,11,9,3,3,2,0,1,5,9,0,0
"Gafford, Daniel",-1,37.6,N/A,chi,ind,away, 87-105,30:30,9,8,0,5,2,2,0,4,8,1,4
"Washington, P.J.",-1,37.5,N/A,cha,phi,home, 87-100,31:41,10,5,3,4,2,1,1,3,5,3,3
"Richardson, Josh",-1,37.4,N/A,phi,cha,away, 100-87,25:24,18,2,4,1,3,1,3,7,14,1,3
"Doncic, Luka",-1,37.4,N/A,dal,mil,home, 111-118,23:15,27,7,2,1,0,4,5,6,13,10,11
"White, Coby",-1,36.6,N/A,chi,ind,away, 87-105,30:23,24,8,0,1,0,0,4,10,22,0,1
"Bender, Dragan",-1,34.7,N/A,mil,dal,away, 118-111,19:10,17,6,3,0,2,0,3,6,10,2,3
"Morris, Marcus",-1,33.2,N/A,nyk,was,home, 99-115,30:59,21,6,0,1,1,1,3,8,13,2,2
"Drummond, Andre",-1,33.1,N/A,det,cle,home, 109-105,23:01,15,8,3,1,1,2,0,5,12,5,10
"Simmons, Ben",-1,33,N/A,phi,cha,away, 100-87,23:11,15,5,4,2,1,3,0,6,8,3,3
"Williamson, Zion",-1,32.5,N/A,nor,uta,home, 128-127,23:16,26,5,1,0,0,1,1,9,12,7,9
"Sexton, Collin",-1,31.8,N/A,cle,det,away, 105-109,26:15,24,4,2,1,0,3,3,6,13,9,10
"Brown, Jaylen",-1,31.4,N/A,bos,orl,away, 100-75,22:32,11,7,2,2,1,0,0,5,8,1,2
"Sabonis, Domantas",-1,31.3,N/A,ind,chi,home, 105-87,30:40,8,14,3,0,1,1,0,3,12,2,5
"Randle, Julius",-1,30.6,N/A,nyk,was,home, 99-115,28:34,14,8,4,1,1,5,1,4,8,5,5
"Brown, Bruce",-1,30.5,N/A,det,cle,home, 109-105,25:25,15,5,7,0,0,1,0,4,6,7,9
"Alexander-Walker, Nickeil",-1,30.4,N/A,nor,uta,home, 128-127,15:49,22,2,4,0,0,0,4,7,9,4,4
"Bogdanovic, Bojan",-1,30.1,N/A,uta,nor,away, 127-128,24:14,15,8,3,2,0,5,3,5,8,2,2
"Beal, Bradley",-1,30,N/A,was,nyk,away, 115-99,17:50,21,5,2,1,0,3,2,8,14,3,4
"Barrett, RJ",-1,29.9,N/A,nyk,was,home, 99-115,35:17,15,7,1,1,1,1,2,6,15,1,2
"Ingram, Brandon",-1,28.7,N/A,nor,uta,home, 128-127,22:27,18,6,3,1,0,4,0,7,15,4,5
"Tatum, Jayson",-1,28.5,N/A,bos,orl,away, 100-75,21:20,15,5,1,3,0,3,2,6,15,1,2
"Portis, Bobby",-1,28.3,N/A,nyk,was,home, 99-115,29:58,13,9,3,0,1,3,0,3,9,7,8
"Ball, Lonzo",-1,28,N/A,nor,uta,home, 128-127,23:43,15,5,2,1,1,2,2,4,10,5,5
"Dunn, Kris",-1,28,N/A,chi,ind,away, 87-105,28:37,8,5,2,6,0,7,0,4,9,0,0
"Harris, Tobias",-1,27.1,N/A,phi,cha,away, 100-87,26:19,16,8,1,0,1,3,2,6,14,2,2
"Ilyasova, Ersan",-1,26.9,N/A,mil,dal,away, 118-111,16:57,18,2,1,1,1,1,5,6,10,1,4
"O'Neale, Royce",-1,26.9,N/A,uta,nor,away, 127-128,22:38,16,2,3,1,1,2,4,6,8,0,0
"Bridges, Miles",-1,26.9,N/A,cha,phi,home, 87-100,30:37,12,7,3,0,1,1,1,3,10,5,5
"Green, Jeff",-1,26.7,N/A,uta,nor,away, 127-128,22:50,20,1,1,1,1,2,2,8,9,2,4
"Bertans, Davis",-1,26.4,N/A,was,nyk,away, 115-99,18:03,9,7,2,0,2,0,3,3,5,0,0
"Wagner, Moritz",-1,26.3,N/A,was,nyk,away, 115-99,24:15,18,4,1,2,0,4,2,4,7,8,8
"Zeller, Cody",-1,25.7,N/A,cha,phi,home, 87-100,20:32,12,6,3,1,0,1,0,5,10,2,2
"DiVincenzo, Donte",-1,25.3,N/A,mil,dal,away, 118-111,21:05,14,4,3,1,0,1,1,4,7,5,7
"Finney-Smith, Dorian",-1,25.2,N/A,dal,mil,home, 111-118,20:15,8,6,4,2,0,2,2,3,7,0,0
"Thompson, Tristan",-1,25.1,N/A,cle,det,away, 105-109,29:22,15,8,1,0,0,1,0,7,11,1,2
"Gobert, Rudy",-1,25.1,N/A,uta,nor,away, 127-128,24:14,15,3,1,0,2,1,0,5,5,5,7
"Ross, Terrence",-1,24.9,N/A,orl,bos,home, 75-100,24:51,21,2,1,0,0,0,4,7,16,3,4
