Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Westbrook, Russell",1,59.1,13300,okc,sas,home, 102-92,35:08,23,13,13,2,0,3,1,7,21,8,9
"Russell, D'Angelo",1,43.3,6700,lal,pho,away, 122-110,33:46,28,4,3,3,0,0,6,10,20,2,2
"Lillard, Damian",1,35.8,8800,por,phi,home, 114-108,40:43,24,4,4,0,2,3,0,6,21,12,12
"Irving, Kyrie",1,35.5,9400,cle,det,away, 101-106,39:52,27,5,3,0,0,2,1,11,22,4,6
"Paul, Chris",1,32.3,8800,lac,mem,away, 114-98,27:18,19,4,7,0,0,2,3,8,15,0,0
"Booker, Devin",2,31.7,6400,pho,lal,home, 110-122,38:04,23,6,3,0,0,3,1,10,21,2,2
"McCollum, C.J.",2,31.3,7000,por,phi,home, 114-108,41:57,23,4,3,0,0,1,3,8,16,4,4
"Oladipo, Victor",2,30.3,5500,okc,sas,home, 102-92,27:33,20,4,3,1,0,1,3,8,14,1,1
"Jackson, Reggie",1,29.9,5200,det,cle,home, 106-101,31:05,21,2,5,1,0,3,1,8,16,4,4
"Rivers, Austin",1,29,4300,lac,mem,away, 114-98,32:06,20,5,4,0,0,3,1,7,10,5,6
"Clarkson, Jordan",1,28.9,5300,lal,pho,away, 122-110,35:00,19,2,3,2,0,1,1,7,18,4,5
"Bledsoe, Eric",1,27.9,8900,pho,lal,home, 110-122,31:38,13,7,5,2,1,7,1,4,12,4,6
"Crabbe, Allen",2,24.8,3700,por,phi,home, 114-108,24:05,18,4,0,1,0,0,2,8,12,0,0
"Crawford, Jamal",2,22.8,3900,lac,mem,away, 114-98,26:19,14,4,2,1,0,1,3,5,9,1,1
"Conley, Mike",1,22.6,8000,mem,lac,home, 98-114,35:48,13,3,4,1,0,2,0,3,14,7,7
"Smith, Ishmael",1,22.1,4600,det,cle,home, 106-101,16:55,12,3,3,1,0,0,1,5,9,1,2
"Henderson, Gerald",2,20.1,3500,phi,por,away, 108-114,28:38,14,3,1,1,0,1,0,5,10,4,5
"Allen, Tony",2,19.4,4200,mem,lac,home, 98-114,23:56,9,2,4,1,0,0,0,4,8,1,2
"Felton, Raymond",1,18.8,3900,lac,mem,away, 114-98,25:41,11,4,2,0,0,0,1,5,10,0,0
"Rodriguez, Sergio",1,18.2,3600,phi,por,away, 108-114,21:42,8,1,6,0,0,0,1,3,9,1,2
"Caldwell-Pope, Kentavious",2,18,5100,det,cle,home, 106-101,33:33,15,0,2,0,0,0,4,5,10,1,1
"McConnell, T.J.",1,16.6,5500,phi,por,away, 108-114,31:05,0,3,6,2,0,0,0,0,8,0,0
"Green, Danny",2,15.7,3900,sas,okc,away, 92-102,28:08,9,1,3,1,1,3,2,3,5,1,1
"Murray, Dejounte",1,14.7,3500,sas,okc,away, 92-102,24:03,4,6,3,0,0,1,0,2,6,0,0
"Daniels, Troy",2,14.7,3500,mem,lac,home, 98-114,16:24,13,1,1,0,0,1,4,4,5,1,2
"Redick, J.J.",2,14.2,4100,lac,mem,away, 114-98,17:39,15,1,0,0,0,2,1,3,5,8,8
"Barbosa, Leandro",2,13.4,3600,pho,lal,home, 110-122,16:28,5,2,2,2,0,1,1,2,7,0,0
"Napier, Shabazz",1,13.2,3500,por,phi,home, 114-108,16:13,2,1,6,2,0,3,0,0,0,2,2
"Harrison, Andrew",1,13,3500,mem,lac,home, 98-114,13:34,7,0,4,0,0,0,1,2,5,2,2
"Bullock, Reggie",2,11.3,3500,det,cle,home, 106-101,14:27,3,4,1,1,0,0,1,1,3,0,0
"Abrines, Alex",2,10.6,3500,okc,sas,home, 102-92,12:03,3,3,0,2,0,0,1,1,6,0,0
"Williams, Deron",1,10.5,4400,cle,det,away, 101-106,16:36,4,0,3,1,0,0,1,1,1,1,1
"Christon, Semaj",1,9.7,3500,okc,sas,home, 102-92,18:54,0,1,3,2,0,0,0,0,0,0,0
"Shumpert, Iman",2,8.7,3500,cle,det,away, 101-106,35:23,8,1,1,0,0,2,2,3,8,0,0
"Ulis, Tyler",1,8,4500,pho,lal,home, 110-122,16:22,5,0,4,0,0,3,0,1,5,3,4
"Mills, Patty",1,8,3700,sas,okc,away, 92-102,22:09,5,0,0,1,1,1,1,2,7,0,0
"Young, Nick",2,7.7,4100,lal,pho,away, 122-110,14:20,6,1,1,0,0,1,2,2,6,0,0
"Luwawu, Timothe",2,7,3500,phi,por,away, 108-114,18:12,5,0,0,1,0,0,1,1,3,2,2
"Douglas, Toney",1,6.9,3500,mem,lac,home, 98-114,12:12,0,2,3,0,0,0,0,0,2,0,0
"Smith, J.R.",2,4.2,3500,cle,det,away, 101-106,19:09,3,1,0,0,0,0,1,1,9,0,0
"Forbes, Bryn",2,3.9,3500,sas,okc,away, 92-102,16:10,2,2,1,0,0,2,0,1,4,0,0
"Stauskas, Nik",2,3.5,3700,phi,por,away, 108-114,25:46,3,0,1,1,0,3,0,0,6,3,4
"Hilliard, Darrun",2,0,3500,det,cle,home, 106-101,DNP,0,0,0,0,0,0,0,0,0,0,0
"Price, Ronnie",1,0,3500,pho,lal,home, 110-122,DNP,0,0,0,0,0,0,0,0,0,0,0
"Jones, James",2,0,3600,cle,det,away, 101-106,DNP,0,0,0,0,0,0,0,0,0,0,0
"Liggins, DeAndre",2,0,3500,cle,det,away, 101-106,DNP,0,0,0,0,0,0,0,0,0,0,0
"Ennis, Tyler",1,0,3500,lal,pho,away, 122-110,DNP,0,0,0,0,0,0,0,0,0,0,0
"Korver, Kyle",2,0,3900,cle,det,away, 101-106,DNP,0,0,0,0,0,0,0,0,0,0,0
"Cole, Norris",1,0,3500,okc,sas,home, 102-92,DNP,0,0,0,0,0,0,0,0,0,0,0
"Connaughton, Pat",2,0,3500,por,phi,home, 114-108,DNP,0,0,0,0,0,0,0,0,0,0,0
"Udrih, Beno",1,0,3500,det,cle,home, 106-101,DNP,0,0,0,0,0,0,0,0,0,0,0
"Knight, Brandon",2,0,3600,pho,lal,home, 110-122,DNP,0,0,0,0,0,0,0,0,0,0,0
"Anderson, Alan",2,0,3500,lac,mem,away, 114-98,DNP,0,0,0,0,0,0,0,0,0,0,0
"Parker, Tony",1,0,4400,sas,okc,away, 92-102,DNP,0,0,0,0,0,0,0,0,0,0,0
"Ginobili, Manu",2,0,3500,sas,okc,away, 92-102,NA,0,0,0,0,0,0,0,0,0,0,0
"Felder, Kay",1,0,3500,cle,det,away, 101-106,NA,0,0,0,0,0,0,0,0,0,0,0
"Quarterman, Tim",1,0,3500,por,phi,home, 114-108,NA,0,0,0,0,0,0,0,0,0,0,0
"Gbinije, Michael",2,0,3500,det,cle,home, 106-101,NA,0,0,0,0,0,0,0,0,0,0,0
"James, LeBron",3,60.6,11200,cle,det,away, 101-106,39:05,29,13,10,2,0,3,0,12,22,5,8
"Covington, Robert",3,46.6,7000,phi,por,away, 108-114,39:39,24,13,2,2,1,2,4,10,21,0,0
"Warren, T.J.",3,41.1,5900,pho,lal,home, 110-122,39:08,17,13,3,0,3,2,0,8,17,1,1
"Griffin, Blake",4,40.4,9000,lac,mem,away, 114-98,30:25,14,12,8,0,1,2,0,4,13,6,8
"Saric, Dario",4,39.3,7400,phi,por,away, 108-114,40:56,28,9,1,2,0,5,4,11,16,2,3
"Harris, Tobias",4,32.8,5400,det,cle,home, 106-101,41:16,15,9,2,0,2,0,0,5,18,5,6
"Randolph, Zach",4,32.2,6200,mem,lac,home, 98-114,25:04,18,11,0,1,1,3,1,8,15,1,2
"Randle, Julius",4,30.6,6900,lal,pho,away, 122-110,32:18,13,8,4,1,1,2,2,5,11,1,2
"Ingram, Brandon",3,29.7,4000,lal,pho,away, 122-110,40:31,14,6,3,1,2,2,0,5,11,4,8
"Chriss, Marquese",4,29.7,4400,pho,lal,home, 110-122,26:53,18,6,1,1,1,1,3,6,9,3,4
"Frye, Channing",4,27.8,4300,cle,det,away, 101-106,21:57,15,9,0,1,0,0,5,5,7,0,0
"Nance, Larry",4,27.6,4000,lal,pho,away, 122-110,27:17,13,8,2,1,0,0,1,6,10,0,0
"Morris, Marcus",3,25.5,6100,det,cle,home, 106-101,31:59,12,5,3,2,0,1,2,4,11,2,2
"Harkless, Maurice",3,24.8,4800,por,phi,home, 114-108,39:18,10,9,2,1,1,3,0,5,9,0,2
"Aldridge, LaMarcus",4,24.7,7000,sas,okc,away, 92-102,31:35,17,6,1,0,0,1,0,8,14,1,2
"Leonard, Kawhi",3,24.4,9600,sas,okc,away, 92-102,26:22,19,2,2,1,0,2,0,6,15,7,7
"Kanter, Enes",4,24,5400,okc,sas,home, 102-92,24:20,14,10,0,0,0,2,0,6,10,2,2
"Roberson, Andre",3,19.5,4000,okc,sas,home, 102-92,27:02,7,5,1,2,1,1,0,3,4,1,2
"Jefferson, Richard",3,19.4,3500,cle,det,away, 101-106,33:39,9,7,2,0,0,1,1,3,6,2,2
"Holmes, Richaun",4,19.2,4800,phi,por,away, 108-114,22:06,10,6,0,1,1,2,1,4,6,1,2
"Johnson, Stanley",3,16.5,3500,det,cle,home, 106-101,17:56,8,5,1,1,0,1,0,3,6,2,3
"Simmons, Jonathon",3,14,3500,sas,okc,away, 92-102,18:11,6,0,2,3,0,1,0,1,5,4,6
"Leonard, Meyers",4,12.8,3500,por,phi,home, 114-108,15:12,3,4,2,0,1,0,1,1,3,0,0
