Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Holiday, Jrue",1,45.7,8200,nor,sac,away, 99-105,39:51,16,6,11,5,0,4,1,6,14,3,3
"Collison, Darren",1,41.2,5400,sac,nor,home, 105-99,40:55,20,6,8,3,0,4,2,7,16,4,5
"Rubio, Ricky",1,40.7,6600,min,chi,home, 117-89,32:57,17,6,11,2,0,4,1,5,10,6,6
"DeRozan, DeMar",2,37.4,8800,tor,det,home, 101-102,37:39,26,7,2,0,1,2,0,10,21,6,7
"Lowry, Kyle",1,31.7,8700,tor,det,home, 101-102,36:06,15,6,5,1,1,2,4,5,10,1,2
"Smith, Ishmael",1,29.5,4200,det,tor,away, 102-101,31:02,15,5,5,0,1,1,1,6,10,2,4
"Carter-Williams, Michael",1,27.4,4400,chi,min,away, 89-117,29:36,12,7,6,2,0,6,1,4,12,3,5
"Rose, Derrick",1,24.8,5900,nyk,sas,home, 94-90,30:21,18,4,2,0,1,3,0,6,11,6,8
"Caldwell-Pope, Kentavious",2,23,5100,det,tor,away, 102-101,40:51,21,0,2,0,0,1,2,8,22,3,3
"Lee, Courtney",2,22.5,4300,nyk,sas,home, 94-90,34:42,9,5,5,1,0,2,1,4,9,0,0
"Rondo, Rajon",1,19.6,5000,chi,min,away, 89-117,23:48,10,3,6,1,0,5,0,5,9,0,0
"Afflalo, Arron",2,18.2,3500,sac,nor,home, 105-99,32:13,10,1,2,1,1,0,1,3,7,3,3
"McLemore, Ben",2,16.9,4100,sac,nor,home, 105-99,27:50,11,2,1,1,1,2,3,4,7,0,0
"Grant, Jerian",1,15.7,3600,chi,min,away, 89-117,19:55,8,1,3,0,1,0,2,3,5,0,0
"Ginobili, Manu",2,15.6,3500,sas,nyk,away, 90-94,17:03,4,3,4,1,0,0,0,2,9,0,0
"Evans, Tyreke",2,15.1,4500,nor,sac,away, 99-105,15:09,7,3,1,2,0,1,0,2,6,3,4
"Mills, Patty",1,14.2,3500,sas,nyk,away, 90-94,19:48,8,1,2,2,0,2,2,3,8,0,0
"Valentine, Denzel",2,12.3,3500,chi,min,away, 89-117,22:41,3,4,1,2,0,1,1,1,4,0,0
"Green, Danny",2,12.1,3900,sas,nyk,away, 90-94,33:52,6,3,1,1,0,1,2,2,13,0,0
