Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Leonard, Kawhi",-1,56.3,N/A,tor,gsw,home, 104-109,38:43,34,14,3,1,1,5,2,8,20,16,16
"Green, Draymond",-1,46.5,N/A,gsw,tor,away, 109-104,40:36,17,10,9,2,1,5,0,6,12,5,6
"Curry, Stephen",-1,40.6,N/A,gsw,tor,away, 109-104,40:40,23,3,4,3,0,1,3,6,17,8,9
"Thompson, Klay",-1,40.5,N/A,gsw,tor,away, 109-104,32:08,25,5,5,1,0,1,4,10,17,1,2
"Cousins, DeMarcus",-1,35,N/A,gsw,tor,away, 109-104,27:38,11,10,6,0,2,3,1,3,8,4,4
"VanVleet, Fred",-1,31.8,N/A,tor,gsw,home, 104-109,38:08,17,4,2,3,0,2,2,7,17,1,1
"Iguodala, Andre",-1,30.6,N/A,gsw,tor,away, 109-104,28:04,8,8,6,1,1,2,2,3,8,0,0
"Siakam, Pascal",-1,29.1,N/A,tor,gsw,home, 104-109,40:56,12,8,5,0,0,0,0,5,18,2,4
"Ibaka, Serge",-1,25,N/A,tor,gsw,home, 104-109,16:17,7,10,0,2,0,0,1,3,7,0,0
"Lowry, Kyle",-1,18.2,N/A,tor,gsw,home, 104-109,27:41,13,1,2,1,0,2,3,4,11,2,3
"Gasol, Marc",-1,17.2,N/A,tor,gsw,home, 104-109,31:29,6,6,2,0,1,2,0,2,7,2,2
"Cook, Quinn",-1,13.2,N/A,gsw,tor,away, 109-104,21:13,9,1,0,0,1,0,3,3,6,0,0
"Powell, Norman",-1,13.2,N/A,tor,gsw,home, 104-109,21:07,7,1,2,1,0,1,1,3,7,0,0
"Green, Danny",-1,12.5,N/A,tor,gsw,home, 104-109,25:39,8,5,1,0,0,3,2,3,7,0,0
"Livingston, Shaun",-1,9.5,N/A,gsw,tor,away, 109-104,16:05,6,0,3,0,0,1,0,2,4,2,2
"Bogut, Andrew",-1,7.2,N/A,gsw,tor,away, 109-104,7:09,6,1,0,0,0,0,0,3,3,0,0
"Jerebko, Jonas",-1,4.4,N/A,gsw,tor,away, 109-104,6:04,2,2,0,0,0,0,0,1,4,0,0
"McKinnie, Alfonzo",-1,3.7,N/A,gsw,tor,away, 109-104,9:47,2,1,1,0,0,1,0,1,3,0,0
"Looney, Kevon",-1,0.2,N/A,gsw,tor,away, 109-104,10:23,0,1,0,0,0,1,0,0,0,0,0
