Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Oladipo, Victor",2,68.4,8600,ind,tor,away, 115-120,38:58,36,7,6,3,3,3,3,14,22,5,7
"Curry, Stephen",1,50.2,9700,gsw,orl,away, 133-112,33:03,23,6,10,3,0,4,3,9,20,2,2
"Mitchell, Donovan",2,48.8,6800,uta,nor,home, 114-108,36:42,41,4,4,0,0,3,6,13,25,9,11
"DeRozan, DeMar",2,46.5,7800,tor,ind,home, 120-115,33:43,26,5,5,2,1,2,0,9,21,8,10
"Westbrook, Russell",1,45.8,11300,okc,min,home, 111-107,36:52,15,9,14,2,0,7,0,6,21,3,4
"Burks, Alec",2,38.1,3600,uta,nor,home, 114-108,31:12,24,3,1,2,1,0,1,10,17,3,3
"Thompson, Klay",2,38.1,6900,gsw,orl,away, 133-112,35:18,27,3,5,0,0,0,3,11,14,2,2
"Rondo, Rajon",1,37.1,4800,nor,uta,away, 108-114,28:38,13,8,11,0,0,2,1,6,9,0,0
"Payton, Elfrid",1,35.3,7200,orl,gsw,home, 112-133,29:23,10,4,9,3,0,2,0,5,10,0,2
"Collison, Darren",1,34,5600,ind,tor,away, 115-120,33:40,16,5,6,2,0,3,2,5,13,4,5
"Wiggins, Andrew",2,33.1,6400,min,okc,away, 107-111,39:31,23,3,1,1,1,1,4,8,14,3,6
"Fournier, Evan",2,31.7,5400,orl,gsw,home, 112-133,33:08,22,1,5,1,0,2,4,8,15,2,2
"Ginobili, Manu",2,31.4,3500,sas,mem,away, 95-79,24:37,11,7,6,1,0,0,3,4,8,0,0
"Grant, Jerian",1,31,4300,chi,sac,home, 106-107,26:48,17,0,6,2,0,1,3,6,11,2,3
"Satoransky, Tomas",1,30.8,4600,was,det,home, 109-91,23:01,17,4,4,1,0,0,2,5,6,5,5
"Carter-Williams, Michael",1,29.8,5400,cha,mia,away, 100-105,27:48,12,4,6,1,1,2,0,4,7,4,4
"Moore, E'Twaun",2,29.2,3700,nor,uta,away, 108-114,36:10,18,1,4,1,1,2,4,7,11,0,0
