Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Schroder, Dennis",1,46.5,8100,atl,orl,away, 106-110,39:21,26,5,7,2,0,2,1,10,26,5,6
"Walker, Kemba",1,43.7,8200,cha,gsw,home, 87-101,36:52,24,6,5,2,0,1,3,8,21,5,7
"Oladipo, Victor",2,43.6,9400,ind,chi,home, 98-96,38:46,27,8,2,3,0,5,4,10,20,3,4
"Williams, Louis",2,40.6,8000,lac,min,home, 107-113,36:34,23,3,8,1,0,1,4,9,20,1,2
"Holiday, Jrue",2,39.7,7100,nor,den,home, 123-114,35:03,27,1,7,1,0,2,1,12,20,2,3
"Harris, Gary",2,38.6,6700,den,nor,away, 114-123,37:15,24,3,4,2,0,1,3,8,19,5,8
"Fournier, Evan",2,37.3,6400,orl,atl,home, 110-106,40:48,27,4,1,2,0,2,2,12,21,1,3
"Bledsoe, Eric",1,36.5,6900,mil,det,home, 104-100,31:24,22,5,3,1,1,2,2,9,21,2,5
"Dunn, Kris",1,36.2,6700,chi,ind,away, 96-98,34:08,18,6,6,1,1,4,1,8,14,1,3
"Rivers, Austin",1,35.4,6200,lac,min,home, 107-113,37:00,23,2,4,2,0,2,2,9,18,3,5
"Hield, Buddy",2,35.3,4300,sac,cle,away, 95-101,25:42,17,4,3,3,1,3,2,7,13,1,1
"Middleton, Khris",2,35,7500,mil,det,home, 104-100,36:38,21,5,6,0,0,1,2,7,10,5,5
"Irving, Kyrie",1,34.9,8900,bos,dal,home, 97-90,32:05,23,2,5,0,2,4,1,10,18,2,2
"Johnson, Tyler",1,33.6,4000,mia,sas,away, 105-117,30:27,25,3,2,1,0,1,5,9,12,2,4
"Green, Danny",2,33.6,4500,sas,mia,home, 117-105,29:58,12,3,2,2,3,0,2,5,7,0,0
"Teague, Jeff",1,33.1,6200,min,lac,away, 113-107,37:17,19,3,7,1,0,3,4,6,14,3,3
"Waiters, Dion",2,31.7,6000,mia,sas,away, 105-117,34:33,22,1,5,0,1,2,4,8,12,2,2
"Jack, Jarrett",1,30.2,4600,nyk,mem,home, 99-88,27:06,10,6,10,0,0,2,0,3,5,4,6
"Murray, Jamal",1,29.2,5400,den,nor,away, 114-123,22:39,15,1,4,2,1,2,1,5,11,4,4
"Parker, Tony",1,29.1,3500,sas,mia,home, 117-105,19:51,10,3,9,0,1,1,0,5,7,0,0
"Batum, Nicolas",2,29,6500,cha,gsw,home, 87-101,35:35,15,5,4,2,0,4,2,6,12,1,2
"Hill, George",1,28.5,4500,sac,cle,away, 95-101,30:03,10,5,3,1,2,1,2,4,10,0,0
"Thompson, Klay",2,28.3,6900,gsw,cha,away, 101-87,36:17,22,4,3,0,0,3,4,9,14,0,0
"Mason III, Frank",1,27.4,3900,sac,cle,away, 95-101,19:10,15,2,2,3,0,2,1,4,6,6,10
"Rondo, Rajon",1,26.7,6000,nor,den,home, 123-114,25:59,11,6,7,0,0,2,1,5,7,0,0
"Barton, Will",2,26.4,7500,den,nor,away, 114-123,34:23,15,7,2,0,0,0,3,6,14,0,0
"Bradley, Avery",2,26.2,4900,det,mil,away, 100-104,32:49,20,1,2,1,0,1,3,5,13,7,8
"Payton, Elfrid",1,26,7600,orl,atl,home, 110-106,39:48,6,5,6,2,1,4,0,3,11,0,0
"Smith Jr., Dennis",1,25.7,5600,dal,bos,away, 90-97,24:44,12,6,1,2,0,1,1,4,16,3,4
"Brogdon, Malcolm",2,25,4400,mil,det,home, 104-100,25:34,10,5,4,1,0,0,0,5,10,0,0
"Mudiay, Emmanuel",1,24.9,3700,den,nor,away, 114-123,26:46,17,2,3,1,0,2,3,5,13,4,4
"Rozier, Terry",1,24.3,3700,bos,dal,home, 97-90,27:45,12,9,1,0,0,0,1,3,9,5,7
"Jackson, Reggie",1,24,5700,det,mil,away, 100-104,32:08,14,5,4,0,0,2,1,5,14,3,4
"Mills, Patty",1,23.6,4200,sas,mia,home, 117-105,27:08,13,3,6,0,0,2,3,5,11,0,0
"Chalmers, Mario",1,23.2,4000,mem,nyk,away, 88-99,22:46,14,1,2,2,0,1,1,5,9,3,4
