Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,88.8,10600,hou,dal,away, 153-149,43:29,49,9,8,3,3,1,3,14,20,18,21
"Westbrook, Russell",1,59.2,9800,hou,dal,away, 153-149,43:40,31,11,8,2,1,6,1,13,30,4,8
"Doncic, Luka",2,56.6,10800,dal,hou,home, 149-153,42:08,28,13,10,1,1,8,1,11,27,5,9
"Fox, De'Aaron",1,54.6,7500,sac,sas,away, 120-129,37:51,39,3,6,1,1,3,1,17,33,4,5
"McCollum, C.J.",2,49.6,7400,por,mem,home, 140-135,45:42,33,3,6,2,0,2,3,14,21,2,2
"Lillard, Damian",1,45.5,8900,por,mem,home, 140-135,44:48,29,5,9,0,0,3,2,10,22,7,9
"Morant, Ja",1,44.5,6300,mem,por,away, 135-140,40:45,22,5,11,1,0,3,1,7,22,7,7
"Burke, Trey",1,44.2,3500,dal,hou,home, 149-153,29:57,31,1,6,1,0,0,8,11,16,1,2
"White, Derrick",1,44.1,5200,sas,sac,home, 129-120,33:36,26,8,5,1,1,5,4,8,15,6,6
"DeRozan, DeMar",2,44,8200,sas,sac,home, 129-120,37:54,27,5,10,0,0,4,0,10,13,7,9
"Middleton, Khris",2,38,7100,mil,bos,home, 119-112,32:55,18,5,8,1,0,1,2,6,20,4,4
"Booker, Devin",2,37,8000,pho,was,away, 125-112,35:54,27,5,4,1,0,5,2,8,21,9,9
"Rubio, Ricky",1,35.7,6500,pho,was,away, 125-112,29:07,15,1,9,3,0,3,1,3,7,8,8
"Bogdanovic, Bogdan",2,34.4,5300,sac,sas,away, 120-129,31:37,24,2,2,2,0,1,6,8,15,2,2
"Luwawu, Timothe",2,31.8,4300,bkn,orl,home, 118-128,21:33,24,4,0,1,0,0,5,8,12,3,4
"Brooks, Dillon",2,29.8,4300,mem,por,away, 135-140,35:27,15,4,4,1,1,2,2,6,16,1,2
"Smith, Ishmael",1,29.3,4400,was,pho,home, 112-125,26:56,17,4,7,0,0,3,1,8,18,0,0
"LeVert, Caris",2,28.9,8200,bkn,orl,home, 118-128,27:49,17,2,7,1,0,4,0,7,17,3,4
"Smart, Marcus",2,28.3,5400,bos,mil,away, 112-119,32:09,23,4,1,1,0,4,3,7,11,6,8
"Wanamaker, Brad",1,27.7,3500,bos,mil,away, 112-119,26:06,14,6,1,2,0,1,0,5,9,4,4
"Trent Jr., Gary",2,24.2,3700,por,mem,home, 140-135,26:30,17,1,2,0,1,0,4,5,8,3,5
"Robinson, Jerome",1,23.7,3500,was,pho,home, 112-125,31:39,20,1,1,1,0,2,4,7,9,2,3
"Payne, Cameron",1,23.6,3500,pho,was,away, 125-112,18:57,9,3,2,2,1,1,1,4,7,0,0
"Walker, Lonnie",2,23.6,3800,sas,sac,home, 129-120,32:18,16,3,4,0,0,2,1,7,12,1,1
"Melton, De'Anthony",1,22.8,4800,mem,por,away, 135-140,29:59,7,4,2,2,1,1,0,2,5,3,7
"Walker, Kemba",1,22.2,6200,bos,mil,away, 112-119,19:08,16,1,2,0,1,1,3,5,9,3,4
"Napier, Shabazz",1,22.1,6200,was,pho,home, 112-125,26:37,12,3,3,1,1,4,1,4,13,3,3
"Fultz, Markelle",1,20.4,5700,orl,bkn,away, 128-118,18:57,8,2,6,1,0,2,0,4,9,0,0
"Murray, Dejounte",1,19.8,6200,sas,sac,home, 129-120,21:05,11,4,4,0,0,2,1,5,11,0,0
"DiVincenzo, Donte",2,19.7,5200,mil,bos,home, 119-112,26:43,10,6,3,0,0,2,2,4,8,0,0
"Brown, Sterling",2,19.7,3600,mil,bos,home, 119-112,22:56,3,6,1,3,0,1,0,1,4,1,1
"Johnson, Tyler",1,19.4,4100,bkn,orl,home, 118-128,18:37,11,2,4,0,0,0,1,2,8,6,6
"Hill, George",1,18.8,3800,mil,bos,home, 119-112,27:37,7,4,4,1,0,2,0,2,5,3,4
"Rivers, Austin",1,18.4,3800,hou,dal,away, 153-149,19:38,10,2,2,1,0,0,1,4,8,1,1
"Ross, Terrence",2,16.1,5500,orl,bkn,away, 128-118,23:02,8,3,1,1,0,0,1,3,8,1,1
"Joseph, Cory",1,15.4,3800,sac,sas,away, 120-129,26:17,5,2,4,1,0,1,1,2,5,0,0
"Augustin, D.J.",1,14.7,4300,orl,bkn,away, 128-118,26:21,11,1,3,0,0,2,1,5,9,0,0
"Belinelli, Marco",2,14.7,3500,sas,sac,home, 129-120,15:12,9,1,1,1,0,0,0,1,4,7,7
"Martin, Jeremiah",1,14.4,3500,bkn,orl,home, 118-128,9:32,7,2,2,1,0,1,1,3,8,0,0
"Carter, Jevon",1,13.9,3500,pho,was,away, 125-112,24:55,7,2,1,1,0,0,1,2,5,2,2
"Korver, Kyle",2,13.9,3700,mil,bos,home, 119-112,13:54,6,2,1,2,0,2,2,2,5,0,0
"McLemore, Ben",2,13,3600,hou,dal,away, 153-149,13:50,13,0,0,0,0,0,4,4,4,1,2
"Hield, Buddy",2,12.3,5500,sac,sas,away, 120-129,19:31,6,4,1,1,0,3,1,2,13,1,3
"Curry, Seth",1,12.2,5100,dal,hou,home, 149-153,23:01,3,1,0,2,1,1,0,0,4,3,6
"Carter-Williams, Michael",1,12.2,4400,orl,bkn,away, 128-118,21:39,6,1,2,1,0,1,1,2,9,1,1
"Anderson, Justin",2,11.6,3500,bkn,orl,home, 118-128,9:36,0,3,4,0,1,1,0,0,2,0,0
"Allen, Grayson",2,11.4,3500,mem,por,away, 135-140,21:51,5,2,0,2,0,2,1,2,4,0,1
"Weatherspoon, Quinndary",2,10.2,3500,sas,sac,home, 129-120,9:58,4,1,2,1,0,1,0,2,5,0,0
"Matthews, Wes",2,9,3900,mil,bos,home, 119-112,26:41,9,0,0,0,0,0,2,2,6,3,3
"Wright, Delon",2,7.9,4700,dal,hou,home, 149-153,15:15,5,2,1,0,0,1,1,2,4,0,0
"Chiozza, Chris",1,7.7,5600,bkn,orl,home, 118-128,17:23,2,1,3,0,0,0,0,1,6,0,0
"Grant, Jerian",1,7.7,3500,was,pho,home, 112-125,10:08,5,1,1,0,0,0,1,2,2,0,0
