Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",NA,59.9,N/A,hou,lac,away, 109-96,28:23,   37pt 7rb 7as 2st 2to 4trey 8-22fg 17-20ft,37,7,7,2,0,2,4,8,22,17,20
"Sabonis, Domantas",NA,42.4,N/A,ind,sac,away, 132-131,31:12,   21pt 12rb 2as 2st 1bl 5to 9-16fg 3-4ft,21,12,2,2,1,5,0,9,16,3,4
"Turner, Myles",NA,42.1,N/A,ind,sac,away, 132-131,30:19,   11pt 13rb 3as 3st 2bl 4to 5-10fg 1-2ft,11,13,3,3,2,4,0,5,10,1,2
"Brogdon, Malcolm",NA,41.2,N/A,ind,sac,away, 132-131,34:21,   15pt 6rb 14as 2to 2trey 5-13fg 3-4ft,15,6,14,0,0,2,2,5,13,3,4
"Warren, T.J.",NA,39.5,N/A,ind,sac,away, 132-131,32:55,   30pt 5rb 1as 1st 1to 5trey 11-18fg 3-3ft,30,5,1,1,0,1,5,11,18,3,3
"LeVert, Caris",NA,35.9,N/A,bkn,,home, 137-,20:24,   13pt 2rb 9as 3st 2to 1trey 4-8fg 4-6ft,13,2,9,3,0,2,1,4,8,4,6
"Nwaba, David",NA,35,N/A,bkn,,home, 137-,23:06,   18pt 5rb 4as 2st 1to 2trey 7-8fg 2-3ft,18,5,4,2,0,1,2,7,8,2,3
"Musa, Dzanan",NA,33.9,N/A,bkn,,home, 137-,24:54,   18pt 7rb 3as 1st 1trey 7-15fg 3-6ft,18,7,3,1,0,0,1,7,15,3,6
"Harrell, Montrezl",NA,33.7,N/A,lac,hou,home, 96-109,24:11,   17pt 6rb 3as 2bl 1to 5-10fg 7-10ft,17,6,3,0,2,1,0,5,10,7,10
"Hield, Buddy",NA,33.3,N/A,sac,ind,home, 131-132,31:33,   28pt 4rb 1as 1st 4to 4trey 11-20fg 2-2ft,28,4,1,1,0,4,4,11,20,2,2
"Barnes, Harrison",NA,32.4,N/A,sac,ind,home, 131-132,34:25,   21pt 2rb 4as 1st 2trey 4-7fg 11-11ft,21,2,4,1,0,0,2,4,7,11,11
"Prince, Taurean",NA,31.3,N/A,bkn,,home, 137-,23:06,   22pt 4rb 1as 1st 6trey 8-10fg,22,4,1,1,0,0,6,8,10,0,0
"Capela, Clint",NA,31.2,N/A,hou,lac,away, 109-96,26:39,   14pt 11rb 2as 1bl 2to 4-9fg 6-10ft,14,11,2,0,1,2,0,4,9,6,10
"Dinwiddie, Spencer",NA,30.9,N/A,bkn,,home, 137-,21:41,   5pt 12rb 7as 1st 2to 1trey 2-8fg 0-2ft,5,12,7,1,0,2,1,2,8,0,2
"Fox, De'Aaron",NA,30.6,N/A,sac,ind,home, 131-132,33:05,   16pt 3rb 8as 1st 4to 6-15fg 4-7ft,16,3,8,1,0,4,0,6,15,4,7
"Clemons, Chris",NA,28.3,N/A,hou,lac,away, 109-96,23:15,   15pt 4rb 3as 2st 2to 3trey 5-14fg 2-2ft,15,4,3,2,0,2,3,5,14,2,2
"Holmes, Richaun",NA,25.8,N/A,sac,ind,home, 131-132,19:35,   10pt 4rb 2st 2bl 1to 4-6fg 2-2ft,10,4,0,2,2,1,0,4,6,2,2
"Allen, Jarrett",NA,24.5,N/A,bkn,,home, 137-,19:45,   12pt 5rb 3as 1st 1bl 4to 5-5fg 2-4ft,12,5,3,1,1,4,0,5,5,2,4
"Lamb, Jeremy",NA,24.2,N/A,ind,sac,away, 132-131,32:32,   20pt 1rb 2as 1st 3to 1trey 6-12fg 7-8ft,20,1,2,1,0,3,1,6,12,7,8
"McGruder, Rodney",NA,23.1,N/A,lac,hou,home, 96-109,17:10,   12pt 3rb 3as 1st 2trey 4-9fg 2-4ft,12,3,3,1,0,0,2,4,9,2,4
"Bjelica, Nemanja",NA,23,N/A,sac,ind,home, 131-132,22:03,   14pt 5rb 2as 1st 3to 2trey 4-9fg 4-5ft,14,5,2,1,0,3,2,4,9,4,5
"Bagley, Marvin",NA,23,N/A,sac,ind,home, 131-132,29:57,   12pt 5rb 2bl 1to 5-12fg 2-4ft,12,5,0,0,2,1,0,5,12,2,4
"Bogdanovic, Bogdan",NA,22.9,N/A,sac,ind,home, 131-132,28:06,   14pt 2rb 7as 4to 3trey 5-7fg 1-2ft,14,2,7,0,0,4,3,5,7,1,2
"Coffey, Amir",NA,22.4,N/A,lac,hou,home, 96-109,15:48,   10pt 2rb 2as 3st 2to 4-9fg 2-4ft,10,2,2,3,0,2,0,4,9,2,4
"Jordan, DeAndre",NA,20.6,N/A,bkn,,home, 137-,19:23,   11pt 8rb 4-4fg 3-4ft,11,8,0,0,0,0,0,4,4,3,4
"Claxton, Nicolas",NA,20.2,N/A,bkn,,home, 137-,8:52,   13pt 1rb 2bl 5-6fg 3-4ft,13,1,0,0,2,0,0,5,6,3,4
"Temple, Garrett",NA,20.1,N/A,bkn,,home, 137-,20:18,   12pt 3rb 3as 2trey 4-9fg 2-2ft,12,3,3,0,0,0,2,4,9,2,2
"Pinson, Theo",NA,19.7,N/A,bkn,,home, 137-,21:37,   4pt 1rb 7as 2st 2to 2-6fg,4,1,7,2,0,2,0,2,6,0,0
"Zubac, Ivica",NA,19,N/A,lac,hou,home, 96-109,17:36,   10pt 5rb 2bl 3to 4-5fg 2-4ft,10,5,0,0,2,3,0,4,5,2,4
"Ariza, Trevor",NA,17.9,N/A,sac,ind,home, 131-132,28:25,   5pt 2rb 5as 1st 1trey 2-7fg,5,2,5,1,0,0,1,2,7,0,0
"Kabengele, Mfiondu",NA,16.8,N/A,lac,hou,home, 96-109,6:13,   0pt 4rb 2as 1st 2bl 0-2fg,0,4,2,1,2,0,0,0,2,0,0
"Williams, Louis",NA,16.6,N/A,lac,hou,home, 96-109,10:28,   13pt 3rb 2trey 3-8fg 5-5ft,13,3,0,0,0,0,2,3,8,5,5
"Sumner, Edmond",NA,15.9,N/A,ind,sac,away, 132-131,20:28,   7pt 2rb 1as 2st 1to 1trey 3-5fg,7,2,1,2,0,1,1,3,5,0,0
"Sefolosha, Thabo",NA,14.8,N/A,hou,lac,away, 109-96,13:08,   4pt 4rb 2as 1bl 0-1fg 4-4ft,4,4,2,0,1,0,0,0,1,4,4
"Kurucs, Rodions",NA,14.6,N/A,bkn,,home, 137-,24:54,   9pt 3rb 2as 1to 2trey 3-6fg 1-4ft,9,3,2,0,0,1,2,3,6,1,4
"Tucker, P.J.",NA,14.4,N/A,hou,lac,away, 109-96,24:18,   0pt 7rb 2st 0-1fg,0,7,0,2,0,0,0,0,1,0,0
"Blossomgame, Jaron",NA,12.9,N/A,hou,lac,away, 109-96,12:00,   4pt 7rb 1as 1to 2-2fg,4,7,1,0,0,1,0,2,2,0,0
"Walton Jr., Derrick",NA,12.5,N/A,lac,hou,home, 96-109,15:16,   3pt 5as 1bl 1to 1trey 1-5fg,3,0,5,0,1,1,1,1,5,0,0
"McLemore, Ben",NA,12.4,N/A,hou,lac,away, 109-96,22:33,   9pt 2rb 1st 2to 3trey 3-5fg,9,2,0,1,0,2,3,3,5,0,0
"Clark, Gary",NA,12.3,N/A,hou,lac,away, 109-96,11:38,   3pt 4rb 1as 1st 1trey 1-4fg,3,4,1,1,0,0,1,1,4,0,0
"McDermott, Doug",NA,11,N/A,ind,sac,away, 132-131,16:01,   9pt 1st 1to 1trey 3-6fg 2-2ft,9,0,0,1,0,1,1,3,6,2,2
"Joseph, Cory",NA,10.7,N/A,sac,ind,home, 131-132,16:27,   5pt 1rb 3as 1st 3to 1trey 1-2fg 2-3ft,5,1,3,1,0,3,1,1,2,2,3
"Gordon, Eric",NA,10.5,N/A,hou,lac,away, 109-96,18:59,   6pt 1as 2st 3to 3-8fg,6,0,1,2,0,3,0,3,8,0,0
"Robinson, Jerome",NA,10.2,N/A,lac,hou,home, 96-109,16:54,   8pt 1rb 2as 2to 2trey 3-12fg,8,1,2,0,0,2,2,3,12,0,0
"Harkless, Maurice",NA,9.6,N/A,lac,hou,home, 96-109,23:06,   5pt 3rb 2as 2to 1trey 2-5fg,5,3,2,0,0,2,1,2,5,0,0
"Beverley, Patrick",NA,9.2,N/A,lac,hou,home, 96-109,12:08,   0pt 6rb 2as 1bl 4to 0-2ft,0,6,2,0,1,4,0,0,0,0,2
"Hartenstein, Isaiah",NA,8.9,N/A,hou,lac,away, 109-96,12:00,   6pt 2rb 1as 1bl 4to 3-6fg,6,2,1,0,1,4,0,3,6,0,0
"Chandler, Tyson",NA,8.6,N/A,hou,lac,away, 109-96,9:21,   3pt 3rb 1bl 1to 1-2fg 1-2ft,3,3,0,0,1,1,0,1,2,1,2
"Green, JaMychal",NA,8,N/A,lac,hou,home, 96-109,18:41,   3pt 5rb 1to 1trey 1-4fg,3,5,0,0,0,1,1,1,4,0,0
"Holiday, Justin",NA,7.2,N/A,ind,sac,away, 132-131,8:59,   4pt 1rb 1st 1to 0-1fg 4-4ft,4,1,0,1,0,1,0,0,1,4,4
"Rivers, Austin",NA,7,N/A,hou,lac,away, 109-96,18:19,   2pt 2as 1st 1to 1-6fg,2,0,2,1,0,1,0,1,6,0,0
"Sampson, JaKarr",NA,6.8,N/A,ind,sac,away, 132-131,22:36,   4pt 4rb 2to 2-4fg,4,4,0,0,0,2,0,2,4,0,0
"Holiday, Aaron",NA,6.7,N/A,ind,sac,away, 132-131,10:14,   3pt 1rb 3as 2to 1-4fg 1-2ft,3,1,3,0,0,2,0,1,4,1,2
"McConnell, T.J.",NA,5.2,N/A,ind,sac,away, 132-131,8:25,   4pt 1rb 2-2fg,4,1,0,0,0,0,0,2,2,0,0
"Green, Gerald",NA,5.2,N/A,hou,lac,away, 109-96,7:27,   4pt 1rb 1-4fg 2-2ft,4,1,0,0,0,0,0,1,4,2,2
"Ponds, Shamorie",NA,4.5,N/A,hou,lac,away, 109-96,12:00,   2pt 1as 1bl 2to 1-4fg,2,0,1,0,1,2,0,1,4,0,0
"Johnson, Alize",NA,4.2,N/A,ind,sac,away, 132-131,13:36,   4pt 1rb 1to 1-1fg 2-4ft,4,1,0,0,0,1,0,1,1,2,4
"Thomas, Lance",NA,3.9,N/A,bkn,,home, 137-,12:00,   0pt 2rb 1as,0,2,1,0,0,0,0,0,0,0,0
