Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,59.3,"$12,500",okc,v lal, 128-138,43:21,   26pt 9rb 13as 1st 1bl 3to 5trey 7-30fg 7-10ft
"Butler, Jimmy",SG,54,"$8,100",phi,@ ind, 120-96,34:43,   27pt 5rb 8as 3st 1trey 10-17fg 6-6ft
"Hart, Josh",SG,42.5,"$4,700",lal,@ okc, 138-128,33:09,   12pt 10rb 5as 3st 1bl 1to 2trey 3-6fg 4-5ft
"Beal, Bradley",SG,41.8,"$10,400",was,v nyk, 101-100,40:01,   26pt 9rb 4as 2st 7to 2trey 10-29fg 4-5ft
"Lowry, Kyle",PG,40.8,"$8,000",tor,v pho, 111-109,39:42,   16pt 9rb 8as 2st 4to 2trey 4-15fg 6-9ft
"Ball, Lonzo",PG,39.2,"$7,700",lal,@ okc, 138-128,33:03,   18pt 6rb 10as 1st 4to 4trey 7-17fg
"Booker, Devin",SG,38.4,"$7,700",pho,@ tor, 109-111,35:11,   30pt 2rb 8as 6to 4trey 10-21fg 6-9ft
"Walker, Kemba",PG,36.3,"$9,200",cha,v sac, 114-95,28:42,   23pt 4rb 5as 1bl 2to 3trey 9-21fg 2-2ft
"Murray, Jamal",PG,33.9,"$7,600",den,v chi, 135-105,29:04,   25pt 2rb 5as 1to 7trey 8-16fg 2-2ft
"Hield, Buddy",SG,32.7,"$6,400",sac,@ cha, 95-114,32:06,   24pt 1rb 1as 2st 6trey 9-18fg
"Simmons, Ben",PG,32.6,"$10,700",phi,@ ind, 120-96,33:21,   11pt 8rb 8as 1st 1bl 6to 5-10fg 1-2ft
"Satoransky, Tomas",PG,31.9,"$6,400",was,v nyk, 101-100,30:15,   14pt 2rb 5as 2st 1bl 1to 2trey 6-8fg
"Mudiay, Emmanuel",PG,31.4,"$6,600",nyk,@ was, 100-101,31:14,   25pt 7rb 2as 5to 1trey 11-18fg 2-2ft
"Redick, J.J.",SG,30.1,"$5,500",phi,@ ind, 120-96,33:20,   20pt 3rb 5as 1to 6trey 7-12fg
"Fox, De'Aaron",PG,30,"$8,600",sac,@ cha, 95-114,30:30,   10pt 5rb 8as 1st 1bl 4to 4-10fg 2-3ft
"Ferguson, Terrance",SG,28.6,"$3,500",okc,v lal, 128-138,37:22,   21pt 3rb 2as 1st 2to 6trey 6-13fg 3-5ft
"VanVleet, Fred",PG,26.4,"$5,000",tor,v pho, 111-109,31:05,   15pt 2rb 4as 1bl 1trey 6-11fg 2-2ft
"Parker, Tony",PG,26.4,"$3,600",cha,v sac, 114-95,17:32,   14pt 2rb 6as 1st 2to 5-10fg 4-4ft
"McConnell, T.J.",PG,25.3,"$4,600",phi,@ ind, 120-96,21:03,   7pt 4rb 5as 1st 1bl 3-6fg 1-1ft
"Oladipo, Victor",SG,24.9,"$8,000",ind,v phi, 96-120,33:37,   15pt 2rb 7as 3to 3trey 6-20fg
"Collison, Darren",PG,24.7,"$5,800",ind,v phi, 96-120,29:35,   6pt 6rb 5as 2st 2to 3-10fg
"Lamb, Jeremy",SG,24.5,"$5,900",cha,v sac, 114-95,26:19,   14pt 5rb 1as 2st 3to 2trey 5-14fg 2-2ft
"Beasley, Malik",SG,24.3,"$4,700",den,v chi, 135-105,33:54,   13pt 9rb 1as 1to 2trey 5-7fg 1-1ft
"Bogdanovic, Bogdan",SG,22.2,"$6,200",sac,@ cha, 95-114,27:20,   17pt 1rb 2as 1st 2to 1trey 8-13fg
"Craig, Torrey",SG,21,"$3,700",den,v chi, 135-105,23:29,   13pt 5rb 1bl 1to 4trey 4-7fg 1-1ft
"LaVine, Zach",SG,21,"$6,700",chi,@ den, 105-135,28:48,   8pt 5rb 6as 2to 4-15fg
"Trier, Allonzo",SG,20.9,"$3,600",nyk,@ was, 100-101,23:29,   13pt 2rb 3as 1st 2to 1trey 5-8fg 2-2ft
"Caldwell-Pope, Kentavious",SG,20.9,"$4,500",lal,@ okc, 138-128,23:22,   13pt 2rb 1as 2st 2to 3trey 5-7fg
"Dotson, Damyean",SG,19.6,"$4,000",nyk,@ was, 100-101,25:19,   13pt 3rb 2as 3trey 5-8fg
"Wright, Delon",SG,19.5,"$4,500",tor,v pho, 111-109,18:30,   10pt 5as 1st 1to 4-5fg 2-2ft
"Joseph, Cory",PG,17.4,"$4,100",ind,v phi, 96-120,21:23,   8pt 2rb 6as 2to 4-6fg
"Green, Danny",SG,14.7,"$4,900",tor,v pho, 111-109,26:12,   9pt 1rb 1as 1st 1trey 3-6fg 2-3ft
"Morris, Monte",SG,14.7,"$3,700",den,v chi, 135-105,16:05,   6pt 1rb 5as 3-7fg
"Melton, De'Anthony",PG,14.6,"$5,500",pho,@ tor, 109-111,16:07,   2pt 3rb 2as 1st 1bl 1-4fg
