Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Lillard, Damian",PG,62,"$9,300",por,@ okc, 114-123,40:24,   34pt 5rb 8as 5st 5to 2trey 12-24fg 8-8ft
"Westbrook, Russell",PG,60,"$12,500",okc,v por, 123-114,36:43,   29pt 10rb 14as 1st 5to 1trey 9-20fg 10-12ft
"Bogdanovic, Bogdan",SG,47.1,"$5,900",sac,@ tor, 105-120,36:04,   16pt 8rb 9as 3st 1to 1trey 6-15fg 3-4ft
"VanVleet, Fred",PG,41.9,"$4,800",tor,v sac, 120-105,32:11,   19pt 7rb 7as 1st 1bl 2to 3trey 6-10fg 4-5ft
"McCollum, C.J.",SG,38.1,"$6,500",por,@ okc, 114-123,38:10,   31pt 3rb 3as 1bl 4to 7trey 11-23fg 2-2ft
"Doncic, Luka",SG,37.4,"$8,900",dal,v lac, 106-98,32:18,   17pt 7rb 6as 1st 1bl 3to 5-15fg 7-10ft
"Lowry, Kyle",PG,36.3,"$8,300",tor,v sac, 120-105,34:08,   19pt 4rb 9as 1bl 4to 4trey 6-15fg 3-3ft
"Bayless, Jerryd",PG,35.3,"$3,600",min,@ pho, 118-91,28:22,   14pt 4rb 7as 2st 4trey 5-16fg
"Okogie, Josh",SG,35,"$4,200",min,@ pho, 118-91,24:57,   21pt 5rb 2as 2st 1to 4trey 7-11fg 3-3ft
"Beverley, Patrick",PG,34.3,"$4,700",lac,@ dal, 98-106,35:16,   16pt 9rb 3as 1st 3trey 6-14fg 1-3ft
"Smith Jr., Dennis",PG,31.6,"$5,200",dal,v lac, 106-98,36:44,   17pt 8rb 4as 1st 4to 1trey 6-17fg 4-4ft
"Ferrell, Yogi",PG,31.4,"$3,500",sac,@ tor, 105-120,38:30,   10pt 7rb 6as 2st 2to 2trey 4-13fg
"Ferguson, Terrance",SG,28.9,"$4,000",okc,v por, 123-114,36:30,   14pt 2rb 1as 4st 1to 2trey 6-8fg
"Wiggins, Andrew",SG,28.8,"$6,100",min,@ pho, 118-91,33:47,   17pt 9rb 2as 2to 1trey 7-18fg 2-4ft
"Hield, Buddy",SG,28.1,"$6,000",sac,@ tor, 105-120,35:27,   15pt 3rb 5as 1st 1bl 4to 2trey 5-14fg 3-3ft
"Booker, Devin",SG,25.6,"$7,900",pho,v min, 91-118,24:12,   14pt 3rb 4as 1st 1bl 4to 6-11fg 2-2ft
"Bradley, Avery",SG,24.5,"$3,900",lac,@ dal, 98-106,38:30,   15pt 5rb 3as 1to 3trey 5-11fg 2-2ft
"Harris, Devin",PG,23.1,"$3,500",dal,v lac, 106-98,17:18,   13pt 3rb 3as 1st 1to 2trey 5-8fg 1-2ft
"Williams, Louis",SG,20.2,"$6,700",lac,@ dal, 98-106,23:28,   15pt 1rb 4as 2to 1trey 5-16fg 4-4ft
"Schroder, Dennis",SG,20.2,"$6,200",okc,v por, 123-114,22:45,   13pt 1rb 2as 1st 1trey 5-13fg 2-4ft
"Wright, Delon",SG,19.2,"$4,500",tor,v sac, 120-105,24:22,   9pt 6rb 2as 1st 3to 1trey 2-6fg 4-5ft
"Rose, Derrick",PG,16.7,"$6,600",min,@ pho, 118-91,23:14,   6pt 1rb 5as 1st 1to 3-9fg
"Green, Danny",SG,15.9,"$5,000",tor,v sac, 120-105,22:43,   6pt 2rb 1as 1st 1bl 2trey 2-8fg
"Melton, De'Anthony",PG,14.7,"$4,400",pho,v min, 91-118,22:16,   4pt 1rb 3as 2st 1to 2-6fg
"McLemore, Ben",SG,14.4,"$3,700",sac,@ tor, 105-120,12:55,   10pt 2rb 1bl 1to 2trey 3-4fg 2-3ft
"Daniels, Troy",SG,14.2,"$3,500",pho,v min, 91-118,17:24,   7pt 1rb 1st 1bl 1trey 3-7fg
"Gilgeous-Alexander, Shai",PG,13.7,"$3,900",lac,@ dal, 98-106,20:22,   8pt 1rb 1as 1bl 4-14fg
"Matthews, Wes",SG,11.7,"$4,300",dal,v lac, 106-98,32:52,   9pt 1rb 1as 1trey 3-9fg 2-5ft
"Robinson, Jerome",PG,9.9,"$3,500",lac,@ dal, 98-106,9:33,   3pt 2rb 1as 1st 1trey 1-2fg
"Mason III, Frank",SG,7.5,"$3,500",sac,@ tor, 105-120,9:30,   2pt 3as 1st 2to 1-3fg
"Crawford, Jamal",SG,7.2,"$3,500",pho,v min, 91-118,21:35,   0pt 1rb 4as 0-4fg
"McCaw, Patrick",SG,7.1,"$3,500",tor,v sac, 120-105,7:23,   0pt 3rb 1as 1st 1to 0-2fg
"Terrell, Jared",SG,5.5,"$3,500",min,@ pho, 118-91,5:36,   5pt 1as 1to 1trey 2-3fg
"Wallace, Tyrone",SG,5.2,"$3,500",lac,@ dal, 98-106,9:36,   4pt 1rb 1-5fg 2-2ft
"Williams, C.J.",SG,4.7,"$3,500",min,@ pho, 118-91,5:36,   3pt 1rb 1as 1to 1trey 1-1fg
"Thornwell, Sindarius",SG,4.2,"$3,500",lac,@ dal, 98-106,7:23,   3pt 1rb 1-1fg 1-4ft
"Curry, Seth",PG,3.2,"$3,500",por,@ okc, 114-123,12:29,   2pt 1rb 1-2fg
"Brunson, Jalen",PG,0,"$3,700",dal,v lac, 106-98,3:47,   0pt
"Richardson, Malachi",SG,0,"$3,500",tor,v sac, 120-105,1:29,   0pt
"Loyd, Jordan",PG,0,"$3,500",tor,v sac, 120-105,1:29,   0pt 0-1fg
"Okobo, Elie",PG,0,"$3,600",pho,v min, 91-118,3:48,   0pt 0-4fg
"Felton, Raymond",PG,0,"$3,500",okc,v por, 123-114,DNP,   
"Stauskas, Nik",SG,0,"$3,500",por,@ okc, 114-123,DNP,   
"Baldwin, Wade",PG,0,"$3,500",por,@ okc, 114-123,DNP,   
"Shumpert, Iman",SG,0,"$3,800",sac,@ tor, 105-120,DNP,   
"Diallo, Hamidou",SG,0,"$3,500",okc,v por, 123-114,DNP,   
"Luwawu, Timothe",SG,0,"$3,500",okc,v por, 123-114,DNP,   
"Fox, De'Aaron",PG,0,"$8,000",sac,@ tor, 105-120,DNP,   
"Abrines, Alex",SG,0,"$3,600",okc,v por, 123-114,DNP,   
"Teodosic, Milos",PG,0,"$3,500",lac,@ dal, 98-106,NA,   
"Macon, Daryl",PG,0,"$3,500",dal,v lac, 106-98,NA,   
"Simons, Anfernee",SG,0,"$3,500",por,@ okc, 114-123,NA,   
"Burton, Deonte",SG,0,"$3,500",okc,v por, 123-114,NA,   
"Evans, Jawun",PG,0,"$3,500",pho,v min, 91-118,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,v por, 123-114,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,@ okc, 114-123,NA,   
"Barea, Jose",PG,0,"$3,500",dal,v lac, 106-98,NA,   
"Teague, Jeff",PG,0,"$6,300",min,@ pho, 118-91,NA,   
"Jones, Tyus",PG,0,"$4,300",min,@ pho, 118-91,NA,   
"George, Paul",SF,66.6,"$10,400",okc,v por, 123-114,37:55,   36pt 8rb 4as 5st 1bl 3to 3trey 10-21fg 13-15ft
"Jackson, Josh",PF,51.5,"$4,700",pho,v min, 91-118,31:29,   27pt 10rb 3as 3bl 1to 2trey 10-18fg 5-9ft
"Bagley, Marvin",PF,43.7,"$5,600",sac,@ tor, 105-120,37:48,   22pt 11rb 1as 1st 2bl 2to 10-20fg 2-2ft
"Harris, Tobias",PF,31.4,"$8,100",lac,@ dal, 98-106,34:23,   9pt 7rb 4as 1st 2bl 1to 1trey 1-9fg 6-6ft
"Siakam, Pascal",PF,28.3,"$6,900",tor,v sac, 120-105,31:21,   18pt 4rb 1as 1st 1bl 2to 1trey 8-14fg 1-1ft
"Ibaka, Serge",PF,27.5,"$6,700",tor,v sac, 120-105,25:18,   15pt 10rb 1as 1to 5-13fg 5-6ft
"Bender, Dragan",PF,27,"$3,800",pho,v min, 91-118,30:00,   13pt 10rb 2as 1to 1trey 5-10fg 2-5ft
"Harrell, Montrezl",PF,26.1,"$7,800",lac,@ dal, 98-106,31:19,   11pt 8rb 3as 1bl 2to 4-7fg 3-4ft
"Grant, Jerami",PF,26,"$6,400",okc,v por, 123-114,33:10,   11pt 5rb 1st 2bl 2trey 4-8fg 1-2ft
"Oubre, Kelly",SF,25.6,"$6,100",pho,v min, 91-118,26:20,   13pt 3rb 1st 3bl 3to 2trey 5-10fg 1-2ft
"Aminu, Al-Farouq",PF,25.6,"$5,900",por,@ okc, 114-123,30:40,   4pt 13rb 4as 1-7fg 2-4ft
"Barnes, Harrison",SF,23.9,"$5,800",dal,v lac, 106-98,33:33,   20pt 2rb 1as 3trey 7-14fg 3-4ft
"Giles, Harry",PF,23.8,"$3,700",sac,@ tor, 105-120,22:40,   11pt 4rb 2as 2bl 1to 4-8fg 3-6ft
"Miles, C.J.",SF,21.9,"$3,700",tor,v sac, 120-105,15:36,   15pt 2rb 1as 1bl 4trey 5-7fg 1-2ft
"Bridges, Mikal",SF,19,"$4,000",pho,v min, 91-118,28:51,   7pt 4as 1st 1bl 1trey 3-11fg
"Gibson, Taj",PF,18.9,"$5,300",min,@ pho, 118-91,24:30,   13pt 7rb 1as 4to 4-7fg 5-7ft
"Saric, Dario",PF,14.3,"$3,900",min,@ pho, 118-91,16:54,   5pt 4rb 3as 1trey 2-9fg
"Finney-Smith, Dorian",SF,13.3,"$3,900",dal,v lac, 106-98,21:01,   5pt 4rb 1as 1st 1to 1trey 1-1fg 2-2ft
"Powell, Norman",SF,12.7,"$3,900",tor,v sac, 120-105,20:48,   11pt 1rb 1as 1to 1trey 4-7fg 2-5ft
"Motley, Johnathan",PF,12.6,"$3,500",lac,@ dal, 98-106,15:14,   7pt 3rb 1st 1to 2-5fg 3-4ft
"Nowitzki, Dirk",PF,12.2,"$3,500",dal,v lac, 106-98,10:22,   8pt 1rb 1bl 2trey 3-6fg
"Collins, Zach",PF,11.7,"$3,800",por,@ okc, 114-123,12:07,   4pt 6rb 1as 1to 2-3fg
"Boucher, Chris",PF,11.6,"$3,500",tor,v sac, 120-105,11:39,   8pt 3rb 2-4fg 4-4ft
"Tolliver, Anthony",PF,10.5,"$3,500",min,@ pho, 118-91,19:49,   3pt 5rb 1as 1trey 1-4fg
"Leonard, Meyers",PF,9.7,"$3,600",por,@ okc, 114-123,16:23,   9pt 1rb 1as 2to 1trey 3-5fg 2-2ft
"Layman, Jake",SF,9.1,"$4,100",por,@ okc, 114-123,17:56,   4pt 3rb 1as 2-7fg
"Deng, Luol",SF,9,"$3,600",min,@ pho, 118-91,14:42,   4pt 5rb 1to 2-6fg
"Kleber, Maxi",PF,8.7,"$4,600",dal,v lac, 106-98,14:27,   2pt 6rb 1as 2to 1-2fg
"Scott, Mike",PF,8.2,"$3,500",lac,@ dal, 98-106,9:39,   7pt 1rb 1trey 3-7fg
"Harkless, Maurice",SF,8.1,"$4,500",por,@ okc, 114-123,17:55,   0pt 3rb 1as 1st 0-4fg
"Warren, T.J.",SF,7.2,"$6,200",pho,v min, 91-118,16:05,   4pt 1rb 2as 1to 2-2fg
"Acy, Quincy",PF,6.3,"$3,600",pho,v min, 91-118,18:00,   2pt 4rb 1as 2to 1-4fg
"Patterson, Patrick",PF,6,"$3,500",okc,v por, 123-114,14:50,   6pt 2trey 2-2fg
"Turner, Evan",SF,5.9,"$4,900",por,@ okc, 114-123,17:26,   4pt 2rb 1as 2to 2-3fg
"Jackson, Justin",SF,5.5,"$3,700",sac,@ tor, 105-120,17:11,   4pt 1as 2-6fg
"Bates-Diop, Keita",SF,4.4,"$3,500",min,@ pho, 118-91,5:36,   2pt 2rb 1-2fg
"Powell, Dwight",PF,2,"$3,800",dal,v lac, 106-98,2:41,   2pt 1-1fg
"Nader, Abdel",SF,0,"$3,500",okc,v por, 123-114,10:07,   0pt
