Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",SG,59,"$12,900",hou,v den, 125-113,39:52,   32pt 5rb 14as 1st 1bl 6to 6trey 7-18fg 12-15ft
"DeRozan, DeMar",SG,57.9,"$8,300",sas,@ det, 119-107,34:07,   26pt 7rb 9as 2st 2bl 2to 12-21fg 2-2ft
"Hart, Josh",SG,50.4,"$6,200",lal,@ dal, 107-97,43:42,   14pt 12rb 6as 5st 2to 1trey 5-13fg 3-3ft
"Doncic, Luka",SG,44.6,"$7,700",dal,v lal, 97-107,34:52,   27pt 8rb 2as 1st 1bl 1to 2trey 10-23fg 5-7ft
"Conley, Mike",PG,41.4,"$8,100",mem,@ nor, 95-114,33:12,   22pt 2rb 10as 2st 4to 4trey 5-11fg 8-10ft
"Ball, Lonzo",PG,40.9,"$6,900",lal,@ dal, 107-97,37:07,   21pt 7rb 5as 2st 2to 4trey 8-15fg 1-4ft
"Fox, De'Aaron",PG,40.6,"$8,100",sac,v orl, 111-95,22:30,   20pt 3rb 2as 5st 1to 9-14fg 2-3ft
"Mudiay, Emmanuel",PG,38.9,"$6,100",nyk,@ por, 101-111,34:41,   17pt 2rb 7as 3st 7-17fg 3-3ft
"Morris, Monte",SG,38.1,"$3,700",den,@ hou, 113-125,24:24,   21pt 3rb 5as 2st 1trey 9-13fg 2-2ft
"Holiday, Jrue",SG,37.8,"$8,700",nor,v mem, 114-95,33:04,   13pt 4rb 6as 4st 1to 2trey 5-10fg 1-2ft
"Irving, Kyrie",PG,37.4,"$9,000",bos,v bkn, 116-95,27:50,   17pt 2rb 6as 3st 1trey 8-16fg
"Bogdanovic, Bogdan",SG,36.1,"$6,600",sac,v orl, 111-95,32:16,   15pt 8rb 7as 1st 2to 3trey 6-15fg
"Lillard, Damian",PG,34.3,"$9,200",por,v nyk, 111-101,32:18,   17pt 4rb 9as 1st 4to 2trey 5-14fg 5-5ft
"Brogdon, Malcolm",SG,33.5,"$5,900",mil,v uta, 114-102,31:01,   21pt 5rb 5as 1to 1trey 8-14fg 4-4ft
"Middleton, Khris",SG,31.9,"$7,300",mil,v uta, 114-102,32:39,   14pt 7rb 5as 1st 1to 2trey 5-15fg 2-3ft
"Smart, Marcus",SG,31.3,"$4,900",bos,v bkn, 116-95,27:13,   12pt 4rb 7as 2st 2to 4trey 4-10fg
"Ross, Terrence",SG,29.2,"$4,600",orl,@ sac, 95-111,23:21,   20pt 1rb 2as 2st 1to 5trey 7-12fg 1-1ft
"Napier, Shabazz",PG,29,"$3,900",bkn,@ bos, 95-116,32:54,   10pt 5rb 6as 1st 2bl 5to 2trey 4-12fg
"McCollum, C.J.",SG,28.6,"$6,800",por,v nyk, 111-101,37:03,   17pt 3rb 2as 1st 1bl 1to 2trey 7-17fg 1-1ft
"Mitchell, Donovan",SG,27.1,"$7,700",uta,@ mil, 102-114,39:55,   26pt 3rb 1as 1st 7to 6trey 8-24fg 4-4ft
"Payton, Elfrid",PG,25.6,"$6,000",nor,v mem, 114-95,24:25,   11pt 3rb 4as 3st 4to 5-10fg 1-1ft
"Ferrell, Yogi",PG,25.6,"$3,500",sac,v orl, 111-95,25:30,   10pt 3rb 4as 2st 2trey 3-8fg 2-2ft
"White, Derrick",PG,25,"$5,800",sas,@ det, 119-107,35:20,   17pt 5rb 2as 1to 4-7fg 9-9ft
"Rozier, Terry",PG,23.8,"$6,500",bos,v bkn, 116-95,19:54,   10pt 4rb 4as 1st 5-10fg
"Mills, Patty",PG,23.8,"$3,800",sas,@ det, 119-107,26:25,   13pt 4rb 2as 1st 2trey 4-10fg 3-3ft
"Forbes, Bryn",PG,22.8,"$4,500",sas,@ det, 119-107,34:29,   15pt 4rb 1st 3trey 5-12fg 2-2ft
"Bledsoe, Eric",PG,22.8,"$7,000",mil,v uta, 114-102,28:26,   6pt 4rb 6as 3st 6to 3-11fg
"Neto, Raul",PG,22.7,"$3,500",uta,@ mil, 102-114,29:09,   10pt 6rb 5as 2to 2trey 4-8fg
"Beasley, Malik",SG,22.1,"$4,000",den,@ hou, 113-125,26:17,   14pt 3rb 1as 1st 2trey 6-11fg
"Jackson, Frank",PG,21.5,"$3,500",nor,v mem, 114-95,19:13,   17pt 1as 1st 3trey 7-10fg
"Temple, Garrett",SG,21.3,"$3,700",mem,@ nor, 95-114,32:14,   8pt 4rb 1as 3bl 2to 2trey 3-10fg
"Briscoe, Isaiah",PG,21.2,"$3,500",orl,@ sac, 95-111,17:00,   9pt 1rb 4as 2st 1to 2trey 3-8fg 1-4ft
"Curry, Seth",PG,20.2,"$3,600",por,v nyk, 111-101,22:21,   13pt 1rb 1st 1bl 3trey 5-9fg
"Bullock, Reggie",SG,19.8,"$4,700",det,v sas, 107-119,36:02,   13pt 4rb 2as 1to 3trey 5-16fg
"Jackson, Reggie",PG,19.7,"$5,400",det,v sas, 107-119,23:27,   14pt 1rb 1as 1st 1trey 6-10fg 1-1ft
"Murray, Jamal",PG,18.4,"$7,700",den,@ hou, 113-125,29:10,   13pt 2rb 4as 3to 5-13fg 3-4ft
"Hield, Buddy",SG,18.1,"$7,400",sac,v orl, 111-95,24:50,   13pt 3rb 1as 3trey 5-10fg
"Dinwiddie, Spencer",PG,17.9,"$5,900",bkn,@ bos, 95-116,23:32,   15pt 2rb 1as 1to 1trey 4-10fg 6-7ft
"Frazier, Tim",PG,17.6,"$3,500",nor,v mem, 114-95,23:18,   6pt 3rb 4as 1st 1to 3-6fg
"Rivers, Austin",SG,17.6,"$4,500",hou,v den, 125-113,40:27,   4pt 3rb 6as 1st 2to 1trey 1-7fg 1-2ft
"Smith Jr., Dennis",PG,17.5,"$5,100",dal,v lal, 97-107,26:31,   11pt 1as 3st 4to 2trey 4-8fg 1-2ft
"Burke, Trey",PG,17.2,"$4,000",nyk,@ por, 101-111,14:06,   10pt 1rb 4as 1trey 3-9fg 3-3ft
"Kennard, Luke",SG,16.6,"$3,600",det,v sas, 107-119,15:39,   10pt 3rb 2as 2trey 3-7fg 2-3ft
"Barea, Jose",PG,15.7,"$4,500",dal,v lal, 97-107,18:35,   11pt 1rb 3as 1to 5-12fg 1-2ft
"Fournier, Evan",SG,14.7,"$5,500",orl,@ sac, 95-111,25:59,   15pt 1rb 1as 3to 4trey 4-8fg 3-3ft
"Belinelli, Marco",SG,14.7,"$3,700",sas,@ det, 119-107,20:59,   9pt 1rb 1as 1st 1trey 3-6fg 2-2ft
"Rubio, Ricky",PG,12.5,"$6,400",uta,@ mil, 102-114,4:37,   9pt 1as 1st 1to 1trey 4-5fg
"Hardaway Jr., Tim",SG,12.4,"$6,300",nyk,@ por, 101-111,26:44,   5pt 2rb 2st 1to 1trey 2-12fg
"Calderon, Jose",PG,12.3,"$3,500",det,v sas, 107-119,23:08,   3pt 4rb 3as 1trey 1-2fg
"Craig, Torrey",SG,12.2,"$4,100",den,@ hou, 113-125,25:37,   5pt 6rb 1-6fg 3-4ft
"Brown, Jaylen",SG,12,"$4,500",bos,v bkn, 116-95,23:31,   4pt 5rb 4as 4to 2-6fg
"Augustin, D.J.",PG,11.9,"$5,000",orl,@ sac, 95-111,19:24,   6pt 2rb 1as 1st 1to 1-6fg 4-4ft
"Hill, George",PG,11.7,"$3,800",mil,v uta, 114-102,22:38,   0pt 1rb 3as 2st 0-1fg
"Caldwell-Pope, Kentavious",SG,11.7,"$5,500",lal,@ dal, 107-97,21:13,   3pt 1rb 3as 1st 1trey 1-5fg
"Korver, Kyle",SG,11.4,"$3,600",uta,@ mil, 102-114,25:01,   9pt 2rb 1trey 4-9fg
"Matthews, Wes",SG,10.4,"$5,000",dal,v lal, 97-107,31:33,   5pt 2rb 2as 1st 3to 1trey 2-8fg
"Snell, Tony",SG,10.1,"$3,500",mil,v uta, 114-102,17:34,   5pt 3rb 1as 1trey 2-5fg
"Brown, Sterling",SG,10.1,"$3,500",mil,v uta, 114-102,12:52,   2pt 3rb 3as 1-2fg
"Holiday, Justin",SG,9.9,"$4,100",mem,@ nor, 95-114,12:21,   4pt 2rb 1as 1bl 1to 0-3fg 4-4ft
