Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Oladipo, Victor",SG,60.4,"$8,800",ind,@ chi, 119-116,37:00,   36pt 7rb 4as 3st 1bl 2to 4trey 14-28fg 4-5ft
"Westbrook, Russell",PG,52.3,"$11,600",okc,@ por, 111-109,37:09,   31pt 9rb 7as 1st 3to 13-28fg 5-6ft
"Beal, Bradley",SG,49.3,"$9,700",was,@ mia, 109-115,40:02,   33pt 9rb 7as 5to 4trey 10-25fg 9-11ft
"Conley, Mike",PG,47.6,"$8,400",mem,v bkn, 100-109,37:45,   31pt 3rb 2as 4st 2to 3trey 10-20fg 8-9ft
"Dunn, Kris",PG,45.5,"$7,200",chi,v ind, 116-119,40:17,   16pt 5rb 17as 2to 2trey 6-9fg 2-3ft
"LaVine, Zach",SG,43.5,"$6,800",chi,v ind, 116-119,34:37,   31pt 5rb 3as 2st 4to 5trey 12-21fg 2-2ft
"Russell, D'Angelo",SG,41.8,"$7,700",bkn,@ mem, 109-100,35:30,   23pt 4rb 10as 1st 4to 3trey 7-16fg 6-6ft
"Teague, Jeff",PG,41.4,"$6,600",min,v orl, 120-103,28:29,   23pt 2rb 10as 1st 2to 3trey 8-10fg 4-8ft
"Lillard, Damian",PG,37,"$8,800",por,v okc, 109-111,35:39,   23pt 8as 2st 4to 1trey 7-19fg 8-9ft
"Young, Trae",PG,35.6,"$6,600",atl,@ mil, 112-144,31:31,   13pt 3rb 10as 2st 2to 2trey 3-9fg 5-5ft
"Brown, Jaylen",SG,34.4,"$4,500",bos,v dal, 114-93,27:21,   21pt 2rb 2as 3st 1to 2trey 9-15fg 1-1ft
"Middleton, Khris",SG,34.2,"$7,400",mil,v atl, 144-112,22:07,   19pt 1rb 4as 3st 1to 4trey 7-8fg 1-2ft
"Doncic, Luka",SG,32.8,"$7,800",dal,@ bos, 93-114,28:55,   19pt 9rb 4as 3to 4trey 7-16fg 1-2ft
"Beverley, Patrick",PG,32.3,"$3,800",lac,@ pho, 121-111,29:24,   16pt 4rb 5as 1st 1bl 2to 4trey 6-9fg
"Hardaway Jr., Tim",SG,32.2,"$6,100",nyk,@ lal, 119-112,38:22,   22pt 6rb 2as 3trey 7-18fg 5-5ft
"Williams, Louis",SG,31.6,"$6,800",lac,@ pho, 121-111,27:46,   21pt 3rb 4as 1st 2to 3trey 5-15fg 8-9ft
"Mudiay, Emmanuel",PG,31.4,"$5,900",nyk,@ lal, 119-112,33:12,   15pt 7rb 6as 1to 1trey 4-16fg 6-7ft
"Caldwell-Pope, Kentavious",SG,30.7,"$4,500",lal,v nyk, 112-119,36:09,   19pt 6rb 3as 4trey 6-16fg 3-3ft
"Bledsoe, Eric",PG,30.6,"$7,200",mil,v atl, 144-112,22:07,   14pt 8rb 2as 1st 1bl 2to 7-13fg
"Rozier, Terry",PG,30.5,"$6,100",bos,v dal, 114-93,27:43,   8pt 5rb 7as 1st 1bl 2trey 2-9fg 2-2ft
"Ball, Lonzo",PG,30.2,"$6,800",lal,v nyk, 112-119,33:43,   17pt 6rb 2as 2st 1bl 6to 5trey 6-13fg 0-2ft
"Dotson, Damyean",SG,29.9,"$3,500",nyk,@ lal, 119-112,24:10,   11pt 2rb 3as 4st 1trey 4-10fg 2-2ft
"Wade, Dwyane",SG,29.6,"$5,100",mia,v was, 115-109,25:10,   14pt 3rb 6as 1st 1bl 3to 5-11fg 4-6ft
"Booker, Devin",SG,28.6,"$8,800",pho,v lac, 111-121,37:06,   23pt 3rb 4as 4to 1trey 8-14fg 6-11ft
"Fournier, Evan",SG,28.4,"$5,300",orl,@ min, 103-120,29:59,   21pt 2rb 4as 1st 4to 2trey 9-16fg 1-1ft
"Smart, Marcus",SG,28.3,"$4,800",bos,v dal, 114-93,32:03,   17pt 4rb 3as 1st 1to 5trey 6-11fg
"Mitchell, Donovan",SG,28.1,"$7,400",uta,@ cle, 117-91,31:31,   18pt 3rb 5as 1to 3trey 7-12fg 1-2ft
"Hart, Josh",SG,26.4,"$6,400",lal,v nyk, 112-119,33:11,   6pt 7rb 4as 2bl 1trey 2-11fg 1-1ft
"Burks, Alec",SG,25.6,"$4,500",cle,v uta, 91-117,29:36,   17pt 3rb 2as 1bl 1to 3trey 6-13fg 2-3ft
"Rubio, Ricky",PG,25.3,"$7,000",uta,@ cle, 117-91,24:47,   15pt 4rb 5as 2to 3trey 6-13fg
"Brogdon, Malcolm",SG,24.6,"$5,700",mil,v atl, 144-112,19:32,   19pt 3rb 2as 1to 6-9fg 7-7ft
"Connaughton, Pat",SG,24.5,"$3,700",mil,v atl, 144-112,25:48,   9pt 5rb 7as 1to 1trey 4-11fg
"Wanamaker, Brad",PG,24.4,"$3,500",bos,v dal, 114-93,21:57,   8pt 2rb 4as 3st 1to 2trey 3-6fg
"Snell, Tony",SG,24.3,"$3,600",mil,v atl, 144-112,22:45,   11pt 4rb 3as 1st 1bl 2to 2trey 4-9fg 1-1ft
"Dinwiddie, Spencer",PG,23.3,"$6,400",bkn,@ mem, 109-100,27:03,   13pt 4rb 5as 2to 1trey 3-9fg 6-7ft
"Johnson, Tyler",PG,23.1,"$4,900",mia,v was, 115-109,23:58,   8pt 3rb 3as 2st 1bl 2to 4-12fg
"Gilgeous-Alexander, Shai",PG,23.1,"$4,400",lac,@ pho, 121-111,18:31,   3pt 3rb 9as 2st 3to 1-6fg 1-2ft
"Smith Jr., Dennis",PG,22.9,"$5,400",dal,@ bos, 93-114,30:53,   9pt 2rb 3as 3st 2to 4-12fg 1-1ft
"Blakeney, Antonio",SG,22.6,"$3,500",chi,v ind, 116-119,19:54,   13pt 3rb 2st 1trey 5-9fg 2-2ft
"Burke, Trey",PG,21.7,"$3,500",nyk,@ lal, 119-112,18:58,   16pt 1rb 1as 1st 6-13fg 4-4ft
"Augustin, D.J.",PG,21.6,"$4,900",orl,@ min, 103-120,31:23,   8pt 3rb 6as 1st 2to 2trey 3-9fg
"Lin, Jeremy",PG,21.2,"$4,600",atl,@ mil, 112-144,20:40,   12pt 1rb 6as 1to 3-7fg 6-6ft
"Wiggins, Andrew",SG,21.2,"$6,500",min,v orl, 120-103,33:00,   16pt 1rb 4as 2to 8-19fg
"Exum, Dante",PG,21.1,"$3,900",uta,@ cle, 117-91,19:57,   11pt 3rb 7as 4to 1trey 4-8fg 2-2ft
