Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Wiggins, Andrew",SG,63,"$6,500",min,@ okc, 119-117,37:37,   40pt 10rb 4as 1st 1bl 1to 2trey 11-24fg 16-18ft
"Westbrook, Russell",PG,57,"$11,800",okc,v min, 117-119,38:38,   25pt 5rb 16as 1st 2bl 7to 1trey 11-22fg 2-2ft
"Thompson, Klay",SG,56.4,"$7,500",gsw,v nyk, 122-95,33:46,   43pt 2rb 2st 2bl 1to 7trey 18-29fg
"Williams, Louis",SG,48.6,"$6,800",lac,v cha, 128-109,25:07,   27pt 3rb 10as 1bl 2trey 9-14fg 7-7ft
"Curry, Stephen",PG,45.4,"$10,400",gsw,v nyk, 122-95,31:58,   14pt 7rb 14as 1st 1to 3trey 5-19fg 1-1ft
"Simmons, Ben",PG,43.5,"$9,500",phi,v was, 132-115,27:44,   17pt 5rb 9as 3st 2to 8-15fg 1-2ft
"Melton, De'Anthony",PG,40.8,"$4,500",pho,v sac, 115-111,31:28,   10pt 4rb 8as 4st 2bl 4to 1trey 4-9fg 1-2ft
"Lowry, Kyle",PG,39.4,"$8,100",tor,v atl, 104-101,32:23,   16pt 2rb 6as 4st 1bl 3to 3trey 5-12fg 3-4ft
"Fox, De'Aaron",PG,39.1,"$8,200",sac,@ pho, 111-115,31:21,   24pt 3rb 5as 3st 1bl 8to 3trey 7-12fg 7-9ft
"Beal, Bradley",SG,38.6,"$9,800",was,@ phi, 115-132,31:18,   28pt 3rb 2as 3st 5to 4trey 11-18fg 2-2ft
"Shamet, Landry",PG,36.1,"$3,500",phi,v was, 132-115,23:38,   29pt 3rb 1as 1st 1to 8trey 8-15fg 5-5ft
"Collison, Darren",PG,35.9,"$5,900",ind,@ cle, 123-115,26:21,   8pt 2rb 9as 4st 3-6fg 2-2ft
"Craig, Torrey",SG,35.2,"$4,100",den,@ mia, 103-99,38:37,   11pt 16rb 4as 1to 3trey 4-9fg
"Clarkson, Jordan",SG,34.9,"$5,500",cle,v ind, 115-123,32:09,   26pt 2rb 1as 3st 4to 2trey 11-20fg 2-2ft
"Lin, Jeremy",PG,34.3,"$4,600",atl,@ tor, 101-104,34:30,   20pt 4rb 9as 4to 8-10fg 4-6ft
"Young, Trae",PG,34,"$6,700",atl,@ tor, 101-104,30:09,   19pt 5rb 4as 2st 3to 1trey 8-20fg 2-3ft
"Murray, Jamal",PG,33.8,"$7,600",den,@ mia, 103-99,31:34,   18pt 4rb 6as 1bl 1to 1trey 7-19fg 3-4ft
"Gilgeous-Alexander, Shai",PG,33.6,"$4,400",lac,v cha, 128-109,21:07,   8pt 3rb 2as 3st 4bl 2to 3-6fg 2-2ft
"Butler, Jimmy",SG,33.5,"$7,900",phi,v was, 132-115,27:34,   20pt 5rb 3as 2st 3to 1trey 8-9fg 3-6ft
"Burks, Alec",SG,32.4,"$4,500",cle,v ind, 115-123,29:52,   19pt 7rb 1st 1bl 1to 3trey 7-9fg 2-2ft
"Teague, Jeff",PG,29.9,"$7,200",min,@ okc, 119-117,25:21,   8pt 2rb 5as 5st 3to 1trey 3-7fg 1-2ft
"Wade, Dwyane",SG,29.6,"$5,300",mia,v den, 99-103,28:44,   10pt 3rb 6as 2st 1bl 2to 1trey 3-7fg 3-6ft
"Walker, Kemba",PG,29.3,"$8,900",cha,@ lac, 109-128,31:01,   13pt 4rb 5as 1st 1bl 2to 1trey 6-18fg
"Oladipo, Victor",SG,27.9,"$9,200",ind,@ cle, 123-115,33:42,   17pt 2rb 5as 1st 2to 1trey 6-14fg 4-4ft
"McLemore, Ben",SG,25.6,"$3,500",sac,@ pho, 111-115,18:16,   20pt 3rb 1st 1to 4trey 7-10fg 2-3ft
