Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Mitchell, Donovan",SG,55.9,"$13,500",,,home, 144-,26:10,   20pt 7rb 9as 5st 1bl 4to 3trey 8-13fg 1-1ft,20,7,9,5,1,4,3,8,13,1,1
"Young, Trae",PG,49.4,"$11,500",,,home, 144-,24:00,   25pt 7rb 10as 1bl 2to 6trey 9-19fg 1-2ft,25,7,10,0,1,2,6,9,19,1,2
"Simmons, Ben",PG,48,"$14,500",,,away, 144-,20:34,   28pt 5rb 6as 3st 4to 14-17fg 0-1ft,28,5,6,3,0,4,0,14,17,0,1
"Fox, De'Aaron",PG,40.4,"$12,000",,,home, 144-,22:56,   2pt 2rb 16as 5st 3to 1-3fg,2,2,16,5,0,3,0,1,3,0,0
"Gilgeous-Alexander, Shai",PG,37,"$7,500",,,away, 144-,19:52,   15pt 5rb 6as 3st 2to 3trey 5-10fg 2-2ft,15,5,6,3,0,2,3,5,10,2,2
"Doncic, Luka",SG,36.5,"$15,000",,,away, 144-,24:01,   13pt 5rb 9as 2st 2to 3trey 5-12fg,13,5,9,2,0,2,3,5,12,0,0
"Bogdanovic, Bogdan",SG,29,"$9,000",,,away, 144-,24:00,   15pt 5rb 6as 1st 4to 5trey 5-11fg,15,5,6,1,0,4,5,5,11,0,0
"Okogie, Josh",SG,22.8,"$7,000",,,away, 144-,18:40,   13pt 4rb 4as 1to 6-10fg 1-1ft,13,4,4,0,0,1,0,6,10,1,1
"Tatum, Jayson",PF,51.3,"$11,000",,,home, 144-,26:19,   30pt 9rb 3as 2st 6trey 12-24fg,30,9,3,2,0,0,6,12,24,0,0
"Kuzma, Kyle",PF,47.2,"$10,500",,,home, 144-,22:04,   35pt 6rb 2as 1bl 1to 3trey 15-27fg 2-2ft,35,6,2,0,1,1,3,15,27,2,2
"Bagley, Marvin",PF,33.5,"$9,500",,,home, 144-,16:54,   14pt 5rb 3as 3st 7-11fg,14,5,3,3,0,0,0,7,11,0,0
"Markkanen, Lauri",PF,29.2,"$14,000",,,away, 144-,22:24,   21pt 6rb 2as 2to 3trey 9-17fg,21,6,2,0,0,2,3,9,17,0,0
"Kurucs, Rodions",PF,20.3,"$6,000",,,away, 144-,15:33,   10pt 4rb 5as 2to 2trey 4-9fg,10,4,5,0,0,2,2,4,9,0,0
"Jackson, Jaren",PF,20.2,"$10,000",,,home, 144-,15:32,   10pt 6rb 1st 2trey 4-6fg,10,6,0,1,0,0,2,4,6,0,0
"Osman, Cedi",SF,16.6,"$7,500",,,away, 144-,15:07,   2pt 3rb 4as 2st 1to 1-6fg,2,3,4,2,0,1,0,1,6,0,0
"Knox, Kevin",SF,14.9,"$8,000",,,home, 144-,16:08,   11pt 2rb 1as 1trey 5-9fg,11,2,1,0,0,0,1,5,9,0,0
"Anunoby, OG",SF,14.9,"$6,000",,,away, 144-,17:36,   12pt 2rb 1as 1to 6-8fg,12,2,1,0,0,1,0,6,8,0,0
"Collins, John",PF,13.4,"$12,500",,,home, 144-,14:58,   12pt 2rb 1to 6-7fg,12,2,0,0,0,1,0,6,7,0,0
"Ayton, Deandre",C,32.1,"$11,500",,,away, 144-,22:13,   15pt 8rb 5as 7-12fg 1-1ft,15,8,5,0,0,0,0,7,12,1,1
"Allen, Jarrett",C,13.5,"$8,500",,,home, 144-,14:59,   2pt 5rb 1as 2bl 2to 0-2fg 2-2ft,2,5,1,0,2,2,0,0,2,2,2
