Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Westbrook, Russell",PG,65.9,"$11,700",okc,bkn,home, 108-96,35:49,   31pt 12rb 11as 3st 5to 4trey 12-23fg 3-5ft,31,12,11,3,0,5,4,12,23,3,5
"Harden, James",SG,54.6,"$12,200",hou,gsw,home, 104-106,37:24,   29pt 3rb 10as 3st 2to 2trey 10-23fg 7-9ft,29,3,10,3,0,2,2,10,23,7,9
"Beal, Bradley",SG,45.7,"$11,200",was,orl,home, 100-90,39:06,   23pt 6rb 7as 2st 1to 2trey 10-22fg 1-2ft,23,6,7,2,0,1,2,10,22,1,2
"Curry, Stephen",PG,41.3,"$9,200",gsw,hou,away, 106-104,35:21,   24pt 4rb 5as 2st 1to 3trey 8-20fg 5-5ft,24,4,5,2,0,1,3,8,20,5,5
"Young, Trae",PG,40.6,"$8,300",atl,mem,home, 132-111,24:49,   22pt 3rb 8as 1st 3trey 8-12fg 3-3ft,22,3,8,1,0,0,3,8,12,3,3
"Thompson, Klay",SG,40.2,"$8,000",gsw,hou,away, 106-104,35:44,   30pt 6rb 2as 5trey 12-23fg 1-1ft,30,6,2,0,0,0,5,12,23,1,1
"Booker, Devin",SG,39.8,"$9,000",pho,uta,home, 97-114,35:36,   27pt 4rb 6as 1bl 4to 2trey 9-20fg 7-9ft,27,4,6,0,1,4,2,9,20,7,9
"Conley, Mike",PG,37.3,"$9,200",mem,atl,away, 111-132,25:55,   20pt 4rb 7as 1st 1to 1trey 6-14fg 7-8ft,20,4,7,1,0,1,1,6,14,7,8
"Mitchell, Donovan",SG,36,"$9,400",uta,pho,away, 114-97,33:55,   26pt 5rb 2as 1st 2to 4trey 10-18fg 2-2ft,26,5,2,1,0,2,4,10,18,2,2
"Russell, D'Angelo",SG,35.3,"$8,000",bkn,okc,away, 96-108,33:41,   14pt 4rb 7as 3st 3to 2trey 6-18fg,14,4,7,3,0,3,2,6,18,0,0
"Wright, Delon",SG,35.1,"$5,300",mem,atl,away, 111-132,29:44,   10pt 3rb 7as 2st 2bl 1to 4-12fg 2-4ft,10,3,7,2,2,1,0,4,12,2,4
"Dinwiddie, Spencer",PG,34,"$6,800",bkn,okc,away, 96-108,27:24,   25pt 5rb 2as 1bl 3to 2trey 8-17fg 7-10ft,25,5,2,0,1,3,2,8,17,7,10
