Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Booker, Devin",SG,64.1,"$9,300",pho,@ gsw, 115-111,40:36,   37pt 8rb 11as 2st 5to 2trey 13-23fg 9-9ft
"Doncic, Luka",SG,59.5,"$10,000",dal,v hou, 93-94,37:16,   19pt 15rb 9as 2st 2bl 3to 1trey 5-16fg 8-9ft
"DeRozan, DeMar",SG,49.8,"$8,700",sas,v mil, 121-114,36:29,   28pt 4rb 6as 2st 1bl 1to 10-20fg 8-9ft
"Thompson, Klay",SG,47.5,"$7,800",gsw,v pho, 111-115,35:53,   28pt 5rb 5as 3st 1bl 6to 4trey 10-22fg 4-4ft
"Curry, Stephen",PG,47.4,"$9,300",gsw,v pho, 111-115,34:56,   18pt 7rb 8as 3st 1bl 3to 4trey 6-20fg 2-2ft
"Conley, Mike",PG,47,"$8,400",mem,v orl, 105-97,35:17,   26pt 5rb 8as 1st 1trey 8-18fg 9-10ft
"Payton, Elfrid",PG,47,"$6,700",nor,@ atl, 116-128,30:58,   15pt 10rb 10as 1st 1bl 1to 1trey 6-12fg 2-2ft
"Teague, Jeff",PG,45.6,"$6,900",min,v nyk, 103-92,32:59,   20pt 3rb 10as 1st 2bl 2to 1trey 8-18fg 3-4ft
"Dotson, Damyean",SG,45.2,"$4,800",nyk,@ min, 92-103,40:37,   26pt 6rb 6as 2st 3to 4trey 10-19fg 2-2ft
"Lowry, Kyle",PG,41.4,"$8,500",tor,@ mia, 125-104,35:27,   24pt 7rb 10as 6to 6trey 8-14fg 2-3ft
"Huerter, Kevin",SG,38.3,"$4,100",atl,v nor, 128-116,30:17,   27pt 4rb 3as 1st 1to 4trey 11-18fg 1-1ft
"Paul, Chris",PG,35.1,"$8,900",hou,@ dal, 94-93,32:50,   9pt 3rb 9as 2st 2bl 3to 2trey 2-11fg 3-4ft
"Jackson, Reggie",PG,33,"$5,500",det,v chi, 131-108,24:30,   21pt 6as 1st 5trey 7-14fg 2-2ft
"Gordon, Eric",SG,32.6,"$5,100",hou,@ dal, 94-93,31:48,   26pt 3rb 1st 5trey 10-20fg 1-2ft
"Jackson, Frank",PG,32.2,"$4,800",nor,@ atl, 116-128,32:33,   23pt 6rb 2as 1to 3trey 10-18fg
"Bradley, Avery",SG,32.1,"$6,100",mem,v orl, 105-97,37:24,   21pt 3rb 3as 2st 3to 3trey 8-17fg 2-2ft
"Ross, Terrence",SG,32,"$5,200",orl,@ mem, 97-105,27:58,   15pt 5rb 2as 2st 2bl 4to 3trey 5-13fg 2-3ft
"Bledsoe, Eric",PG,31.4,"$7,500",mil,@ sas, 114-121,30:31,   21pt 2rb 6as 1to 2trey 9-13fg 1-3ft
"Bazemore, Kent",SG,30.9,"$5,300",atl,v nor, 128-116,22:10,   13pt 7rb 5as 1st 1to 3trey 5-10fg
"Simmons, Ben",PG,30.8,"$10,400",phi,v ind, 106-89,34:59,   15pt 4rb 6as 1st 1to 6-10fg 3-5ft
"Middleton, Khris",SG,30.6,"$7,600",mil,@ sas, 114-121,30:52,   15pt 8rb 4as 1st 3to 1trey 6-15fg 2-2ft
"Wade, Dwyane",SG,30.4,"$6,200",mia,v tor, 104-125,21:18,   15pt 2rb 4as 3st 2to 1trey 7-12fg
"Harden, James",SG,30,"$12,200",hou,@ dal, 94-93,33:55,   20pt 5rb 4as 1bl 5to 3trey 7-25fg 3-3ft
"Young, Trae",PG,29,"$8,300",atl,v nor, 128-116,31:06,   10pt 5rb 10as 2to 2-14fg 6-6ft
"Butler, Jimmy",SG,28.8,"$8,200",phi,v ind, 106-89,31:19,   12pt 4rb 4as 1st 1bl 3-8fg 6-6ft
"Green, Danny",SG,28.2,"$4,300",tor,@ mia, 125-104,26:09,   15pt 6rb 4as 1st 3to 5trey 5-9fg
"Brunson, Jalen",PG,27.4,"$4,900",dal,v hou, 93-94,34:30,   18pt 7rb 4as 5to 1trey 6-13fg 5-5ft
"Lin, Jeremy",PG,27.1,"$3,700",tor,@ mia, 125-104,23:10,   11pt 3rb 1as 2st 2bl 1to 1trey 3-7fg 4-4ft
"McGruder, Rodney",SG,26.8,"$3,500",mia,v tor, 104-125,20:34,   13pt 4rb 2as 2st 2trey 4-7fg 3-6ft
"Belinelli, Marco",SG,25.6,"$3,700",sas,v mil, 121-114,29:54,   16pt 3rb 2as 1st 4trey 6-14fg
"Selden, Wayne",SG,24.8,"$3,500",chi,@ det, 108-131,27:55,   18pt 4rb 2as 1to 1trey 7-14fg 3-3ft
"Mills, Patty",PG,24.4,"$3,600",sas,v mil, 121-114,22:37,   16pt 2rb 4as 4trey 5-10fg 2-3ft
"Jones, Tyus",PG,24.4,"$3,600",min,v nyk, 103-92,19:35,   13pt 2rb 2as 1st 1bl 3trey 5-10fg
"Galloway, Langston",SG,24.4,"$3,500",det,v chi, 131-108,29:03,   21pt 2rb 2as 2to 6trey 7-10fg 1-1ft
"Okogie, Josh",SG,24.2,"$3,800",min,v nyk, 103-92,26:05,   2pt 1rb 2as 3st 3bl 1-6fg
"Kennard, Luke",SG,23.8,"$5,400",det,v chi, 131-108,31:04,   9pt 9rb 4as 2to 1trey 4-11fg
"Collison, Darren",PG,23.8,"$7,000",ind,@ phi, 89-106,30:23,   14pt 4rb 2as 1st 1to 1trey 5-11fg 3-7ft
"Harrison, Shaquille",PG,22.9,"$3,500",chi,@ det, 108-131,31:36,   11pt 2rb 7as 1to 1trey 3-6fg 4-8ft
"Wright, Delon",SG,22.5,"$5,800",mem,v orl, 105-97,25:42,   10pt 5rb 3as 1st 1to 1trey 3-7fg 3-3ft
"Johnson, Tyler",PG,22.3,"$5,600",pho,@ gsw, 115-111,35:00,   10pt 4rb 5as 2-9fg 6-8ft
"Waiters, Dion",SG,21.1,"$5,000",mia,v tor, 104-125,24:58,   15pt 3rb 3as 2to 3trey 6-10fg 0-2ft
"Augustin, D.J.",PG,19.8,"$5,100",orl,@ mem, 97-105,31:22,   6pt 4rb 6as 1st 3to 2trey 2-10fg
"Connaughton, Pat",SG,19.6,"$4,500",mil,@ sas, 114-121,24:37,   14pt 3rb 1st 1to 4trey 5-5fg
"Forbes, Bryn",PG,19.2,"$3,800",sas,v mil, 121-114,27:10,   12pt 6rb 2trey 5-8fg 0-1ft
"Trier, Allonzo",SG,18.4,"$5,000",nyk,@ min, 92-103,24:11,   15pt 2rb 2as 2to 4trey 5-11fg 1-3ft
"Dragic, Goran",PG,18.3,"$5,100",mia,v tor, 104-125,20:59,   11pt 4rb 3as 2to 1trey 4-8fg 2-4ft
"Ellington, Wayne",SG,18,"$3,900",det,v chi, 131-108,14:52,   13pt 2as 1st 1to 3trey 5-6fg
"Dunn, Kris",PG,17,"$5,800",chi,@ det, 108-131,22:07,   7pt 4as 2st 2to 1trey 3-7fg
"Grant, Jerian",PG,16.5,"$3,500",orl,@ mem, 97-105,16:38,   9pt 5rb 1as 3trey 3-4fg
"Iguodala, Andre",SG,16.5,"$4,500",gsw,v pho, 111-115,29:15,   6pt 5rb 3as 3-4fg
"Smith Jr., Dennis",PG,16.4,"$6,800",nyk,@ min, 92-103,28:35,   13pt 2rb 4as 5to 6-15fg 1-2ft
"Smith, Ishmael",PG,16.3,"$4,700",det,v chi, 131-108,20:16,   4pt 4rb 5as 2-10fg 0-2ft
"McCaw, Patrick",SG,15.6,"$3,500",tor,@ mia, 125-104,26:02,   10pt 3rb 2as 1to 3trey 3-4fg 1-2ft
"Arcidiacono, Ryan",PG,15.6,"$3,500",chi,@ det, 108-131,26:16,   10pt 3rb 2as 1to 5-7fg 0-2ft
"Hardaway Jr., Tim",SG,15.2,"$5,300",dal,v hou, 93-94,29:13,   9pt 1rb 2as 1st 1to 3trey 3-11fg
"Harris, Devin",PG,15.2,"$3,500",dal,v hou, 93-94,19:56,   8pt 1rb 2as 1st 1bl 3to 2trey 2-4fg 2-2ft
"Joseph, Cory",PG,14.8,"$4,000",ind,@ phi, 89-106,22:24,   4pt 4rb 2as 1st 2-6fg
"White, Derrick",PG,14.6,"$6,500",sas,v mil, 121-114,28:43,   7pt 3rb 4as 2to 3-10fg 1-2ft
"Holiday, Justin",SG,14.4,"$3,700",mem,v orl, 105-97,20:35,   6pt 7rb 0-1fg 6-6ft
"Matthews, Wes",SG,13.3,"$4,700",ind,@ phi, 89-106,39:15,   5pt 4rb 1as 1st 1to 2-7fg 1-2ft
"Adams, Jaylen",SG,12.3,"$3,700",atl,v nor, 128-116,16:54,   3pt 4rb 3as 1trey 1-4fg
"Clark, Ian",SG,12,"$3,500",nor,@ atl, 116-128,19:03,   10pt 2as 1to 2trey 4-6fg
"McConnell, T.J.",PG,11.3,"$3,500",phi,v ind, 106-89,13:01,   2pt 4rb 3as 1st 3to 1-5fg
"Holiday, Aaron",SG,10.5,"$3,500",ind,@ phi, 89-106,8:12,   6pt 1as 1st 1trey 2-4fg 1-1ft
