Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Mitchell, Donovan",SG,47.8,"$8,800",uta,@ atl, 114-117,35:32,   34pt 4rb 2as 1st 2bl 3to 2trey 15-32fg 2-3ft
"Beal, Bradley",SG,46.4,"$10,300",was,v den, 108-113,36:27,   25pt 2rb 8as 3st 2to 2trey 10-19fg 3-3ft
"Fox, De'Aaron",PG,46.1,"$8,500",sac,v dal, 116-100,33:09,   15pt 3rb 9as 1st 4bl 1to 1trey 6-13fg 2-4ft
"Hield, Buddy",SG,43.4,"$7,000",sac,v dal, 116-100,35:21,   29pt 2rb 4as 2st 7trey 10-21fg 2-2ft
"Walker, Kemba",PG,41,"$9,300",cha,v min, 113-106,35:11,   31pt 5rb 6as 5to 1trey 10-22fg 10-12ft
"Thompson, Klay",SG,39.6,"$8,200",gsw,v ind, 112-89,28:46,   18pt 8rb 4as 1st 1bl 1trey 7-18fg 3-3ft
"Booker, Devin",SG,39,"$9,500",pho,v det, 98-118,32:20,   26pt 5rb 2as 3st 5to 2trey 8-17fg 8-10ft
"Rubio, Ricky",PG,37.5,"$6,600",uta,@ atl, 114-117,27:05,   17pt 5rb 7as 2st 2to 2trey 6-10fg 3-3ft
"Young, Trae",PG,36.9,"$7,600",atl,v uta, 117-114,34:15,   23pt 2rb 11as 5to 1trey 8-22fg 6-9ft
"Satoransky, Tomas",PG,34.8,"$6,900",was,v den, 108-113,34:25,   16pt 4rb 10as 1st 4to 2trey 5-7fg 4-4ft
"Jones, Tyus",PG,31.9,"$5,300",min,@ cha, 106-113,34:14,   14pt 2rb 7as 2st 1to 1trey 6-15fg 1-1ft
"Curry, Stephen",PG,30.3,"$9,800",gsw,v ind, 112-89,29:28,   15pt 4rb 7as 1st 3to 5trey 5-15fg
"Ellington, Wayne",SG,29.2,"$4,300",det,@ pho, 118-98,31:14,   23pt 1rb 1st 1bl 1to 6trey 7-11fg 3-5ft
"Wiggins, Andrew",SG,29,"$6,600",min,@ cha, 106-113,37:32,   20pt 5rb 2as 1st 3to 1trey 8-15fg 3-7ft
"Doncic, Luka",SG,28.5,"$10,000",dal,@ sac, 100-116,26:02,   13pt 10rb 3as 1to 2trey 4-19fg 3-5ft
"Craig, Torrey",SG,28.2,"$3,700",den,@ was, 113-108,25:14,   15pt 1rb 4as 1st 1bl 3trey 6-11fg
"Murray, Jamal",PG,27.8,"$6,900",den,@ was, 113-108,26:02,   15pt 4rb 2as 2bl 1to 1trey 7-14fg
"Lamb, Jeremy",SG,25.5,"$7,000",cha,v min, 113-106,28:28,   13pt 10rb 1as 1to 6-20fg 1-1ft
"Smith, Ishmael",PG,25,"$4,700",det,@ pho, 118-98,24:18,   11pt 5rb 4as 1st 1to 5-9fg 1-2ft
"Jackson, Reggie",PG,22.9,"$5,500",det,@ pho, 118-98,23:42,   14pt 2rb 3as 2st 4to 3trey 5-11fg 1-1ft
"Okogie, Josh",SG,22.6,"$4,300",min,@ cha, 106-113,32:30,   10pt 3rb 2as 2bl 5-11fg 0-2ft
"Iguodala, Andre",SG,21.1,"$4,300",gsw,v ind, 112-89,21:36,   11pt 3rb 1as 2st 1to 1trey 5-7fg
"Harris, Devin",PG,20.6,"$3,500",dal,@ sac, 100-116,20:06,   8pt 3rb 4as 1st 1trey 1-3fg 5-5ft
"Galloway, Langston",SG,20,"$3,500",det,@ pho, 118-98,21:54,   8pt 5rb 2as 1st 2trey 2-6fg 2-3ft
"Kennard, Luke",SG,20,"$4,300",det,@ pho, 118-98,25:00,   16pt 2as 1st 2to 2trey 5-11fg 4-4ft
"Joseph, Cory",PG,19.9,"$4,400",ind,@ gsw, 89-112,28:10,   2pt 2rb 3as 3st 1bl 1to 1-7fg
"Morris, Monte",SG,19,"$4,300",den,@ was, 113-108,22:53,   11pt 4as 1st 1to 2trey 4-5fg 1-2ft
"Burke, Trey",PG,18.2,"$3,500",dal,@ sac, 100-116,19:11,   9pt 1rb 4as 1st 1to 1trey 4-12fg
"Beasley, Malik",SG,18.1,"$3,700",den,@ was, 113-108,20:45,   10pt 3rb 1as 1st 2trey 4-9fg
"Monk, Malik",SG,16.8,"$3,500",cha,v min, 113-106,18:46,   14pt 4rb 2to 4trey 5-10fg
"Huerter, Kevin",SG,16.2,"$4,200",atl,v uta, 117-114,29:53,   14pt 1rb 2as 2to 2trey 6-12fg
"Brunson, Jalen",PG,15.6,"$6,100",dal,@ sac, 100-116,27:41,   10pt 3rb 2as 1to 5-12fg 0-2ft
"Neto, Raul",PG,13.9,"$3,500",uta,@ atl, 114-117,12:28,   5pt 2rb 1as 2st 1to 1trey 2-6fg
"Holiday, Aaron",SG,13.7,"$3,500",ind,@ gsw, 89-112,16:55,   13pt 1rb 1as 2to 3trey 4-4fg 2-2ft
"Ferrell, Yogi",PG,13.6,"$3,500",sac,v dal, 116-100,14:51,   9pt 3rb 2as 2to 1trey 2-6fg 4-4ft
"Bogdanovic, Bogdan",SG,13.4,"$4,700",sac,v dal, 116-100,20:30,   7pt 2rb 2as 1st 2to 1trey 3-9fg
"Korver, Kyle",SG,12.6,"$3,900",uta,@ atl, 114-117,16:49,   6pt 3rb 2as 1trey 2-7fg 1-4ft
"Graham, Devonte'",PG,12.5,"$3,500",cha,v min, 113-106,12:49,   5pt 5as 1-3fg 3-6ft
"Bazemore, Kent",SG,12.4,"$3,900",atl,v uta, 117-114,15:05,   12pt 2rb 2to 4trey 4-9fg
"Livingston, Shaun",PG,12.4,"$3,500",gsw,v ind, 112-89,14:56,   4pt 2rb 2as 1st 2-2fg 0-1ft
"Melton, De'Anthony",PG,11.6,"$3,600",pho,v det, 98-118,21:26,   7pt 3rb 2as 2to 1trey 3-4fg
"Daniels, Troy",SG,11.1,"$3,500",pho,v det, 98-118,21:26,   7pt 3rb 1as 1to 1trey 3-6fg
"Crawford, Jamal",SG,10.2,"$3,500",pho,v det, 98-118,15:28,   8pt 1rb 2as 2to 1trey 2-5fg 3-3ft
"Reynolds, Cameron",SG,9.9,"$3,500",min,@ cha, 106-113,8:57,   6pt 2rb 1as 2trey 2-4fg
"Anderson, Justin",SG,8.7,"$3,500",atl,v uta, 117-114,5:51,   6pt 1rb 1as 2trey 2-3fg
"Matthews, Wes",SG,8.3,"$4,400",ind,@ gsw, 89-112,26:30,   3pt 4rb 1as 1to 1-9fg 1-1ft
"Bayless, Jerryd",PG,6.7,"$3,500",min,@ cha, 106-113,15:30,   2pt 1rb 3as 1to 1-4fg
"Brown, Bruce",SG,6.2,"$3,600",det,@ pho, 118-98,17:52,   3pt 1rb 2as 1to 1trey 1-2fg
"Lee, Courtney",SG,3.2,"$3,500",dal,@ sac, 100-116,3:00,   2pt 1rb 1-2fg
"Adams, Jaylen",SG,2.4,"$3,500",atl,v uta, 117-114,9:29,   0pt 2rb 2as 3to
"Cook, Quinn",PG,2,"$3,500",gsw,v ind, 112-89,18:35,   2pt 1-6fg
"Randle, Chasson",SG,0.5,"$3,500",was,v den, 108-113,15:39,   0pt 1as 1to 0-3fg
"Mason III, Frank",SG,0,"$3,500",sac,v dal, 116-100,DNP,   
"Burks, Alec",SG,0,"$3,500",sac,v dal, 116-100,DNP,   
"Thomas, Khyri",SG,0,"$3,500",det,@ pho, 118-98,DNP,   
"Allen, Grayson",SG,0,"$3,500",uta,@ atl, 114-117,DNP,   
"Mack, Shelvin",PG,0,"$3,500",cha,v min, 113-106,DNP,   
"Terrell, Jared",SG,0,"$3,500",min,@ cha, 106-113,DNP,   
"Calderon, Jose",PG,0,"$3,500",det,@ pho, 118-98,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,@ was, 113-108,DNP,   
"Okobo, Elie",PG,0,"$3,500",pho,v det, 98-118,DNP,   
"Parker, Tony",PG,0,"$3,500",cha,v min, 113-106,DNP,   
"Evans III, Jacob",SG,0,"$3,500",gsw,v ind, 112-89,NA,   
"Chealey, Joe",PG,0,"$3,500",cha,v min, 113-106,NA,   
"Hardaway Jr., Tim",SG,0,"$5,300",dal,@ sac, 100-116,NA,   
"Macon, Daryl",PG,0,"$3,500",dal,@ sac, 100-116,NA,   
"Reed, Davon",SG,0,"$3,500",ind,@ gsw, 89-112,NA,   
"Rose, Derrick",PG,0,"$5,000",min,@ cha, 106-113,NA,   
"Evans, Jawun",PG,0,"$3,500",pho,v det, 98-118,NA,   
"Macura, J.P.",SG,0,"$3,500",cha,v min, 113-106,NA,   
"Sumner, Edmond",PG,0,"$3,600",ind,@ gsw, 89-112,NA,   
"Goodwin, Brandon",PG,0,"$3,500",den,@ was, 113-108,NA,   
"Exum, Dante",PG,0,"$3,500",uta,@ atl, 114-117,NA,   
"McRae, Jordan",SG,0,"$3,500",was,v den, 108-113,NA,   
"Lucas, Kalin",PG,0,"$3,500",det,@ pho, 118-98,NA,   
"Mitrou-Long, Nazareth",SG,0,"$3,500",uta,@ atl, 114-117,NA,   
"Johnson, Tyler",PG,0,"$5,500",pho,v det, 98-118,NA,   
"Collison, Darren",PG,0,"$6,600",ind,@ gsw, 89-112,NA,   
"Mykhailiuk, Sviatoslav",SG,0,"$3,500",det,@ pho, 118-98,NA,   
"Williams, C.J.",SG,0,"$3,700",min,@ cha, 106-113,NA,   
"Lee, Damion",SG,0,"$3,500",gsw,v ind, 112-89,NA,   
"Teague, Jeff",PG,0,"$6,500",min,@ cha, 106-113,NA,   
"Whitehead, Isaiah",PG,0,"$3,500",det,@ pho, 118-98,NA,   
"Bagley, Marvin",PF,47.4,"$6,600",sac,v dal, 116-100,28:09,   22pt 12rb 4bl 1to 3trey 8-16fg 3-5ft
"Favors, Derrick",PF,41.5,"$6,700",uta,@ atl, 114-117,27:27,   15pt 15rb 1as 2st 1bl 2to 6-10fg 3-3ft
"Griffin, Blake",PF,41.4,"$8,400",det,@ pho, 118-98,30:49,   17pt 7rb 8as 1st 1bl 2to 2trey 4-17fg 7-10ft
"Bridges, Miles",SF,37.4,"$3,800",cha,v min, 113-106,30:29,   11pt 12rb 4as 2st 1trey 5-8fg
"Durant, Kevin",SF,35.6,"$9,300",gsw,v ind, 112-89,27:45,   15pt 3rb 6as 1st 3bl 4to 1trey 6-9fg 2-2ft
"Powell, Dwight",PF,35.3,"$6,900",dal,@ sac, 100-116,29:57,   14pt 4rb 5as 1st 2bl 1trey 4-6fg 5-6ft
"Young, Thaddeus",PF,34.9,"$6,100",ind,@ gsw, 89-112,24:49,   18pt 7rb 1as 2st 1bl 2to 2trey 7-13fg 2-2ft
"Millsap, Paul",PF,34.2,"$7,500",den,@ was, 113-108,35:17,   15pt 6rb 2as 3st 1bl 3to 2trey 6-8fg 1-2ft
"Williams, Marvin",PF,31.6,"$5,100",cha,v min, 113-106,25:03,   13pt 3rb 2st 3bl 3trey 5-6fg
"Holmes, Richaun",PF,29.5,"$3,900",pho,v det, 98-118,20:53,   10pt 5rb 1as 2st 2bl 2-4fg 6-8ft
"Evans, Tyreke",SF,29,"$4,600",ind,@ gsw, 89-112,29:18,   20pt 5rb 2as 1st 3to 1trey 8-17fg 3-3ft
"Ingles, Joe",SF,28.9,"$6,200",uta,@ atl, 114-117,33:15,   13pt 2rb 7as 2st 3to 3trey 5-8fg
"Harris, Gary",SF,28.5,"$4,700",den,@ was, 113-108,29:14,   15pt 5rb 1as 2st 1trey 6-15fg 2-4ft
"Portis, Bobby",PF,28.1,"$5,600",was,v den, 108-113,35:52,   18pt 8rb 1as 1to 3trey 6-11fg 3-3ft
"Bridges, Mikal",SF,28.1,"$4,900",pho,v det, 98-118,39:15,   13pt 3rb 7as 1st 2to 2trey 5-12fg 1-1ft
"Prince, Taurean",SF,27.6,"$4,700",atl,v uta, 117-114,31:44,   13pt 3rb 2as 3st 1to 3trey 5-8fg
"Bjelica, Nemanja",SF,26.3,"$5,000",sac,v dal, 116-100,26:56,   6pt 9rb 3as 1st 1bl 1to 2-3fg 2-2ft
"Carter, Vince",SF,26.2,"$3,800",atl,v uta, 117-114,22:22,   10pt 6rb 2as 1st 1bl 2trey 2-4fg 4-6ft
"Jackson, Justin",SF,25.5,"$3,500",dal,@ sac, 100-116,32:44,   19pt 5rb 1as 1to 1trey 9-16fg 0-1ft
"Collins, John",PF,25.1,"$8,000",atl,v uta, 117-114,27:27,   9pt 8rb 1as 1st 1bl 1to 1trey 4-10fg
"Green, Draymond",PF,23.9,"$7,200",gsw,v ind, 112-89,29:28,   10pt 7rb 5as 2to 1trey 4-5fg 1-1ft
"Saric, Dario",PF,23.9,"$4,000",min,@ cha, 106-113,28:27,   15pt 7rb 1as 1to 2trey 5-10fg 3-4ft
"Sabonis, Domantas",PF,23.9,"$6,400",ind,@ gsw, 89-112,22:32,   5pt 12rb 3as 2-9fg 1-2ft
"Barnes, Harrison",SF,21.7,"$5,800",sac,v dal, 116-100,33:42,   16pt 6rb 1as 3to 5-10fg 6-8ft
"Brown Jr., Troy",SF,21.5,"$3,500",was,v den, 108-113,32:49,   13pt 5rb 3as 2to 6-10fg 1-1ft
"Kleber, Maxi",PF,21.4,"$5,000",dal,@ sac, 100-116,32:45,   5pt 7rb 2as 1st 1bl 1to 1trey 2-5fg
"Bacon, Dwayne",SF,20.5,"$3,600",cha,v min, 113-106,18:53,   4pt 5rb 5as 1st 1-8fg 2-2ft
"Barton, Will",SF,18.3,"$5,500",den,@ was, 113-108,19:51,   13pt 4rb 1as 1to 1trey 5-10fg 2-2ft
"O'Neale, Royce",SF,18.1,"$3,500",uta,@ atl, 114-117,18:51,   10pt 3rb 1as 1st 1trey 3-7fg 3-3ft
"Broekhoff, Ryan",PF,15.9,"$3,500",dal,@ sac, 100-116,16:49,   13pt 2rb 1as 1to 4trey 4-6fg 1-2ft
"Parker, Jabari",SF,15.1,"$6,700",was,v den, 108-113,21:33,   6pt 8rb 1as 2to 3-11fg
"Tolliver, Anthony",PF,13.7,"$3,500",min,@ cha, 106-113,18:01,   6pt 6rb 1as 1to 2trey 2-5fg
"McDermott, Doug",SF,12.7,"$3,500",ind,@ gsw, 89-112,27:25,   11pt 1rb 1as 1to 5-9fg 1-1ft
"Bogdanovic, Bojan",SF,12.3,"$6,100",ind,@ gsw, 89-112,25:36,   9pt 4rb 1as 3to 3-10fg 3-4ft
"Kaminsky, Frank",PF,12.2,"$4,700",cha,v min, 113-106,8:15,   2pt 1rb 2as 2bl 0-6fg 2-2ft
"Bender, Dragan",PF,11.4,"$3,900",pho,v det, 98-118,32:13,   2pt 2rb 4as 1bl 2to 1-4fg
"Jerebko, Jonas",PF,10.7,"$3,600",gsw,v ind, 112-89,10:58,   6pt 1rb 1as 1bl 1to 2trey 2-3fg 0-2ft
"Bembry, DeAndre",SF,10.1,"$4,000",atl,v uta, 117-114,17:43,   0pt 3rb 1as 2st 1to 0-1fg
"Nowitzki, Dirk",PF,9.9,"$3,600",dal,@ sac, 100-116,12:38,   3pt 2rb 1as 1st 1trey 1-5fg
"Green, Jeff",SF,8.9,"$4,600",was,v den, 108-113,21:09,   5pt 2rb 1as 1trey 1-6fg 2-2ft
"Batum, Nicolas",SF,8.8,"$5,800",cha,v min, 113-106,23:29,   2pt 4rb 1bl 1to 1-5fg
"Bates-Diop, Keita",SF,7.4,"$3,600",min,@ cha, 106-113,15:27,   2pt 2rb 1bl 1-2fg
"McKinnie, Alfonzo",SF,6,"$3,600",gsw,v ind, 112-89,7:17,   6pt 2trey 2-2fg
"Spalding, Ray",PF,5.6,"$3,500",pho,v det, 98-118,8:01,   2pt 3rb 1-2fg
"Crowder, Jae",SF,5.4,"$5,500",uta,@ atl, 114-117,24:51,   2pt 2rb 1st 2to 0-6fg 2-2ft
"Jackson, Josh",PF,5.4,"$5,400",pho,v det, 98-118,23:44,   3pt 2rb 2as 3to 1-7fg 1-1ft
"Finney-Smith, Dorian",SF,4.4,"$4,300",dal,@ sac, 100-116,10:28,   2pt 2rb 0-4fg 2-2ft
"Leaf, TJ",PF,4.4,"$3,500",ind,@ gsw, 89-112,7:58,   2pt 2rb 1-2fg 0-2ft
"Johnson, Wesley",SF,4.2,"$3,500",was,v den, 108-113,6:39,   3pt 1rb 0-1fg 3-3ft
"Sefolosha, Thabo",SF,3.9,"$3,500",uta,@ atl, 114-117,12:10,   0pt 2rb 1as 0-2fg
"Brewer, Corey",SF,3.2,"$3,500",sac,v dal, 116-100,7:36,   2pt 1rb 0-1fg 2-2ft
"Giles, Harry",PF,1.4,"$4,600",sac,v dal, 116-100,7:47,   0pt 2rb 1to
"Robinson III, Glenn",SF,0,"$3,500",det,@ pho, 118-98,00:43,   0pt
"Antetokounmpo, Kostas",PF,0,"$3,500",dal,@ sac, 100-116,DNP,   
"Hernangomez, Juan",SF,0,"$3,500",den,@ was, 113-108,DNP,   
"Gibson, Taj",PF,0,"$4,300",min,@ cha, 106-113,DNP,   
"Ariza, Trevor",SF,0,"$5,700",was,v den, 108-113,DNP,   
"Vanderbilt, Jarred",SF,0,"$3,500",den,@ was, 113-108,DNP,   
"Dekker, Sam",SF,0,"$3,500",was,v den, 108-113,DNP,   
"Niang, Georges",PF,0,"$3,500",uta,@ atl, 114-117,DNP,   
"Johnson, B.J.",SF,0,"$3,500",atl,v uta, 117-114,DNP,   
"Oubre, Kelly",SF,0,"$6,900",pho,v det, 98-118,NA,   
"Robinson, Devin",SF,0,"$3,500",was,v den, 108-113,NA,   
"Poythress, Alex",PF,0,"$3,600",atl,v uta, 117-114,NA,   
"Leuer, Jon",PF,0,"$3,500",det,@ pho, 118-98,NA,   
"Gabriel, Wenyen",PF,0,"$3,500",sac,v dal, 116-100,NA,   
"Warren, T.J.",SF,0,"$5,000",pho,v det, 98-118,NA,   
"King, George",SF,0,"$3,500",pho,v det, 98-118,NA,   
"Derrickson, Marcus",PF,0,"$3,500",gsw,v ind, 112-89,NA,   
"Williams, Troy",SF,0,"$3,500",sac,v dal, 116-100,NA,   
"Kidd-Gilchrist, Michael",SF,0,"$3,500",cha,v min, 113-106,NA,   
"Porter, Michael",PF,0,"$3,700",den,@ was, 113-108,NA,   
"Swanigan, Caleb",PF,0,"$3,500",sac,v dal, 116-100,NA,   
"Cavanaugh, Tyler",PF,0,"$3,500",uta,@ atl, 114-117,NA,   
"Johnson, Alize",PF,0,"$3,500",ind,@ gsw, 89-112,NA,   
"Covington, Robert",SF,0,"$5,700",min,@ cha, 106-113,NA,   
"Lyles, Trey",PF,0,"$3,800",den,@ was, 113-108,NA,   
"Deng, Luol",SF,0,"$3,600",min,@ cha, 106-113,NA,   
"Lydon, Tyler",SF,0,"$3,500",den,@ was, 113-108,NA,   
"Spellman, Omari",PF,0,"$3,600",atl,v uta, 117-114,NA,   
"Towns, Karl-Anthony",C,54.2,"$11,500",min,@ cha, 106-113,34:04,   21pt 16rb 6as 1st 2bl 4to 2trey 7-17fg 5-6ft
"Drummond, Andre",C,51.3,"$10,900",det,@ pho, 118-98,32:02,   16pt 19rb 1as 3st 1bl 1to 7-18fg 2-3ft
"Cousins, DeMarcus",C,41.2,"$8,600",gsw,v ind, 112-89,26:05,   19pt 11rb 4as 2bl 3to 8-12fg 3-5ft
"Cauley-Stein, Willie",C,41.1,"$5,500",sac,v dal, 116-100,31:59,   10pt 18rb 3as 2st 1to 5-8fg 0-1ft
"Dedmon, Dewayne",C,39.8,"$5,600",atl,v uta, 117-114,28:16,   18pt 9rb 2as 3bl 1to 3trey 6-8fg 3-4ft
"Jokic, Nikola",C,37.7,"$10,100",den,@ was, 113-108,34:55,   15pt 6rb 11as 1to 2trey 6-12fg 1-1ft
"Bryant, Thomas",C,37.6,"$4,300",was,v den, 108-113,35:27,   22pt 8rb 2bl 9-11fg 4-5ft
"Ayton, Deandre",C,32.1,"$8,000",pho,v det, 98-118,25:14,   20pt 8rb 1as 1bl 2to 9-12fg 2-3ft
