Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Mitchell, Donovan",SG,64.6,"$8,900",uta,v mil, 115-111,39:12,   46pt 3rb 6as 2st 1bl 3to 5trey 15-32fg 11-14ft
"Simmons, Ben",PG,59.5,"$9,200",phi,v gsw, 117-120,40:44,   25pt 15rb 11as 3st 9to 10-15fg 5-6ft
"Middleton, Khris",SG,46.8,"$7,200",mil,@ uta, 111-115,35:35,   29pt 9rb 6as 1st 5to 4trey 8-24fg 9-9ft
"Holiday, Jrue",SG,46.1,"$9,100",nor,@ den, 120-112,34:35,   29pt 3rb 5as 3st 1bl 6to 4trey 10-23fg 5-5ft
"Curry, Stephen",PG,45.8,"$9,400",gsw,@ phi, 120-117,35:56,   28pt 4rb 2as 4st 2to 5trey 10-23fg 3-3ft
"Doncic, Luka",SG,39.8,"$9,700",dal,v mem, 81-111,26:14,   22pt 4rb 2as 2st 2bl 2to 1trey 7-14fg 7-12ft
"Butler, Jimmy",SG,38.8,"$8,400",phi,v gsw, 117-120,36:39,   21pt 9rb 2as 1st 1bl 2to 2trey 5-16fg 9-11ft
"Collison, Darren",PG,38.6,"$6,600",ind,v orl, 112-117,33:13,   23pt 3rb 10as 3to 2trey 8-12fg 5-6ft
"McGruder, Rodney",SG,38.2,"$3,600",mia,v bkn, 117-88,26:39,   17pt 6rb 2as 2st 2bl 1to 4trey 6-9fg 1-2ft
"Westbrook, Russell",PG,37.8,"$11,700",okc,@ sas, 102-116,33:45,   19pt 9rb 8as 1st 7to 1trey 7-17fg 4-7ft
"White, Derrick",PG,36.6,"$6,000",sas,v okc, 116-102,29:32,   14pt 8rb 2as 3st 1bl 2to 1trey 6-10fg 1-1ft
"Kennard, Luke",SG,35.5,"$5,200",det,@ cle, 129-93,22:02,   26pt 5rb 1as 1bl 1to 6trey 10-15fg
"Booker, Devin",SG,34.8,"$8,600",pho,v lal, 118-109,39:46,   25pt 4rb 4as 1st 4to 8-18fg 9-9ft
"Fournier, Evan",SG,34,"$5,600",orl,@ ind, 117-112,35:20,   19pt 5rb 8as 3to 3trey 7-12fg 2-2ft
"DeRozan, DeMar",SG,31.7,"$8,700",sas,v okc, 116-102,33:32,   18pt 6rb 7as 4to 8-16fg 2-4ft
"Murray, Jamal",PG,31.6,"$6,600",den,v nor, 112-120,31:49,   20pt 3rb 4as 1st 1to 1trey 5-15fg 9-9ft
"Ross, Terrence",SG,31.1,"$5,300",orl,@ ind, 117-112,27:15,   23pt 3rb 1as 1st 3trey 8-17fg 4-4ft
