Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,54.3,"$11,300",okc,v den, 105-115,35:39,   27pt 9rb 9as 2st 3to 1trey 11-22fg 4-5ft
"Rondo, Rajon",PG,53.7,"$6,300",lal,v cha, 129-115,35:19,   7pt 6rb 17as 5st 1to 1trey 3-9fg
"Curry, Stephen",PG,52.1,"$9,600",gsw,@ min, 130-131,41:55,   37pt 3rb 5as 2st 2to 11trey 13-25fg
"Lillard, Damian",PG,51.1,"$10,900",por,@ atl, 118-98,32:04,   36pt 3rb 7as 1bl 2to 4trey 13-25fg 6-6ft
"Beal, Bradley",SG,50.6,"$9,200",was,@ uta, 124-128,38:49,   34pt 3rb 6as 2st 2to 2trey 13-25fg 6-10ft
"Murray, Jamal",PG,49.5,"$7,200",den,@ okc, 115-105,33:31,   27pt 5rb 9as 1st 3trey 11-20fg 2-2ft
"Irving, Kyrie",PG,47.9,"$10,000",bos,v ind, 114-112,35:07,   30pt 2rb 5as 3st 1to 3trey 11-22fg 5-5ft
"Young, Trae",PG,47.3,"$8,700",atl,v por, 98-118,31:39,   26pt 9rb 7as 1st 3to 1trey 10-25fg 5-5ft
"Mitchell, Donovan",SG,46.5,"$8,500",uta,v was, 128-124,38:29,   35pt 5rb 5as 1bl 5to 3trey 13-23fg 6-6ft
"Okogie, Josh",SG,40.5,"$5,400",min,v gsw, 131-130,40:59,   21pt 5rb 1as 4st 3trey 6-11fg 6-8ft
"Caldwell-Pope, Kentavious",SG,38.8,"$5,500",lal,v cha, 129-115,33:16,   25pt 4rb 4as 1st 6trey 8-14fg 3-3ft
"Wiggins, Andrew",SG,36.3,"$6,700",min,v gsw, 131-130,39:22,   24pt 9rb 3as 1bl 6to 3trey 10-24fg 1-2ft
"Walker, Kemba",PG,34.4,"$10,000",cha,@ lal, 115-129,37:39,   24pt 2rb 6as 1st 4to 1trey 9-18fg 5-5ft
"Rubio, Ricky",PG,29.9,"$6,300",uta,v was, 128-124,32:35,   17pt 2rb 3as 3st 3to 1trey 7-16fg 2-2ft
"Thompson, Klay",SG,26.9,"$7,500",gsw,@ min, 130-131,41:04,   20pt 2rb 5as 3to 3trey 8-18fg 1-2ft
"Smart, Marcus",SG,26.2,"$5,500",bos,v ind, 114-112,28:32,   6pt 1rb 6as 4st 2to 2trey 2-5fg
"Bayless, Jerryd",PG,26,"$3,600",min,v gsw, 131-130,26:03,   17pt 6as 2trey 5-11fg 5-6ft
"Satoransky, Tomas",PG,25.9,"$6,200",was,@ uta, 124-128,25:33,   7pt 2rb 9as 1st 1trey 3-5fg
"Collison, Darren",PG,25.7,"$6,300",ind,@ bos, 112-114,27:35,   12pt 1rb 7as 1st 1to 1trey 5-11fg 1-2ft
"Iguodala, Andre",SG,24.6,"$3,800",gsw,@ min, 130-131,29:59,   14pt 3rb 2as 2st 2to 1trey 6-7fg 1-2ft
"Huerter, Kevin",SG,20.8,"$4,300",atl,v por, 98-118,31:04,   11pt 4rb 4as 1to 1trey 5-14fg
"Brown, Jaylen",SG,20.3,"$4,800",bos,v ind, 114-112,27:18,   16pt 4rb 1as 2to 1trey 7-10fg 1-2ft
"Jones, Tyus",PG,18,"$6,500",min,v gsw, 131-130,26:57,   12pt 4as 1st 3to 1trey 4-8fg 3-3ft
"Morris, Monte",SG,17.7,"$4,000",den,@ okc, 115-105,20:08,   4pt 1rb 7as 1st 1to 2-6fg
"Anderson, Justin",SG,17.4,"$3,500",atl,v por, 98-118,24:17,   6pt 2rb 2as 2bl 2trey 2-7fg
"Graham, Devonte'",PG,17.2,"$3,800",cha,@ lal, 115-129,22:41,   11pt 1rb 4as 1to 2trey 4-6fg 1-1ft
"Joseph, Cory",PG,16.7,"$3,800",ind,@ bos, 112-114,20:25,   2pt 1rb 5as 2st 1-4fg
"Adams, Jaylen",SG,15.6,"$3,500",atl,v por, 98-118,16:21,   6pt 3rb 2as 1bl 1-4fg 4-4ft
"Bazemore, Kent",SG,14.9,"$3,700",atl,v por, 98-118,21:23,   3pt 7rb 1as 1st 1to 1-7fg 1-2ft
"McRae, Jordan",SG,14.9,"$3,700",was,@ uta, 124-128,25:41,   9pt 2rb 3as 1to 1trey 2-9fg 4-4ft
"Curry, Seth",PG,13.6,"$5,100",por,@ atl, 118-98,30:34,   12pt 3rb 2to 2trey 4-9fg 2-2ft
"Matthews, Wes",SG,13.4,"$4,500",ind,@ bos, 112-114,27:26,   4pt 2rb 2as 2st 2to 1-5fg 2-2ft
"Lamb, Jeremy",SG,13,"$5,500",cha,@ lal, 115-129,19:38,   7pt 5rb 1trey 1-11fg 4-4ft
"Rozier, Terry",PG,12.9,"$6,400",bos,v ind, 114-112,15:14,   1pt 2rb 5as 1st 1to 0-3fg 1-2ft
