Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Walker, Kemba",PG,55.1,"$9,000",cha,@ tor, 115-114,35:22,   15pt 8rb 13as 4st 1to 2trey 3-17fg 7-7ft
"Williams, Louis",SG,47.1,"$7,400",lac,@ nyk, 124-113,32:15,   29pt 3rb 7as 2st 2to 5trey 9-20fg 6-8ft
"Paul, Chris",PG,45.1,"$8,200",hou,@ nor, 113-90,26:47,   10pt 3rb 13as 5st 3to 1trey 4-12fg 1-1ft
"Mudiay, Emmanuel",PG,43.7,"$5,200",nyk,v lac, 113-124,35:04,   26pt 6rb 7as 1st 3to 2trey 10-19fg 4-4ft
"Fox, De'Aaron",PG,41.2,"$9,100",sac,@ lal, 106-111,27:26,   9pt 6rb 4as 6st 1bl 2to 1trey 3-16fg 2-2ft
"Curry, Stephen",PG,40.3,"$9,900",gsw,v det, 121-114,35:26,   26pt 9rb 3as 1st 4to 5trey 9-19fg 3-3ft
"Irving, Kyrie",PG,39.4,"$10,300",bos,v sas, 96-115,33:49,   11pt 2rb 12as 2st 1bl 1to 1trey 5-17fg
"Harden, James",SG,37.6,"$12,600",hou,@ nor, 113-90,28:54,   28pt 3rb 4as 1st 1bl 6to 6trey 10-19fg 2-2ft
"DeRozan, DeMar",SG,37.5,"$9,200",sas,@ bos, 115-96,35:51,   16pt 11as 2bl 1to 8-18fg
"Bledsoe, Eric",PG,37.5,"$7,800",mil,v cle, 127-105,28:13,   12pt 5rb 7as 2st 1bl 2trey 3-7fg 4-4ft
"Jackson, Frank",PG,32.6,"$5,400",nor,v hou, 90-113,34:19,   19pt 3rb 6as 1st 2to 3trey 7-16fg 2-3ft
"Graham, Devonte'",PG,32.1,"$3,500",cha,@ tor, 115-114,21:43,   10pt 3rb 9as 2st 1to 3-8fg 4-4ft
"Kennard, Luke",SG,31.1,"$4,000",det,@ gsw, 114-121,27:59,   20pt 3rb 1as 2st 3trey 8-12fg 1-1ft
"Middleton, Khris",SG,30.5,"$8,000",mil,v cle, 127-105,32:45,   17pt 5rb 3as 2st 3to 1trey 7-15fg 2-4ft
"Bogdanovic, Bogdan",SG,30.4,"$4,300",sac,@ lal, 106-111,29:58,   17pt 2rb 4as 1st 1bl 1to 3trey 6-12fg 2-4ft
"Gilgeous-Alexander, Shai",PG,29.4,"$5,300",lac,@ nyk, 124-113,37:44,   10pt 2rb 8as 1st 1bl 1to 3-10fg 4-4ft
"Gordon, Eric",SG,29,"$4,700",hou,@ nor, 113-90,21:10,   18pt 2as 1st 2bl 1to 6trey 6-12fg
"Hield, Buddy",SG,28.7,"$7,900",sac,@ lal, 106-111,30:09,   18pt 6rb 3as 1to 5trey 6-21fg 1-1ft
"Clarkson, Jordan",SG,28.6,"$5,200",cle,@ mil, 105-127,34:31,   19pt 3rb 4as 1trey 7-16fg 4-5ft
"Sexton, Collin",PG,28.5,"$6,300",cle,@ mil, 105-127,36:40,   18pt 5rb 1as 1st 1trey 6-15fg 5-6ft
"Thompson, Klay",SG,28.4,"$8,300",gsw,v det, 121-114,37:05,   24pt 2rb 2as 1to 4trey 10-17fg
"Caldwell-Pope, Kentavious",SG,28.4,"$4,800",lal,v sac, 111-106,33:09,   16pt 7rb 4as 2to 4trey 5-15fg 2-2ft
"Connaughton, Pat",SG,25.4,"$4,900",mil,v cle, 127-105,25:13,   9pt 7rb 2as 2st 1to 1trey 3-9fg 2-2ft
"Beverley, Patrick",PG,24.6,"$6,000",lac,@ nyk, 124-113,30:18,   12pt 3rb 2as 1st 1bl 4trey 4-7fg
"Allen, Kadeem",PG,24.3,"$3,500",nyk,v lac, 113-124,20:15,   16pt 4rb 1as 1bl 1to 2trey 6-11fg 2-2ft
"Dotson, Damyean",SG,23.6,"$5,800",nyk,v lac, 113-124,44:22,   18pt 3rb 2as 1to 1trey 7-16fg 3-4ft
"Rondo, Rajon",PG,22.5,"$6,500",lal,v sac, 111-106,37:12,   3pt 5rb 9as 1st 3to 1trey 1-6fg
"VanVleet, Fred",PG,22.5,"$5,600",tor,v cha, 114-115,31:10,   12pt 5rb 3as 2trey 5-9fg
"Lamb, Jeremy",SG,22,"$7,200",cha,@ tor, 115-114,25:01,   13pt 1st 2bl 3trey 5-11fg
"Lowry, Kyle",PG,21.4,"$7,700",tor,v cha, 114-115,28:18,   7pt 2rb 6as 1st 1bl 3to 1trey 3-5fg
"Smith, Ishmael",PG,21.2,"$4,900",det,@ gsw, 114-121,26:38,   14pt 1rb 4as 5-14fg 4-4ft
"Hill, George",PG,20.9,"$3,500",mil,v cle, 127-105,21:02,   17pt 2rb 1as 1trey 7-8fg 2-2ft
"Holiday, Aaron",SG,20.9,"$3,500",ind,v den, 124-88,18:51,   11pt 2rb 5as 1trey 4-8fg 2-2ft
"Smart, Marcus",SG,19.3,"$5,000",bos,v sas, 96-115,33:36,   14pt 4rb 1as 1to 1trey 6-14fg 1-2ft
"Mills, Patty",PG,19.2,"$4,100",sas,@ bos, 115-96,21:53,   12pt 1rb 4as 2trey 5-7fg
"Payton, Elfrid",PG,18.8,"$8,900",nor,v hou, 90-113,31:25,   4pt 4rb 8as 1st 5to 2-8fg
"Green, Danny",SG,18.8,"$4,500",tor,v cha, 114-115,26:57,   2pt 4rb 2as 1st 2bl 1-5fg
"Snell, Tony",SG,18.6,"$3,500",mil,v cle, 127-105,18:10,   12pt 3rb 1st 2trey 4-6fg 2-2ft
"Joseph, Cory",PG,18.5,"$4,400",ind,v den, 124-88,23:46,   2pt 3as 4st 1-4fg
"Murray, Jamal",PG,16.5,"$6,800",den,@ ind, 88-124,27:56,   4pt 5rb 5as 1st 4to 2-12fg
"White, Derrick",PG,16.3,"$5,900",sas,@ bos, 115-96,27:47,   4pt 4rb 5as 2-7fg
"Brown, Sterling",SG,15.9,"$3,500",mil,v cle, 127-105,17:06,   12pt 2rb 1as 2trey 5-8fg 0-1ft
"Livingston, Shaun",PG,15.8,"$3,500",gsw,v det, 121-114,15:37,   8pt 4rb 2as 4-4fg
"Matthews, Wes",SG,15.5,"$4,400",ind,v den, 124-88,29:09,   8pt 5as 2trey 3-7fg
"Morris, Monte",SG,14.7,"$4,200",den,@ ind, 88-124,22:58,   12pt 1rb 1as 6-13fg
"Ellington, Wayne",SG,13.5,"$4,800",det,@ gsw, 114-121,19:58,   3pt 3as 2st 1trey 1-5fg
"Galloway, Langston",SG,13.5,"$3,500",det,@ gsw, 114-121,25:54,   12pt 1as 2trey 5-8fg
"Ferrell, Yogi",PG,13.4,"$3,500",sac,@ lal, 106-111,20:34,   9pt 2rb 2as 1to 1trey 2-9fg 4-4ft
"Shumpert, Iman",SG,13,"$3,700",hou,@ nor, 113-90,23:47,   5pt 5rb 2as 1to 1trey 2-5fg
"Nwaba, David",SG,12.2,"$3,800",cle,@ mil, 105-127,19:49,   8pt 1rb 2as 1trey 3-5fg 1-2ft
"Temple, Garrett",SG,11.9,"$3,600",lac,@ nyk, 124-113,17:42,   0pt 2rb 3as 2st 1to 0-2fg
"Craig, Torrey",SG,11.8,"$3,700",den,@ ind, 88-124,21:05,   5pt 4rb 1bl 1to 1trey 1-4fg 2-2ft
"Cook, Quinn",PG,10.9,"$3,500",gsw,v det, 121-114,12:40,   7pt 2rb 1as 1trey 2-3fg 2-2ft
"Jackson, Reggie",PG,10,"$5,100",det,@ gsw, 114-121,21:22,   7pt 2as 1trey 3-9fg
"Belinelli, Marco",SG,9.8,"$3,700",sas,@ bos, 115-96,24:01,   5pt 4rb 1trey 2-7fg
"Rivers, Austin",SG,9.7,"$3,500",hou,@ nor, 113-90,25:15,   8pt 1rb 1as 1to 3-10fg 2-2ft
"Brown, Jaylen",SG,8.2,"$4,700",bos,v sas, 96-115,24:32,   7pt 1rb 1-8fg 5-6ft
"Rozier, Terry",PG,8.1,"$6,200",bos,v sas, 96-115,19:58,   4pt 3rb 1as 1to 2-8fg
"Knight, Brandon",PG,8.1,"$4,200",cle,@ mil, 105-127,21:42,   2pt 3rb 3as 2to 1-7fg
"Caruso, Alex",PG,7.4,"$5,000",lal,v sac, 111-106,18:05,   6pt 2rb 1to 2-6fg 2-2ft
"Beasley, Malik",SG,7.2,"$3,700",den,@ ind, 88-124,13:37,   4pt 1rb 1st 1to 1-6fg 2-2ft
"Monk, Malik",SG,6.4,"$3,500",cha,@ tor, 115-114,14:53,   3pt 2rb 2as 2to 1trey 1-5fg
"Stauskas, Nik",SG,6,"$3,800",cle,@ mil, 105-127,13:22,   6pt 2trey 2-4fg
"Brown, Bruce",SG,6,"$3,600",det,@ gsw, 114-121,18:22,   6pt 2-5fg 2-2ft
"Lin, Jeremy",PG,5.7,"$3,700",tor,v cha, 114-115,6:02,   0pt 1rb 1as 1bl 0-1fg
"Forbes, Bryn",PG,5.4,"$3,900",sas,@ bos, 115-96,21:15,   4pt 2rb 1to 2-6fg
"Walker, Lonnie",SG,5,"$3,500",sas,@ bos, 115-96,2:21,   2pt 1st 1-1fg
"Shamet, Landry",PG,4.5,"$4,000",lac,@ nyk, 124-113,13:34,   3pt 1as 1trey 1-5fg
"Bertans, Dairis",SG,4.2,"$3,500",nor,v hou, 90-113,12:29,   3pt 1rb 1trey 1-4fg
"Clark, Ian",SG,3.2,"$4,100",nor,v hou, 90-113,11:38,   0pt 1rb 2as 1to 0-6fg
"Sumner, Edmond",PG,2.7,"$3,600",ind,v den, 124-88,3:50,   0pt 1rb 1as
"Dozier, PJ",SG,2.4,"$3,500",bos,v sas, 96-115,3:22,   0pt 2rb 0-1fg
"McCaw, Patrick",SG,2,"$3,500",tor,v cha, 114-115,10:55,   2pt 1-2fg
"Wanamaker, Brad",PG,2,"$3,500",bos,v sas, 96-115,3:22,   0pt 2as 1to 0-1ft
"Frazier, Tim",PG,1.5,"$3,500",mil,v cle, 127-105,1:31,   0pt 1as
"Machado, Scott",SG,0,"$3,500",lal,v sac, 111-106,1:38,   0pt
"Pondexter, Quincy",SG,0,"$3,500",sas,@ bos, 115-96,1:04,   0pt
"Thornwell, Sindarius",SG,0,"$3,500",lac,@ nyk, 124-113,00:48,   0pt
"Chiozza, Chris",PG,0,"$3,500",hou,@ nor, 113-90,4:49,   0pt
"Mason III, Frank",SG,0,"$3,500",sac,@ lal, 106-111,DNP,   
"Wallace, Tyrone",SG,0,"$3,500",lac,@ nyk, 124-113,DNP,   
"Mack, Shelvin",PG,0,"$3,500",cha,@ tor, 115-114,DNP,   
"Lee, Damion",SG,0,"$3,500",gsw,v det, 121-114,DNP,   
"Burks, Alec",SG,0,"$3,500",sac,@ lal, 106-111,DNP,   
"Thomas, Khyri",SG,0,"$3,500",det,@ gsw, 114-121,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,@ ind, 88-124,DNP,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,v cle, 127-105,DNP,   
"Mykhailiuk, Sviatoslav",SG,0,"$3,500",det,@ gsw, 114-121,DNP,   
"Evans III, Jacob",SG,0,"$3,500",gsw,v det, 121-114,NA,   
"Chealey, Joe",PG,0,"$3,500",cha,@ tor, 115-114,NA,   
"Holiday, Jrue",SG,0,"$8,400",nor,v hou, 90-113,NA,   
"Bullock, Reggie",SG,0,"$3,500",lal,v sac, 111-106,NA,   
