Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,57.7,"$11,600",okc,v dal, 103-106,37:39,   25pt 11rb 11as 2st 3to 3trey 9-19fg 4-4ft
"Rondo, Rajon",PG,55,"$6,900",lal,@ nor, 130-102,30:52,   24pt 5rb 12as 3st 2to 4trey 9-14fg 2-2ft
"Curry, Stephen",PG,48,"$9,800",gsw,v cha, 137-90,27:28,   25pt 5rb 6as 2st 1bl 1to 5trey 8-14fg 4-4ft
"Caruso, Alex",PG,45.6,"$4,000",lal,@ nor, 130-102,28:50,   23pt 3rb 6as 4st 2to 4trey 7-11fg 5-6ft
"Wright, Delon",SG,45.6,"$6,000",mem,@ lac, 96-113,35:25,   20pt 8rb 4as 3st 1bl 2to 2trey 6-12fg 6-10ft
"Hield, Buddy",SG,39.5,"$7,300",sac,@ sas, 113-106,31:23,   26pt 5rb 3as 1st 4trey 8-15fg 6-7ft
"Burke, Trey",PG,39.4,"$3,600",dal,@ okc, 106-103,30:31,   25pt 2rb 8as 4trey 10-18fg 1-2ft
"Beal, Bradley",SG,36.6,"$9,600",was,@ den, 95-90,36:20,   17pt 3rb 6as 3st 2to 6-16fg 5-5ft
"DeRozan, DeMar",SG,35.9,"$8,900",sas,v sac, 106-113,36:21,   16pt 2rb 7as 3st 2to 8-16fg
"Cook, Quinn",PG,32.8,"$3,500",gsw,v cha, 137-90,23:23,   21pt 4rb 4as 1st 2to 5trey 8-13fg
"Lamb, Jeremy",SG,32.1,"$5,400",cha,@ gsw, 90-137,20:14,   11pt 3rb 5as 2st 2bl 2to 1trey 3-7fg 4-4ft
"Gilgeous-Alexander, Shai",PG,31.3,"$6,000",lac,v mem, 113-96,28:13,   6pt 4rb 3as 4st 2bl 2to 2-6fg 2-2ft
"Bogdanovic, Bogdan",SG,31.1,"$5,200",sac,@ sas, 113-106,31:58,   15pt 3rb 5as 2st 1to 2trey 4-11fg 5-5ft
"Bullock, Reggie",SG,29.1,"$3,500",lal,@ nor, 130-102,23:29,   18pt 3rb 3as 1st 4trey 6-11fg 2-2ft
