Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Durant, Kevin",-1,59.6,N/A,gsw,cle,home, 113-91,37:33,38,8,8,0,0,0,3,14,26,7,8
"Curry, Stephen",-1,54.2,N/A,gsw,cle,home, 113-91,34:29,28,6,10,3,0,2,6,11,22,0,0
"James, LeBron",-1,54,N/A,cle,gsw,away, 91-113,40:02,28,15,8,0,2,8,2,9,20,8,12
"Love, Kevin",-1,46.7,N/A,cle,gsw,away, 91-113,34:13,15,21,1,0,3,1,3,4,13,4,4
"Green, Draymond",-1,29.2,N/A,gsw,cle,home, 113-91,36:09,9,11,2,2,1,2,1,3,12,2,3
"Irving, Kyrie",-1,28.6,N/A,cle,gsw,away, 91-113,34:53,24,3,2,0,1,4,3,10,22,1,1
"Pachulia, Zaza",-1,19.2,N/A,gsw,cle,home, 113-91,14:26,8,6,0,2,0,0,0,4,5,0,1
"Iguodala, Andre",-1,18.1,N/A,gsw,cle,home, 113-91,24:00,7,3,1,2,1,0,1,3,4,0,2
"Thompson, Klay",-1,17.6,N/A,gsw,cle,home, 113-91,36:22,6,3,4,1,0,0,0,3,16,0,0
"McGee, JaVale",-1,13.5,N/A,gsw,cle,home, 113-91,5:32,4,5,1,0,1,0,0,2,3,0,0
"Jefferson, Richard",-1,11.8,N/A,cle,gsw,away, 91-113,14:48,9,4,0,0,0,2,0,3,6,3,4
"Shumpert, Iman",-1,11,N/A,cle,gsw,away, 91-113,16:46,5,5,0,0,0,0,1,2,6,0,0
"Livingston, Shaun",-1,9.4,N/A,gsw,cle,home, 113-91,15:16,2,2,2,1,0,0,0,1,5,0,0
"Clark, Ian",-1,7.2,N/A,gsw,cle,home, 113-91,18:05,4,1,0,1,0,0,0,1,4,2,2
"Jones, Dahntay",-1,7,N/A,cle,gsw,away, 91-113,4:06,7,0,0,0,0,0,1,1,2,4,4
"Thompson, Tristan",-1,6.8,N/A,cle,gsw,away, 91-113,22:25,0,4,2,0,0,1,0,0,3,0,0
"Korver, Kyle",-1,6.3,N/A,cle,gsw,away, 91-113,19:43,0,4,1,0,0,0,0,0,3,0,0
"McCaw, Patrick",-1,5.1,N/A,gsw,cle,home, 113-91,3:28,0,3,1,0,0,0,0,0,2,0,0
"West, David",-1,4.7,N/A,gsw,cle,home, 113-91,8:03,2,1,1,0,0,0,0,1,4,0,0
"Barnes, Matt",-1,4.5,N/A,gsw,cle,home, 113-91,2:16,3,0,1,0,0,0,1,1,2,0,0
"McAdoo, James Michael",-1,3.2,N/A,gsw,cle,home, 113-91,4:22,2,1,0,0,0,0,0,1,1,0,0
"Williams, Deron",-1,3.1,N/A,cle,gsw,away, 91-113,18:30,0,3,1,0,0,2,0,0,4,0,0
"Smith, J.R.",-1,1,N/A,cle,gsw,away, 91-113,28:12,3,0,0,0,0,2,1,1,4,0,0
