Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Rozier, Terry",NA,49.4,N/A,cha,mem,away, 120-99,27:32,   24pt 7rb 8as 2st 1to 4trey 9-15fg 2-2ft,24,7,8,2,0,1,4,9,15fg,2,2ft
"Howard, Dwight",NA,48.6,N/A,lal,gsw,home, 104-98,22:19,   12pt 13rb 6as 4st 1bl 3to 2-4fg 8-10ft,12,13,6,4,1,3,0,2,4fg,8,10ft
"Bagley, Marvin",NA,43.2,N/A,sac,uta,away, 128-115,29:58,   22pt 11rb 1st 2bl 1to 2trey 8-16fg 4-4ft,22,11,0,1,2,1,2,8,16fg,4,4ft
"Chriss, Marquese",NA,43.2,N/A,gsw,lal,away, 98-104,26:13,   14pt 11rb 4as 1st 3bl 2to 4-7fg 6-6ft,14,11,4,1,3,2,0,4,7fg,6,6ft
"Clarke, Brandon",NA,41.9,N/A,mem,cha,home, 99-120,19:42,   16pt 12rb 3as 2st 1bl 2to 6-10fg 4-4ft,16,12,3,2,1,2,0,6,10fg,4,4ft
"Doncic, Luka",NA,41.5,N/A,dal,okc,home, 107-70,26:57,   19pt 10rb 7as 1st 1bl 6to 2trey 4-10fg 9-11ft,19,10,7,1,1,6,2,4,10fg,9,11ft
"Adebayo, Bam",NA,41,N/A,mia,atl,home, 120-87,26:29,   15pt 10rb 4as 3bl 1to 3-10fg 9-10ft,15,10,4,0,3,1,0,3,10fg,9,10ft
"Lee, Damion",NA,39.8,N/A,gsw,lal,away, 98-104,22:43,   18pt 9rb 2as 3st 1to 7-11fg 4-5ft,18,9,2,3,0,1,0,7,11fg,4,5ft
"Bogdanovic, Bogdan",NA,39,N/A,sac,uta,away, 128-115,28:57,   16pt 5rb 8as 1st 1bl 1to 2trey 6-16fg 2-2ft,16,5,8,1,1,1,2,6,16fg,2,2ft
"Kaminsky, Frank",NA,36.7,N/A,pho,den,home, 102-107,18:33,   22pt 6rb 3as 1bl 2trey 6-10fg 8-8ft,22,6,3,0,1,0,2,6,10fg,8,8ft
"Hield, Buddy",NA,33.1,N/A,sac,uta,away, 128-115,28:29,   23pt 3rb 5as 1st 4to 3trey 9-17fg 2-2ft,23,3,5,1,0,4,3,9,17fg,2,2ft
"Grant, Jerami",NA,32.4,N/A,den,pho,away, 107-102,28:28,   22pt 2rb 3st 1to 2trey 6-8fg 8-8ft,22,2,0,3,0,1,2,6,8fg,8,8ft
"Rubio, Ricky",NA,32.1,N/A,pho,den,home, 102-107,24:47,   7pt 3rb 9as 3st 1to 2-7fg 3-3ft,7,3,9,3,0,1,0,2,7fg,3,3ft
"Graham, Devonte'",NA,31.9,N/A,cha,mem,away, 120-99,24:56,   18pt 7rb 5as 2to 4trey 6-10fg 2-2ft,18,7,5,0,0,2,4,6,10fg,2,2ft
"Curry, Stephen",NA,31.7,N/A,gsw,lal,away, 98-104,21:24,   17pt 1rb 3as 2st 2bl 3to 3trey 6-17fg 2-2ft,17,1,3,2,2,3,3,6,17fg,2,2ft
"Gobert, Rudy",NA,30.7,N/A,uta,sac,home, 115-128,26:36,   17pt 6rb 1as 1st 1bl 1to 5-6fg 7-10ft,17,6,1,1,1,1,0,5,6fg,7,10ft
"Murray, Jamal",NA,30.6,N/A,den,pho,away, 107-102,28:16,   16pt 8rb 6as 4to 2trey 6-16fg 2-2ft,16,8,6,0,0,4,2,6,16fg,2,2ft
"Fox, De'Aaron",NA,30.4,N/A,sac,uta,away, 128-115,19:11,   14pt 2rb 4as 2st 1bl 1to 1trey 5-11fg 3-5ft,14,2,4,2,1,1,1,5,11fg,3,5ft
