Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Young, Trae",PG,79.6,"$8,800",atl,chi,home, 161-168,55:50,   49pt 8rb 16as 1st 1bl 9to 6trey 17-33fg 9-11ft,49,8,16,1,1,9,6,17,33,9,11
"LaVine, Zach",SG,69.3,"$8,300",chi,atl,away, 168-161,55:34,   47pt 9rb 9as 2st 8to 6trey 17-35fg 7-11ft,47,9,9,2,0,8,6,17,35,7,11
"Beal, Bradley",SG,57.2,"$9,900",was,bos,away, 96-107,38:30,   29pt 11rb 6as 2st 1bl 3to 4trey 12-23fg 1-2ft,29,11,6,2,1,3,4,12,23,1,2
"Bledsoe, Eric",PG,51.3,"$7,200",mil,lal,away, 131-120,30:53,   31pt 9rb 5as 1bl 1to 2trey 12-24fg 5-5ft,31,9,5,0,1,1,2,12,24,5,5
"Walker, Kemba",PG,49.3,"$9,300",cha,bkn,away, 123-112,37:54,   25pt 4rb 7as 4st 3to 1trey 12-20fg,25,4,7,4,0,3,1,12,20,0,0
"Lowry, Kyle",PG,48.4,"$7,700",tor,por,home, 119-117,40:21,   19pt 7rb 10as 1st 2bl 3to 3trey 7-13fg 2-2ft,19,7,10,1,2,3,3,7,13,2,2
"McCollum, C.J.",SG,47.3,"$6,900",por,tor,away, 117-119,39:48,   35pt 4rb 5as 1st 3to 7trey 12-20fg 4-4ft,35,4,5,1,0,3,7,12,20,4,4
"Rondo, Rajon",PG,46.1,"$5,500",lal,mil,home, 120-131,39:54,   20pt 8rb 9as 2st 3to 4trey 7-19fg 2-2ft,20,8,9,2,0,3,4,7,19,2,2
"Lillard, Damian",PG,41.6,"$9,400",por,tor,away, 117-119,37:26,   24pt 8rb 6as 1to 3trey 8-17fg 5-6ft,24,8,6,0,0,1,3,8,17,5,6
"Booker, Devin",SG,40.7,"$8,600",pho,nor,home, 116-130,33:33,   26pt 6rb 7as 1st 6to 1trey 6-17fg 13-14ft,26,6,7,1,0,6,1,6,17,13,14
"Holiday, Jrue",SG,40.5,"$9,000",nor,pho,away, 130-116,30:32,   21pt 5rb 9as 2st 6to 3trey 9-14fg 0-1ft,21,5,9,2,0,6,3,9,14,0,1
"Fox, De'Aaron",PG,38,"$8,000",sac,lac,home, 109-116,29:01,   12pt 5rb 12as 1st 1to 5-9fg 2-3ft,12,5,12,1,0,1,0,5,9,2,3
"Irving, Kyrie",PG,37.2,"$9,900",bos,was,home, 107-96,33:30,   13pt 6rb 12as 1to 1trey 6-15fg,13,6,12,0,0,1,1,6,15,0,0
"Hield, Buddy",SG,36.9,"$7,300",sac,lac,home, 109-116,35:47,   23pt 7rb 3as 1st 2to 3trey 6-19fg 8-8ft,23,7,3,1,0,2,3,6,19,8,8
"Payton, Elfrid",PG,33.2,"$6,400",nor,pho,away, 130-116,33:51,   8pt 6rb 10as 3st 6to 4-11fg,8,6,10,3,0,6,0,4,11,0,0
"Middleton, Khris",SG,33,"$7,200",mil,lal,away, 131-120,32:11,   18pt 5rb 6as 2trey 4-8fg 8-9ft,18,5,6,0,0,0,2,4,8,8,9
"Russell, D'Angelo",SG,32.5,"$9,300",bkn,cha,home, 112-123,28:18,   22pt 9as 3to 1trey 9-24fg 3-3ft,22,0,9,0,0,3,1,9,24,3,3
"Shamet, Landry",PG,30.8,"$3,800",lac,sac,away, 116-109,32:55,   20pt 4rb 2as 1bl 5trey 6-12fg 3-3ft,20,4,2,0,1,0,5,6,12,3,3
"Satoransky, Tomas",PG,29.5,"$5,400",was,bos,away, 96-107,36:31,   15pt 5rb 5as 1st 2to 2trey 6-12fg 1-1ft,15,5,5,1,0,2,2,6,12,1,1
"Brogdon, Malcolm",SG,29.4,"$6,400",mil,lal,away, 131-120,27:46,   21pt 2rb 4as 3trey 8-13fg 2-2ft,21,2,4,0,0,0,3,8,13,2,2
"LeVert, Caris",SG,28.4,"$6,300",bkn,cha,home, 112-123,23:46,   14pt 7rb 4as 1bl 3to 2trey 6-11fg,14,7,4,0,1,3,2,6,11,0,0
"Williams, Louis",SG,27.6,"$7,600",lac,sac,away, 116-109,28:11,   17pt 3rb 4as 1st 2to 6-17fg 5-9ft,17,3,4,1,0,2,0,6,17,5,9
"Gilgeous-Alexander, Shai",PG,27.5,"$3,900",lac,sac,away, 116-109,32:24,   15pt 5rb 1as 2st 1to 3trey 6-13fg,15,5,1,2,0,1,3,6,13,0,0
"Lamb, Jeremy",SG,26.2,"$6,400",cha,bkn,away, 123-112,34:43,   22pt 1rb 1bl 1trey 7-15fg 7-7ft,22,1,0,0,1,0,1,7,15,7,7
"Dunn, Kris",PG,26.2,"$6,000",chi,atl,away, 168-161,31:46,   14pt 1rb 6as 1bl 1to 3trey 5-11fg 1-2ft,14,1,6,0,1,1,3,5,11,1,2
"Beverley, Patrick",PG,25.9,"$5,900",lac,sac,away, 116-109,31:16,   12pt 7rb 3as 1bl 2to 2trey 5-8fg,12,7,3,0,1,2,2,5,8,0,0
"Parker, Tony",PG,23.9,"$3,500",cha,bkn,away, 123-112,18:26,   12pt 2rb 5as 1bl 1to 6-12fg,12,2,5,0,1,1,0,6,12,0,0
"Smart, Marcus",SG,23.4,"$5,400",bos,was,home, 107-96,30:28,   16pt 2rb 2st 1to 4trey 6-7fg,16,2,0,2,0,1,4,6,7,0,0
"Connaughton, Pat",SG,23,"$3,900",mil,lal,away, 131-120,25:43,   9pt 5rb 4as 1bl 1to 1trey 4-6fg,9,5,4,0,1,1,1,4,6,0,0
"Harrison, Shaquille",PG,22.6,"$3,600",chi,atl,away, 168-161,15:02,   13pt 3rb 2as 1st 4-6fg 5-7ft,13,3,2,1,0,0,0,4,6,5,7
"Selden, Wayne",SG,22.4,"$3,800",chi,atl,away, 168-161,31:49,   5pt 2rb 4as 3st 1-6fg 3-6ft,5,2,4,3,0,0,0,1,6,3,6
"Dinwiddie, Spencer",PG,22,"$6,300",bkn,cha,home, 112-123,23:17,   15pt 4as 1st 2to 1trey 6-13fg 2-3ft,15,0,4,1,0,2,1,6,13,2,3
"Daniels, Troy",SG,21.8,"$3,600",pho,nor,home, 116-130,16:50,   15pt 4rb 1st 1to 4trey 5-9fg 1-1ft,15,4,0,1,0,1,4,5,9,1,1
"Bogdanovic, Bogdan",SG,21.2,"$6,400",sac,lac,home, 109-116,35:16,   9pt 6rb 2as 1st 1to 1trey 3-15fg 2-2ft,9,6,2,1,0,1,1,3,15,2,2
"Huerter, Kevin",SG,20.4,"$4,200",atl,chi,home, 161-168,30:04,   15pt 2rb 1st 3trey 6-12fg,15,2,0,1,0,0,3,6,12,0,0
"Johnson, Tyler",PG,18.1,"$5,700",pho,nor,home, 116-130,28:33,   3pt 3rb 5as 1st 1bl 2to 1trey 1-7fg,3,3,5,1,1,2,1,1,7,0,0
"Arcidiacono, Ryan",PG,17.7,"$3,900",chi,atl,away, 168-161,37:56,   10pt 6rb 1as 1to 2trey 3-5fg 2-2ft,10,6,1,0,0,1,2,3,5,2,2
"Rozier, Terry",PG,17.6,"$6,400",bos,was,home, 107-96,18:24,   6pt 3rb 2as 2st 1to 3-7fg,6,3,2,2,0,1,0,3,7,0,0
"Brown, Jaylen",SG,17.1,"$5,000",bos,was,home, 107-96,26:45,   13pt 3rb 1as 1to 1trey 4-13fg 4-4ft,13,3,1,0,0,1,1,4,13,4,4
"Jackson, Frank",PG,15,"$3,900",nor,pho,away, 130-116,24:59,   9pt 5rb 1st 3to 3trey 3-6fg,9,5,0,1,0,3,3,3,6,0,0
"Caldwell-Pope, Kentavious",SG,14.6,"$3,500",lal,mil,home, 120-131,22:31,   7pt 3rb 2as 1st 2to 1trey 3-5fg,7,3,2,1,0,2,1,3,5,0,0
"Burks, Alec",SG,13.6,"$3,500",sac,lac,home, 109-116,13:30,   4pt 3rb 1st 1bl 2-4fg,4,3,0,1,1,0,0,2,4,0,0
"Curry, Seth",PG,13.4,"$3,500",por,tor,away, 117-119,18:43,   9pt 2rb 1st 1to 1trey 3-7fg 2-2ft,9,2,0,1,0,1,1,3,7,2,2
"Bazemore, Kent",SG,13.4,"$5,200",atl,chi,home, 161-168,30:44,   4pt 2rb 2as 2st 2to 1trey 1-8fg 1-2ft,4,2,2,2,0,2,1,1,8,1,2
"Melton, De'Anthony",PG,13.4,"$3,500",pho,nor,home, 116-130,17:04,   6pt 2rb 2as 1st 1to 2trey 2-7fg,6,2,2,1,0,1,2,2,7,0,0
"Snell, Tony",SG,12.8,"$3,500",mil,lal,away, 131-120,22:00,   2pt 4rb 2as 1st 1-5fg,2,4,2,1,0,0,0,1,5,0,0
"Green, Danny",SG,12.7,"$4,200",tor,por,home, 119-117,23:39,   11pt 1rb 1as 1to 3trey 4-5fg,11,1,1,0,0,1,3,4,5,0,0
"Hart, Josh",SG,11.9,"$3,500",lal,mil,home, 120-131,14:56,   5pt 2rb 1as 1bl 1trey 2-3fg,5,2,1,0,1,0,1,2,3,0,0
"Luwawu, Timothe",SG,10.9,"$3,500",chi,atl,away, 168-161,14:19,   4pt 2rb 1as 1st 2-5fg,4,2,1,1,0,0,0,2,5,0,0
"Adams, Jaylen",SG,9.6,"$3,500",atl,chi,home, 161-168,11:52,   3pt 3rb 2as 1trey 1-4fg,3,3,2,0,0,0,1,1,4,0,0
"Graham, Treveon",SG,9.4,"$3,500",bkn,cha,home, 112-123,17:53,   5pt 2rb 1bl 1to 1trey 2-5fg,5,2,0,0,1,1,1,2,5,0,0
"McCaw, Patrick",SG,9.2,"$3,700",tor,por,home, 119-117,11:13,   0pt 1rb 3st 1to,0,1,0,3,0,1,0,0,0,0,0
"Crabbe, Allen",SG,8.9,"$4,000",bkn,cha,home, 112-123,22:44,   5pt 2rb 1as 1trey 2-4fg,5,2,1,0,0,0,1,2,4,0,0
"Bullock, Reggie",SG,8.6,"$4,800",lal,mil,home, 120-131,25:39,   5pt 3rb 1trey 2-5fg,5,3,0,0,0,0,1,2,5,0,0
"Lin, Jeremy",PG,8.5,"$4,200",tor,por,home, 119-117,16:30,   8pt 1as 1to 4-8fg,8,0,1,0,0,1,0,4,8,0,0
"Temple, Garrett",SG,5.7,"$3,500",lac,sac,away, 116-109,15:01,   0pt 1rb 3as 0-1fg,0,1,3,0,0,0,0,0,1,0,0
"Ferrell, Yogi",PG,3.2,"$3,500",sac,lac,home, 109-116,8:34,   2pt 1rb 0-3fg 2-2ft,2,1,0,0,0,0,0,0,3,2,2
"Randle, Chasson",SG,3,"$3,500",was,bos,away, 96-107,9:21,   0pt 1st 0-2fg,0,0,0,1,0,0,0,0,2,0,0
"Canaan, Isaiah",PG,1.2,"$3,500",mil,lal,away, 131-120,2:54,   0pt 1rb,0,1,0,0,0,0,0,0,0,0,0
"Anderson, Justin",SG,0.5,"$3,500",atl,chi,home, 161-168,4:56,   0pt 1as 1to,0,0,1,0,0,1,0,0,0,0,0
"Thornwell, Sindarius",SG,0,"$3,500",lac,sac,away, 116-109,00:16,   0pt,0,0,0,0,0,0,0,0,0,0,0
"Mason III, Frank",SG,0,"$3,500",sac,lac,home, 109-116,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Simons, Anfernee",SG,0,"$3,500",por,tor,away, 117-119,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Blakeney, Antonio",SG,0,"$3,500",chi,atl,away, 168-161,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Clark, Ian",SG,0,"$3,500",nor,pho,away, 130-116,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Mack, Shelvin",PG,0,"$3,800",cha,bkn,away, 123-112,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Trent Jr., Gary",SG,0,"$3,500",por,tor,away, 117-119,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Monk, Malik",SG,0,"$3,500",cha,bkn,away, 123-112,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Crawford, Jamal",SG,0,"$4,000",pho,nor,home, 116-130,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Caruso, Alex",PG,0,"$3,500",lal,mil,home, 120-131,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Meeks, Jodie",SG,0,"$3,500",tor,por,home, 119-117,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Okobo, Elie",PG,0,"$3,500",pho,nor,home, 116-130,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Sampson, Brandon",SG,0,"$3,500",chi,atl,away, 168-161,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Wanamaker, Brad",PG,0,"$3,500",bos,was,home, 107-96,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Chealey, Joe",PG,0,"$3,500",cha,bkn,away, 123-112,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Sibert, Jordan",SG,0,"$3,500",atl,chi,home, 161-168,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Dozier, PJ",SG,0,"$3,500",bos,was,home, 107-96,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Evans, Jawun",PG,0,"$3,500",pho,nor,home, 116-130,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Loyd, Jordan",PG,0,"$3,500",tor,por,home, 119-117,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Robinson, Jerome",PG,0,"$3,500",lac,sac,away, 116-109,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Alkins, Rawle",SG,0,"$3,500",chi,atl,away, 168-161,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Macura, J.P.",SG,0,"$3,500",cha,bkn,away, 123-112,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Graham, Devonte'",PG,0,"$3,600",cha,bkn,away, 123-112,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Hill, George",PG,0,"$3,500",mil,lal,away, 131-120,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Ball, Lonzo",PG,0,"$7,500",lal,mil,home, 120-131,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"McRae, Jordan",SG,0,"$3,500",was,bos,away, 96-107,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"DiVincenzo, Donte",SG,0,"$3,500",mil,lal,away, 131-120,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Brown, Sterling",SG,0,"$3,500",mil,lal,away, 131-120,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Hunter, R.J.",SG,0,"$3,500",bos,was,home, 107-96,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Duval, Trevon",PG,0,"$3,500",mil,lal,away, 131-120,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"VanVleet, Fred",PG,0,"$4,600",tor,por,home, 119-117,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Bluiett, Trevon",SG,0,"$3,500",nor,pho,away, 130-116,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Wallace, Tyrone",SG,-1,"$3,500",lac,sac,away, 116-109,2:54,   0pt 1to,0,0,0,0,0,1,0,0,0,0,0
"Napier, Shabazz",PG,-1,"$3,900",bkn,cha,home, 112-123,3:53,   0pt 1to,0,0,0,0,0,1,0,0,0,0,0
"Markkanen, Lauri",PF,59.4,"$9,000",chi,atl,away, 168-161,53:53,   31pt 17rb 2as 1st 1bl 1to 3trey 9-18fg 10-12ft,31,17,2,1,1,1,3,9,18,10,12
"Leonard, Kawhi",SF,56.1,"$9,500",tor,por,home, 119-117,34:25,   38pt 3rb 5as 3st 2to 2trey 14-22fg 8-8ft,38,3,5,3,0,2,2,14,22,8,8
"James, LeBron",SF,54.4,"$12,400",lal,mil,home, 120-131,38:49,   31pt 7rb 10as 1st 3to 3trey 10-19fg 8-10ft,31,7,10,1,0,3,3,10,19,8,10
"Porter, Otto",SF,49,"$7,200",chi,atl,away, 168-161,54:34,   31pt 10rb 4as 1st 3to 7trey 10-25fg 4-4ft,31,10,4,1,0,3,7,10,25,4,4
"Antetokounmpo, Giannis",SF,48,"$11,000",mil,lal,away, 131-120,32:30,   16pt 15rb 6as 3bl 4to 7-14fg 2-4ft,16,15,6,0,3,4,0,7,14,2,4
"Ingram, Brandon",SF,46.6,"$7,400",lal,mil,home, 120-131,39:15,   31pt 8rb 2as 1bl 1trey 13-21fg 4-5ft,31,8,2,0,1,0,1,13,21,4,5
"Davis, Anthony",PF,43.1,"$7,600",nor,pho,away, 130-116,21:18,   17pt 8rb 3as 2st 3bl 3to 1trey 7-11fg 2-4ft,17,8,3,2,3,3,1,7,11,2,4
"Oubre, Kelly",SF,38,"$7,300",pho,nor,home, 116-130,30:11,   19pt 5rb 2as 4st 2to 1trey 8-22fg 2-3ft,19,5,2,4,0,2,1,8,22,2,3
"Diallo, Cheick",PF,35.7,"$4,300",nor,pho,away, 130-116,21:07,   15pt 11rb 1as 2st 7-9fg 1-2ft,15,11,1,2,0,0,0,7,9,1,2
"Tatum, Jayson",PF,35.1,"$6,400",bos,was,home, 107-96,31:18,   10pt 8rb 3as 5st 4to 4-13fg 2-2ft,10,8,3,5,0,4,0,4,13,2,2
"Gallinari, Danilo",SF,33.3,"$6,800",lac,sac,away, 116-109,29:34,   19pt 9rb 3as 1to 1trey 5-12fg 8-9ft,19,9,3,0,0,1,1,5,12,8,9
"Batum, Nicolas",SF,32.7,"$6,100",cha,bkn,away, 123-112,39:41,   17pt 6rb 5as 1bl 2to 4trey 6-11fg 1-2ft,17,6,5,0,1,2,4,6,11,1,2
"Moore, E'Twaun",SF,32.1,"$3,600",nor,pho,away, 130-116,21:52,   20pt 3rb 3as 2st 2to 4trey 5-9fg 6-6ft,20,3,3,2,0,2,4,5,9,6,6
"Prince, Taurean",SF,31.6,"$4,800",atl,chi,home, 161-168,37:20,   17pt 3rb 4as 2st 1to 3trey 7-10fg,17,3,4,2,0,1,3,7,10,0,0
"Harkless, Maurice",SF,30.8,"$5,300",por,tor,away, 117-119,26:45,   11pt 4rb 4as 3st 5-9fg 1-2ft,11,4,4,3,0,0,0,5,9,1,2
"Carroll, DeMarre",SF,30.5,"$4,400",bkn,cha,home, 112-123,26:10,   20pt 5rb 1as 1bl 3trey 5-10fg 7-8ft,20,5,1,0,1,0,3,5,10,7,8
"Layman, Jake",SF,29.9,"$4,000",por,tor,away, 117-119,26:59,   13pt 7rb 1as 2st 1bl 2to 1trey 5-10fg 2-3ft,13,7,1,2,1,2,1,5,10,2,3
"Morris, Marcus",PF,29.8,"$4,900",bos,was,home, 107-96,27:26,   17pt 9rb 1bl 1to 3trey 7-17fg 0-2ft,17,9,0,0,1,1,3,7,17,0,2
"Harrell, Montrezl",PF,29.1,"$6,900",lac,sac,away, 116-109,29:54,   15pt 8rb 1as 1st 1bl 3to 5-13fg 5-6ft,15,8,1,1,1,3,0,5,13,5,6
"Randle, Julius",PF,28.1,"$8,800",nor,pho,away, 130-116,27:51,   22pt 3rb 3as 2to 1trey 8-14fg 5-7ft,22,3,3,0,0,2,1,8,14,5,7
"Carter, Vince",SF,27.9,"$3,700",atl,chi,home, 161-168,44:53,   13pt 7rb 1as 1st 1bl 1to 3trey 5-14fg,13,7,1,1,1,1,3,5,14,0,0
"Giles, Harry",PF,26,"$4,800",sac,lac,home, 109-116,16:34,   15pt 5rb 2as 1st 1to 7-13fg 1-2ft,15,5,2,1,0,1,0,7,13,1,2
"Green, Jeff",SF,25.8,"$4,800",was,bos,away, 96-107,32:41,   15pt 4rb 1st 1bl 2trey 4-9fg 5-6ft,15,4,0,1,1,0,2,4,9,5,6
"Bembry, DeAndre",SF,25.4,"$4,500",atl,chi,home, 161-168,36:33,   13pt 7rb 2as 1st 2to 1trey 6-11fg,13,7,2,1,0,2,1,6,11,0,0
"Theis, Daniel",PF,24.5,"$3,500",bos,was,home, 107-96,18:03,   11pt 5rb 1as 2st 1trey 5-9fg,11,5,1,2,0,0,1,5,9,0,0
"Harris, Joe",SF,24.4,"$4,900",bkn,cha,home, 112-123,28:00,   9pt 7rb 2as 1st 1bl 2to 1trey 4-7fg,9,7,2,1,1,2,1,4,7,0,0
"Holmes, Richaun",PF,24.3,"$4,000",pho,nor,home, 116-130,19:27,   10pt 4rb 1as 2st 1bl 1to 3-7fg 4-6ft,10,4,1,2,1,1,0,3,7,4,6
"Kaminsky, Frank",PF,23.9,"$3,500",cha,bkn,away, 123-112,24:05,   15pt 7rb 1as 1bl 4to 1trey 7-12fg,15,7,1,0,1,4,1,7,12,0,0
"Siakam, Pascal",PF,23.8,"$7,500",tor,por,home, 119-117,34:58,   16pt 4rb 4as 3to 2trey 4-8fg 6-8ft,16,4,4,0,0,3,2,4,8,6,8
"Bridges, Mikal",SF,23.4,"$4,900",pho,nor,home, 116-130,27:35,   7pt 2rb 4as 3st 1to 1trey 2-2fg 2-2ft,7,2,4,3,0,1,1,2,2,2,2
"Green, JaMychal",PF,23.2,"$3,800",lac,sac,away, 116-109,19:31,   8pt 11rb 1bl 1to 1trey 3-7fg 1-2ft,8,11,0,0,1,1,1,3,7,1,2
"Kuzma, Kyle",PF,22.7,"$7,000",lal,mil,home, 120-131,34:23,   12pt 6rb 3as 1to 1trey 5-18fg 1-1ft,12,6,3,0,0,1,1,5,18,1,1
"Williams, Marvin",PF,22.6,"$5,500",cha,bkn,away, 123-112,38:21,   11pt 8rb 2as 1to 1trey 5-8fg,11,8,2,0,0,1,1,5,8,0,0
"Barnes, Harrison",SF,21.4,"$5,600",sac,lac,home, 109-116,37:54,   15pt 2rb 4as 2to 1trey 5-10fg 4-4ft,15,2,4,0,0,2,1,5,10,4,4
"Mirotic, Nikola",SF,21,"$5,800",mil,lal,away, 131-120,22:05,   11pt 5rb 2as 1st 2to 1trey 4-7fg 2-2ft,11,5,2,1,0,2,1,4,7,2,2
"Ilyasova, Ersan",PF,20.9,"$3,800",mil,lal,away, 131-120,23:40,   12pt 2rb 1as 2st 1to 2trey 4-8fg 2-2ft,12,2,1,2,0,1,2,4,8,2,2
"Aminu, Al-Farouq",PF,20.9,"$5,200",por,tor,away, 117-119,21:01,   10pt 2rb 3as 2bl 2to 2trey 4-9fg,10,2,3,0,2,2,2,4,9,0,0
"Parker, Jabari",SF,20,"$5,500",was,bos,away, 96-107,22:18,   12pt 5rb 4as 4to 1trey 5-10fg 1-3ft,12,5,4,0,0,4,1,5,10,1,3
