Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Young, Trae",1,60.4,9100,atl,phi,home, 130-122,32:49,33,7,12,1,0,2,2,12,18,7,7
"Simmons, Ben",1,57,9800,phi,atl,away, 122-130,33:17,15,15,8,4,1,3,0,6,17,3,8
"Doncic, Luka",2,49.4,9400,dal,min,home, 108-110,31:45,27,12,6,0,1,4,2,11,21,3,3
"Paul, Chris",1,48.3,8100,hou,lac,away, 135-103,26:41,29,4,7,1,1,2,5,10,19,4,4
"Walker, Kemba",1,48.1,9000,cha,nor,away, 115-109,35:29,32,3,7,2,0,4,2,9,17,12,13
"Russell, D'Angelo",2,44.4,9300,bkn,tor,home, 105-115,32:46,27,7,6,1,0,3,5,11,25,0,0
"Harden, James",2,43.9,12400,hou,lac,away, 135-103,30:21,31,7,7,0,0,6,3,9,15,10,12
"Lillard, Damian",1,43.4,10200,por,mem,home, 116-89,29:15,20,7,10,1,0,3,2,8,18,2,2
"Mitchell, Donovan",2,43,9600,uta,pho,away, 118-97,35:20,29,5,6,0,0,1,4,9,19,7,7
"Mudiay, Emmanuel",1,42.4,6500,nyk,orl,away, 100-114,39:50,13,7,10,2,1,3,1,3,13,6,8
"Lemon Jr., Walter",2,41.6,4800,chi,was,away, 115-114,28:56,24,3,8,2,0,4,0,11,16,2,2
"Murray, Jamal",1,40.7,7200,den,sas,home, 113-85,30:14,14,6,11,1,1,3,1,6,14,1,2
"Wiggins, Andrew",2,38.1,7100,min,dal,away, 110-108,35:11,19,3,7,2,0,1,1,6,15,6,6
"Ross, Terrence",2,37.3,4800,orl,nyk,home, 114-100,23:36,23,4,5,1,0,1,5,9,14,0,0
"Beal, Bradley",2,34.8,9600,was,chi,home, 114-115,22:27,19,4,2,1,2,1,1,9,18,0,1
"Waiters, Dion",2,34.1,5100,mia,bos,home, 102-112,42:18,21,3,5,1,0,1,5,8,22,0,0
"Ellington, Wayne",2,33.8,4600,det,ind,home, 89-108,35:03,24,4,2,1,0,1,5,9,16,1,1
"Gilgeous-Alexander, Shai",1,33.8,6500,lac,hou,home, 103-135,32:56,20,4,4,2,0,3,1,8,16,3,5
"Harrison, Shaquille",1,32.3,6100,chi,was,away, 115-114,33:32,15,4,1,2,2,1,1,7,13,0,0
"Wright, Delon",2,31.8,7000,mem,por,away, 89-116,28:40,11,4,6,1,2,2,1,4,8,2,4
"Clark, Ian",2,31.7,3600,nor,cha,home, 109-115,32:18,17,6,3,1,0,0,3,7,18,0,0
"McRae, Jordan",2,31.5,3900,was,chi,home, 114-115,28:06,14,0,5,3,1,2,0,6,11,2,4
"Irving, Kyrie",1,31.2,9400,bos,mia,away, 112-102,32:23,23,1,4,1,0,2,3,8,19,4,5
"Joseph, Cory",1,31.2,3600,ind,det,away, 108-89,34:20,6,6,12,1,0,3,0,2,8,2,2
"Wade, Dwyane",2,30.4,6200,mia,bos,home, 102-112,27:12,17,7,6,0,0,4,2,5,13,5,8
"Butler, Jimmy",2,30.4,8400,phi,atl,away, 122-130,33:34,16,7,2,1,0,0,1,5,11,5,10
"Fournier, Evan",2,30.3,5600,orl,nyk,home, 114-100,35:13,19,4,1,1,1,1,1,8,15,2,3
"Huerter, Kevin",2,30.3,4300,atl,phi,home, 130-122,29:38,15,4,5,1,0,0,2,6,12,1,2
"Morris, Monte",2,28.1,3900,den,sas,home, 113-85,25:35,19,3,3,1,0,2,3,8,13,0,0
"Smart, Marcus",2,26.6,5200,bos,mia,away, 112-102,29:14,8,3,4,4,0,3,0,3,4,2,3
"Carter-Williams, Michael",1,26.2,4200,orl,nyk,home, 114-100,23:45,4,6,4,1,2,0,0,1,5,2,2
"Carter, Jevon",1,26,3500,mem,por,away, 89-116,24:06,6,5,4,2,1,1,0,2,6,2,2
"Lamb, Jeremy",2,25.4,4900,cha,nor,away, 115-109,29:45,12,2,2,3,0,1,0,4,13,4,5
"Dinwiddie, Spencer",1,25.3,5200,bkn,tor,home, 105-115,31:44,14,4,5,0,0,1,0,6,16,2,2
"Jones, Tyus",1,25.2,6100,min,dal,away, 110-108,33:55,15,1,6,0,0,0,3,6,9,0,0
"Holiday, Aaron",2,24.6,3700,ind,det,away, 108-89,28:53,7,3,6,2,0,1,1,3,11,0,0
"Williams, Louis",2,24.5,7200,lac,hou,home, 103-135,22:41,14,0,7,0,0,0,1,3,9,7,11
"Beasley, Malik",2,24.2,3600,den,sas,home, 113-85,24:39,19,1,2,1,0,2,3,7,14,2,3
"Graham, Devonte'",1,23.9,3500,cha,nor,away, 115-109,16:12,13,2,5,1,0,2,3,4,8,2,2
"DeRozan, DeMar",2,23.7,8600,sas,den,away, 85-113,23:50,11,1,3,1,2,2,0,4,7,3,5
"Jackson, Reggie",1,23,5500,det,ind,home, 89-108,22:51,16,5,4,0,0,5,3,6,13,1,2
"Rivers, Austin",2,22.1,3500,hou,lac,away, 135-103,31:58,11,3,3,0,1,0,1,4,9,2,3
"Lowry, Kyle",1,22,7100,tor,bkn,away, 115-105,33:26,10,5,4,0,0,0,2,3,11,2,2
"Dragic, Goran",1,21.9,6500,mia,bos,home, 102-112,37:14,11,2,5,1,0,2,1,3,15,4,4
