Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Irving, Kyrie",1,61.7,9000,bos,ind,home, 99-91,39:20,37,6,7,1,2,2,6,15,26,1,2
"Harden, James",2,57.6,12600,hou,uta,home, 118-98,33:26,32,13,10,0,1,8,6,11,24,4,5
"Bledsoe, Eric",1,51.8,7600,mil,det,home, 120-99,28:25,27,4,6,3,1,1,3,11,19,2,3
"Rubio, Ricky",1,45.3,6500,uta,hou,away, 98-118,31:47,17,4,9,4,0,2,1,7,17,2,2
"Connaughton, Pat",2,45.3,4600,mil,det,home, 120-99,30:58,18,9,3,0,4,0,2,8,10,0,0
"Middleton, Khris",2,43,7100,mil,det,home, 120-99,32:58,24,5,8,1,0,2,2,7,15,8,8
"Jackson, Reggie",1,32.6,5100,det,mil,away, 99-120,24:59,18,3,8,0,0,1,1,7,16,3,4
"Paul, Chris",1,32.3,8300,hou,uta,home, 118-98,28:31,17,4,3,2,2,6,1,5,11,6,6
"Kennard, Luke",2,29.8,4100,det,mil,away, 99-120,35:05,19,4,2,1,0,0,4,6,13,3,3
"Gordon, Eric",2,25.2,4500,hou,uta,home, 118-98,29:47,16,1,0,2,1,1,3,6,11,1,1
"Mitchell, Donovan",2,23.2,8800,uta,hou,away, 98-118,36:53,11,1,6,2,0,4,1,5,19,0,2
"Smith, Ishmael",1,20.7,4300,det,mil,away, 99-120,21:27,7,6,5,0,0,1,0,3,13,1,2
"Hill, George",1,18.9,4200,mil,det,home, 120-99,25:38,4,2,5,0,2,1,0,2,7,0,0
"Rozier, Terry",1,18.2,4000,bos,ind,home, 99-91,20:35,4,6,6,0,0,2,0,2,5,0,0
"Ellington, Wayne",2,17.8,4500,det,mil,away, 99-120,35:10,8,4,2,1,0,1,2,3,10,0,0
"Brown, Jaylen",2,17.3,4600,bos,ind,home, 99-91,26:54,6,9,1,0,0,1,0,3,6,0,0
"Brown, Bruce",2,16.9,3500,det,mil,away, 99-120,16:45,5,2,1,2,1,1,1,2,4,0,0
"Collison, Darren",1,16.9,5000,ind,bos,away, 91-99,32:59,13,2,3,0,0,3,1,6,10,0,0
"Galloway, Langston",2,16.4,3500,det,mil,away, 99-120,31:26,9,2,0,0,2,1,3,3,7,0,0
"Matthews, Wes",2,15.1,3800,ind,bos,away, 91-99,27:59,6,3,5,0,0,2,2,2,8,0,0
"Brown, Sterling",2,14.1,4500,mil,det,home, 120-99,25:59,8,3,1,0,1,2,1,3,5,1,3
"Rivers, Austin",2,10.7,3600,hou,uta,home, 118-98,20:57,8,1,1,0,0,0,2,2,8,2,2
"Joseph, Cory",1,10.2,4300,ind,bos,away, 91-99,20:47,6,1,0,1,0,0,0,3,6,0,0
"Allen, Grayson",2,10.2,3900,uta,hou,away, 98-118,9:31,9,1,0,0,0,0,0,2,5,5,7
"Thomas, Khyri",2,3,3500,det,mil,away, 99-120,1:34,0,0,0,1,0,0,0,0,2,0,0
"Neto, Raul",1,2,3900,uta,hou,away, 98-118,5:01,2,0,0,0,0,0,0,1,3,0,0
"Holiday, Aaron",2,2,3500,ind,bos,away, 91-99,5:31,2,0,0,0,0,0,0,1,3,0,0
"Shumpert, Iman",2,1.5,3500,hou,uta,home, 118-98,10:29,0,0,1,0,0,0,0,0,1,0,0
"Korver, Kyle",2,1.2,3700,uta,hou,away, 98-118,2:14,0,1,0,0,0,0,0,0,2,0,0
"Calderon, Jose",1,0,3500,det,mil,away, 99-120,1:34,0,0,0,0,0,0,0,0,0,0,0
"Frazier, Tim",1,0,3600,mil,det,home, 120-99,1:34,0,0,0,0,0,0,0,0,0,0,0
"Brogdon, Malcolm",2,0,6200,mil,det,home, 120-99,DNP,0,0,0,0,0,0,0,0,0,0,0
"Sumner, Edmond",1,0,3500,ind,bos,away, 91-99,DNP,0,0,0,0,0,0,0,0,0,0,0
"Snell, Tony",2,0,3500,mil,det,home, 120-99,DNP,0,0,0,0,0,0,0,0,0,0,0
"Wanamaker, Brad",1,0,3500,bos,ind,home, 99-91,DNP,0,0,0,0,0,0,0,0,0,0,0
"Smart, Marcus",2,0,3500,bos,ind,home, 99-91,NA,0,0,0,0,0,0,0,0,0,0,0
"Exum, Dante",1,0,3500,uta,hou,away, 98-118,NA,0,0,0,0,0,0,0,0,0,0,0
"DiVincenzo, Donte",2,0,3500,mil,det,home, 120-99,NA,0,0,0,0,0,0,0,0,0,0,0
"Gibson, Jonathan",1,0,3500,bos,ind,home, 99-91,NA,0,0,0,0,0,0,0,0,0,0,0
"Mykhailiuk, Sviatoslav",2,0,3500,det,mil,away, 99-120,NA,0,0,0,0,0,0,0,0,0,0,0
"Chiozza, Chris",1,0,3500,hou,uta,home, 118-98,NA,0,0,0,0,0,0,0,0,0,0,0
"Antetokounmpo, Giannis",3,47.4,12900,mil,det,home, 120-99,29:50,26,12,4,0,2,5,1,11,18,3,5
"Bogdanovic, Bojan",3,47.1,6200,ind,bos,away, 91-99,35:22,23,8,3,4,0,2,4,9,21,1,2
"Favors, Derrick",4,39.4,7000,uta,hou,away, 98-118,21:47,14,12,0,1,3,1,0,7,11,0,0
"Young, Thaddeus",4,38.7,6400,ind,bos,away, 91-99,32:35,15,6,3,3,1,0,1,6,13,2,2
"Tatum, Jayson",4,34.8,6900,bos,ind,home, 99-91,38:44,26,4,2,1,0,2,3,11,20,1,1
"Tucker, P.J.",4,25.8,4600,hou,uta,home, 118-98,33:39,16,4,0,2,0,1,4,5,8,2,2
"O'Neale, Royce",3,25.4,3500,uta,hou,away, 98-118,26:41,17,2,4,1,0,3,3,7,10,0,0
"Ingles, Joe",3,24.2,6800,uta,hou,away, 98-118,31:53,7,1,2,5,0,2,1,3,8,0,0
"Ilyasova, Ersan",4,22.5,3500,mil,det,home, 120-99,17:36,3,10,3,0,1,0,1,1,3,0,0
"Evans, Tyreke",3,22.4,4300,ind,bos,away, 91-99,18:50,13,7,0,1,0,2,3,5,9,0,2
"Sabonis, Domantas",4,20.5,6400,ind,bos,away, 91-99,22:02,1,5,5,2,0,0,0,0,1,1,2
"Faried, Kenneth",4,19.9,3900,hou,uta,home, 118-98,16:56,7,7,1,1,0,0,0,2,3,3,4
"Crowder, Jae",3,17.9,4600,uta,hou,away, 98-118,19:08,5,7,1,1,0,0,1,2,9,0,0
