Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Leonard, Kawhi",NA,56.4,N/A,tor,gsw,home, 105-106,41:24,   26pt 12rb 6as 2st 2bl 5to 2trey 9-24fg 6-8ft,26,12,6,2,2,5,2,9,24,6,8
"Curry, Stephen",NA,47.1,N/A,gsw,tor,away, 106-105,41:11,   31pt 8rb 7as 4to 5trey 10-23fg 6-6ft,31,8,7,0,0,4,5,10,23,6,6
"Thompson, Klay",NA,41.2,N/A,gsw,tor,away, 106-105,42:29,   26pt 6rb 4as 1st 1to 7trey 9-21fg 1-2ft,26,6,4,1,0,1,7,9,21,1,2
"Lowry, Kyle",NA,38.8,N/A,tor,gsw,home, 105-106,42:13,   18pt 4rb 6as 1st 2bl 2to 1trey 8-16fg 1-2ft,18,4,6,1,2,2,1,8,16,1,2
"Green, Draymond",NA,38,N/A,gsw,tor,away, 106-105,41:11,   10pt 10rb 8as 1st 1bl 2to 2trey 4-9fg,10,10,8,1,1,2,2,4,9,0,0
"Gasol, Marc",NA,28.6,N/A,tor,gsw,home, 105-106,31:02,   17pt 8rb 2as 1to 2trey 4-6fg 7-8ft,17,8,2,0,0,1,2,4,6,7,8
"Ibaka, Serge",NA,27.7,N/A,tor,gsw,home, 105-106,16:58,   15pt 6rb 1as 1st 1bl 2to 5-8fg 5-6ft,15,6,1,1,1,2,0,5,8,5,6
"Cousins, DeMarcus",NA,26.7,N/A,gsw,tor,away, 106-105,19:32,   14pt 6rb 1as 1st 1bl 2to 1trey 6-8fg 1-4ft,14,6,1,1,1,2,1,6,8,1,4
"Iguodala, Andre",NA,23.7,N/A,gsw,tor,away, 106-105,30:28,   5pt 1rb 3as 1st 4bl 2to 1trey 2-7fg,5,1,3,1,4,2,1,2,7,0,0
"Siakam, Pascal",NA,20.8,N/A,tor,gsw,home, 105-106,33:54,   12pt 4rb 2as 1st 2to 6-15fg 0-1ft,12,4,2,1,0,2,0,6,15,0,1
"Durant, Kevin",NA,15.4,N/A,gsw,tor,away, 106-105,11:57,   11pt 2rb 1bl 1to 3trey 3-5fg 2-2ft,11,2,0,0,1,1,3,3,5,2,2
"VanVleet, Fred",NA,14.9,N/A,tor,gsw,home, 105-106,27:19,   11pt 2rb 1as 3trey 3-7fg 2-2ft,11,2,1,0,0,0,3,3,7,2,2
"Green, Danny",NA,12,N/A,tor,gsw,home, 105-106,33:15,   4pt 5rb 1st 1to 2-7fg,4,5,0,1,0,1,0,2,7,0,0
"Cook, Quinn",NA,7.2,N/A,gsw,tor,away, 106-105,11:35,   3pt 1rb 2as 1trey 1-2fg,3,1,2,0,0,0,1,1,2,0,0
"Looney, Kevon",NA,6.6,N/A,gsw,tor,away, 106-105,17:49,   4pt 3rb 1to 2-4fg,4,3,0,0,0,1,0,2,4,0,0
"Powell, Norman",NA,5.9,N/A,tor,gsw,home, 105-106,12:27,   2pt 2rb 1as 1-2fg,2,2,1,0,0,0,0,1,2,0,0
"Livingston, Shaun",NA,4,N/A,gsw,tor,away, 106-105,15:32,   0pt 2as 1st 2to 0-2fg,0,0,2,1,0,2,0,0,2,0,0
"Bell, Jordan",NA,2,N/A,gsw,tor,away, 106-105,4:01,   2pt 1-1fg,2,0,0,0,0,0,0,1,1,0,0
