Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lawson, Ty",1,52.2,5500,sac,pho,home, 129-104,30:34,22,11,12,1,0,3,1,6,10,9,10
"Ulis, Tyler",1,41.8,6400,pho,sac,away, 104-129,34:48,27,4,6,1,0,1,3,10,25,4,6
"Harris, Gary",2,40.6,5900,den,dal,away, 109-91,35:01,20,8,8,1,0,3,4,6,10,4,6
"Hield, Buddy",2,37.2,5500,sac,pho,home, 129-104,32:33,30,6,0,1,0,2,4,12,20,2,3
"Rubio, Ricky",1,32.8,7700,min,okc,home, 98-100,35:41,14,4,10,1,0,3,1,4,13,5,5
"Barea, Jose",1,32.3,4100,dal,den,home, 91-109,27:00,13,4,9,2,0,3,3,5,14,0,0
"Oladipo, Victor",2,31.8,5600,okc,min,away, 100-98,34:06,20,9,6,0,0,8,1,8,16,3,3
"Lamb, Jeremy",2,29.5,4400,cha,atl,away, 76-103,33:21,21,5,1,2,0,3,1,7,18,6,6
"Beasley, Malik",2,29,3500,den,dal,away, 109-91,31:57,16,5,2,2,0,0,2,6,12,2,2
"Murray, Jamal",1,27.4,4600,den,dal,away, 109-91,32:46,10,2,10,1,0,2,2,4,14,0,0
"Crawford, Jordan",2,27.1,3700,nor,lal,away, 96-108,21:09,11,3,7,2,0,2,1,5,13,0,0
"McLemore, Ben",2,26.3,3800,sac,pho,home, 129-104,27:06,13,9,1,1,0,1,0,3,7,7,9
"Clarkson, Jordan",1,25.1,5500,lal,nor,home, 108-96,25:04,15,3,3,2,0,2,3,5,8,2,2
"Holiday, Jrue",1,24.3,7400,nor,lal,away, 96-108,28:49,14,4,7,0,0,5,0,6,9,2,2
"Schroder, Dennis",1,24.1,7200,atl,cha,home, 103-76,25:43,8,3,9,1,0,3,0,3,5,2,2
"Cole, Norris",1,22.9,3500,okc,min,away, 100-98,23:12,12,2,3,2,0,0,1,4,11,3,4
"Temple, Garrett",2,22.1,4200,sac,pho,home, 129-104,27:29,10,3,5,1,0,1,2,4,7,0,0
"Ferrell, Yogi",1,19.5,4800,dal,den,home, 91-109,34:34,10,5,3,1,0,3,1,4,12,1,1
"Hardaway Jr., Tim",2,18.5,5800,atl,cha,home, 103-76,22:35,9,5,3,0,0,1,1,3,7,2,2
"Nwaba, David",2,17.9,3900,lal,nor,home, 108-96,28:06,14,2,1,1,0,2,0,6,8,2,2
"Christon, Semaj",1,16.6,3500,okc,min,away, 100-98,29:56,2,3,6,1,0,0,0,1,5,0,0
"Frazier, Tim",2,15.2,3500,nor,lal,away, 96-108,19:28,6,1,6,0,0,1,1,1,7,3,4
"Harris, Devin",1,14.7,3500,dal,den,home, 91-109,19:25,11,1,3,0,0,2,2,3,10,3,3
"Weber, Briante",1,14.5,3500,cha,atl,away, 76-103,24:12,10,0,3,1,0,2,1,3,9,3,4
"Ennis, Tyler",1,11.7,4000,lal,nor,home, 108-96,28:41,5,1,3,2,0,3,0,2,5,1,2
"Calderon, Jose",1,11.7,3500,atl,cha,home, 103-76,17:13,7,1,3,0,0,1,1,3,4,0,0
"Brussino, Nicolas",2,11.4,3800,dal,den,home, 91-109,26:51,5,2,2,1,0,1,1,2,5,0,0
"Jones, Tyus",1,10.9,3500,min,okc,home, 98-100,17:16,2,2,3,1,0,0,0,1,3,0,1
"Price, Ronnie",1,10.5,3500,pho,sac,away, 104-129,18:41,5,0,3,1,0,1,1,2,7,0,0
"Delaney, Malcolm",1,9.9,3500,atl,cha,home, 103-76,8:53,4,2,3,0,0,1,0,2,4,0,0
"Batum, Nicolas",2,9.2,6600,cha,atl,away, 76-103,10:04,0,1,4,1,0,0,0,0,3,0,0
