Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Irving, Kyrie",1,40.4,8700,cle,ind,home, 117-111,34:11,37,2,2,1,0,4,4,14,24,5,5
"Conley, Mike",1,40.2,7200,mem,sas,away, 82-96,37:32,24,1,8,1,1,1,4,8,18,4,5
"Teague, Jeff",1,32.8,6700,ind,cle,away, 111-117,35:13,23,4,4,1,0,3,2,8,12,5,5
"Stephenson, Lance",2,25.4,4700,ind,cle,away, 111-117,26:25,13,2,4,2,0,0,0,6,13,1,1
"Parker, Tony",1,20.1,4400,sas,mem,home, 96-82,23:48,15,3,1,1,0,2,3,6,14,0,0
"Green, Danny",2,16.4,3800,sas,mem,home, 96-82,29:07,12,2,0,0,1,0,4,4,5,0,0
"Ginobili, Manu",2,13.3,3700,sas,mem,home, 96-82,18:53,0,4,3,3,0,2,0,0,4,0,0
"Williams, Deron",1,12,3800,cle,ind,home, 117-111,16:13,9,0,2,0,0,0,3,3,4,0,0
"Ellis, Monta",2,9.9,4000,ind,cle,away, 111-117,24:32,2,2,3,1,0,1,0,1,4,0,0
"Mills, Patty",1,9.7,3600,sas,mem,home, 96-82,24:12,5,1,3,0,0,1,0,1,9,3,3
"Harrison, Andrew",2,9.4,3000,mem,sas,away, 82-96,23:10,2,2,4,0,0,1,0,1,5,0,0
"Shumpert, Iman",2,7,3300,cle,ind,home, 117-111,19:35,5,0,0,1,0,0,1,2,3,0,0
"Korver, Kyle",2,6.2,3200,cle,ind,home, 117-111,14:01,2,1,2,0,0,0,0,1,4,0,0
"Selden, Wayne",2,3.9,2500,mem,sas,away, 82-96,15:49,0,2,1,0,0,0,0,0,2,0,0
"Smith, J.R.",2,2,3600,cle,ind,home, 117-111,18:21,3,0,0,0,0,1,1,1,3,0,0
"Jones, James",2,0,2500,cle,ind,home, 117-111,DNP,0,0,0,0,0,0,0,0,0,0,0
"Brooks, Aaron",1,0,3500,ind,cle,away, 111-117,DNP,0,0,0,0,0,0,0,0,0,0,0
"Baldwin, Wade",1,0,3500,mem,sas,away, 82-96,DNP,0,0,0,0,0,0,0,0,0,0,0
"Forbes, Bryn",2,0,2500,sas,mem,home, 96-82,DNP,0,0,0,0,0,0,0,0,0,0,0
"Jones, Dahntay",2,0,2500,cle,ind,home, 117-111,DNP,0,0,0,0,0,0,0,0,0,0,0
"Murray, Dejounte",1,0,3500,sas,mem,home, 96-82,NA,0,0,0,0,0,0,0,0,0,0,0
"Felder, Kay",1,0,3500,cle,ind,home, 117-111,NA,0,0,0,0,0,0,0,0,0,0,0
"Young, Joseph",2,0,2500,ind,cle,away, 111-117,NA,0,0,0,0,0,0,0,0,0,0,0
"Allen, Tony",2,0,3800,mem,sas,away, 82-96,NA,0,0,0,0,0,0,0,0,0,0,0
"Daniels, Troy",2,-1,2900,mem,sas,away, 82-96,6:36,0,0,0,0,0,1,0,0,2,0,0
"James, LeBron",3,55.5,11500,cle,ind,home, 117-111,42:16,25,10,7,4,4,8,0,11,20,3,6
"George, Paul",3,50.1,9900,ind,cle,away, 111-117,41:48,32,8,7,1,0,4,4,10,20,8,9
"Leonard, Kawhi",3,49.2,8700,sas,mem,home, 96-82,40:22,37,11,2,0,0,4,0,9,14,19,19
"Love, Kevin",4,44.7,7900,cle,ind,home, 117-111,38:58,27,11,3,0,1,2,3,6,7,12,12
"Randolph, Zach",4,35.5,5300,mem,sas,away, 82-96,35:32,18,10,1,3,0,2,0,9,18,0,0
"Young, Thaddeus",4,33.1,4800,ind,cle,away, 111-117,33:24,16,3,1,6,0,0,0,7,11,2,6
"Ennis, James",3,23.6,3200,mem,sas,away, 82-96,26:28,7,8,2,2,0,0,0,1,4,5,6
"Aldridge, LaMarcus",4,19.3,6500,sas,mem,home, 96-82,41:54,11,4,1,0,2,2,0,3,8,5,6
"Miles, C.J.",3,14.9,3000,ind,cle,away, 111-117,16:12,9,2,1,2,0,2,1,4,7,0,0
"Carter, Vince",3,12,3000,mem,sas,away, 82-96,33:17,12,0,0,0,0,0,2,5,9,0,0
"Lee, David",4,10.3,3500,sas,mem,home, 96-82,13:53,2,4,1,0,1,0,0,0,0,2,2
"Seraphin, Kevin",4,10.3,3500,ind,cle,away, 111-117,11:19,6,4,1,0,0,2,0,3,6,0,0
"Green, JaMychal",4,9,3500,mem,sas,away, 82-96,15:18,3,5,0,0,0,0,1,1,5,0,0
"Frye, Channing",4,8.9,3700,cle,ind,home, 117-111,13:28,3,2,1,0,1,0,1,1,4,0,0
"Robinson III, Glenn",3,6.4,3200,ind,cle,away, 111-117,9:00,4,2,0,0,0,0,1,1,1,1,2
"Jefferson, Richard",3,4.7,2900,cle,ind,home, 117-111,10:42,2,1,1,0,0,0,0,1,2,0,0
"Anderson, Kyle",3,2.2,2800,sas,mem,home, 96-82,7:38,2,1,0,0,0,1,0,1,1,0,0
"Allen, Lavoy",4,1.2,3500,ind,cle,away, 111-117,5:26,0,1,0,0,0,0,0,0,0,0,0
"Simmons, Jonathon",3,0,2700,sas,mem,home, 96-82,DNP,0,0,0,0,0,0,0,0,0,0,0
"Martin, Jarell",4,0,3500,mem,sas,away, 82-96,DNP,0,0,0,0,0,0,0,0,0,0,0
"Bertans, Davis",3,0,2500,sas,mem,home, 96-82,DNP,0,0,0,0,0,0,0,0,0,0,0
"Davis, Deyonta",4,0,3500,mem,sas,away, 82-96,DNP,0,0,0,0,0,0,0,0,0,0,0
"Williams, Derrick",4,0,3600,cle,ind,home, 117-111,DNP,0,0,0,0,0,0,0,0,0,0,0
"Niang, Georges",3,0,2500,ind,cle,away, 111-117,NA,0,0,0,0,0,0,0,0,0,0,0
"Gasol, Marc",5,25.7,7600,mem,sas,away, 82-96,38:54,12,6,3,2,0,2,0,4,15,4,4
"Turner, Myles",5,22,6700,ind,cle,away, 111-117,36:41,6,5,2,1,3,1,0,3,10,0,0
"Gasol, Pau",5,20,5000,sas,mem,home, 96-82,29:53,10,5,2,0,1,1,2,4,6,0,0
"Thompson, Tristan",5,18.5,4700,cle,ind,home, 117-111,32:15,4,10,1,0,2,3,0,2,5,0,0
"Dedmon, Dewayne",5,7.3,3500,sas,mem,home, 96-82,10:20,2,4,1,0,0,1,0,0,0,2,2
"Wright, Brandan",5,4.2,3500,mem,sas,away, 82-96,7:24,4,1,0,0,0,1,0,2,4,0,0
"Jefferson, Al",5,0,3600,ind,cle,away, 111-117,DNP,0,0,0,0,0,0,0,0,0,0,0
"Christmas, Rakeem",5,0,3500,ind,cle,away, 111-117,DNP,0,0,0,0,0,0,0,0,0,0,0
"Anthony, Joel",5,0,3500,sas,mem,home, 96-82,NA,0,0,0,0,0,0,0,0,0,0,0
"Tavares, Walter",5,0,3700,cle,ind,home, 117-111,NA,0,0,0,0,0,0,0,0,0,0,0
