Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Wall, John",1,64.7,8900,was,bos,home, 125-130,40:35,34,6,13,2,1,5,1,14,26,5,8
"Walker, Kemba",1,59.1,8900,cha,det,home, 108-107,37:39,31,8,9,1,1,1,4,8,25,11,13
"Simmons, Ben",1,57.1,9200,phi,bkn,home, 124-127,35:24,22,8,7,4,2,3,0,9,15,4,5
"Lowry, Kyle",1,54,7600,tor,gsw,away, 113-93,38:04,23,5,12,3,0,2,2,9,18,3,4
"Irving, Kyrie",1,51.1,8500,bos,was,away, 130-125,40:09,38,3,7,1,0,4,4,12,28,10,10
"McCollum, C.J.",2,51,6900,por,mem,away, 83-92,39:27,40,5,2,1,1,4,2,16,27,6,7
"Westbrook, Russell",1,48.7,11500,okc,nor,away, 114-118,38:14,20,6,7,4,2,7,2,8,16,2,5
"Dinwiddie, Spencer",1,47.9,6000,bkn,phi,away, 127-124,30:28,39,2,5,1,0,4,4,11,18,13,14
"Doncic, Luka",2,47,7200,dal,atl,home, 114-107,34:46,24,10,6,1,1,4,2,5,14,12,15
"Bledsoe, Eric",1,43.2,7500,mil,ind,away, 97-113,33:25,26,1,6,2,1,2,2,11,16,2,3
"Holiday, Jrue",2,43,9100,nor,okc,home, 118-114,34:02,20,5,10,2,0,4,1,8,21,3,4
"Young, Trae",1,43,6300,atl,dal,away, 107-114,35:13,24,0,10,2,0,2,2,11,20,0,0
"Conley, Mike",1,40.2,8000,mem,por,home, 92-83,32:01,23,6,6,1,0,2,2,9,18,3,4
"Mudiay, Emmanuel",1,40.1,5100,nyk,cle,away, 106-113,30:40,16,8,7,2,0,2,0,7,18,2,2
"Korkmaz, Furkan",2,36.6,4200,phi,bkn,home, 124-127,34:40,18,3,6,3,0,3,2,8,14,0,0
"Smart, Marcus",2,36.5,5000,bos,was,away, 130-125,39:12,18,5,3,3,0,1,1,5,12,7,7
"Frazier, Tim",1,35.3,5200,nor,okc,home, 118-114,35:41,6,9,9,2,0,1,0,3,9,0,0
"Clarkson, Jordan",2,35,4700,cle,nyk,home, 113-106,34:02,28,5,2,0,0,2,2,12,21,2,2
