Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,71.7,11700,hou,uta,home, 102-97,40:34,47,6,5,5,0,5,4,14,31,15,16
"Westbrook, Russell",1,59.7,11600,okc,chi,home, 121-96,31:32,13,16,11,5,0,4,0,5,13,3,4
"Lillard, Damian",1,55.6,8800,por,lac,away, 131-127,35:30,39,3,6,2,0,2,6,11,20,11,13
"Booker, Devin",2,54.4,8400,pho,nyk,away, 128-110,37:16,38,7,2,2,0,1,2,11,23,14,15
"Mudiay, Emmanuel",1,46.2,6300,nyk,pho,home, 110-128,32:34,32,6,6,0,0,2,2,12,21,6,7
"Mitchell, Donovan",2,45.1,7500,uta,hou,away, 97-102,39:01,23,8,5,3,0,4,2,8,22,5,7
"Bledsoe, Eric",1,39.1,7900,mil,det,away, 107-104,34:49,17,3,9,2,0,1,1,7,16,2,5
"Thompson, Klay",2,38.5,6800,gsw,mem,home, 110-93,31:42,16,5,3,3,1,0,1,6,11,3,4
"DeRozan, DeMar",2,37.7,8700,sas,phi,home, 123-96,29:29,20,6,7,0,0,0,0,9,16,2,2
"Paul, Chris",1,37.1,8100,hou,uta,home, 102-97,36:31,11,3,9,4,0,3,1,3,10,4,4
"McCollum, C.J.",2,37.1,7500,por,lac,away, 131-127,34:18,27,3,3,0,1,1,2,11,19,3,3
"Middleton, Khris",2,35.4,6400,mil,det,away, 107-104,36:33,22,2,6,1,0,1,3,7,16,5,6
"Beverley, Patrick",1,34.3,4500,lac,por,home, 127-131,30:54,10,4,11,1,0,0,2,2,4,4,6
"Jones, Tyus",1,33.6,3500,min,sac,home, 132-105,23:34,10,3,10,2,0,1,0,5,7,0,0
"Curry, Stephen",1,32.9,9600,gsw,mem,home, 110-93,35:02,20,7,1,2,0,3,3,6,16,5,5
"Crawford, Jamal",2,30.4,4000,pho,nyk,away, 128-110,26:11,6,2,14,1,0,2,0,3,9,0,0
"Rose, Derrick",1,29.9,6100,min,sac,home, 132-105,24:26,13,2,11,0,0,2,1,3,12,6,8
"Simmons, Ben",1,29.2,9700,phi,sas,away, 96-123,29:26,16,6,6,0,0,3,0,7,10,2,2
"Gilgeous-Alexander, Shai",1,28.9,5200,lac,por,home, 127-131,37:49,24,2,3,0,0,2,2,9,15,4,5
"Bullock, Reggie",2,28.1,4200,det,mil,home, 104-107,34:13,24,3,1,0,0,1,5,9,14,1,1
"Payne, Cameron",1,27.6,3500,chi,okc,away, 96-121,22:28,11,3,6,2,0,2,1,5,7,0,0
"Wiggins, Andrew",2,27,6300,min,sac,home, 132-105,26:44,17,5,2,1,0,2,1,4,10,8,8
"Temple, Garrett",2,26.7,3900,mem,gsw,away, 93-110,25:22,13,1,1,2,2,1,2,5,12,1,2
"Snell, Tony",2,26.7,3500,mil,det,away, 107-104,28:58,12,6,1,1,1,0,2,5,8,0,0
"Okogie, Josh",2,26.1,3500,min,sac,home, 132-105,27:37,10,3,3,2,1,1,1,4,9,1,2
"Brown, Sterling",2,26.1,3500,mil,det,away, 107-104,26:28,9,3,3,3,0,0,1,4,8,0,0
"Ferrell, Yogi",1,26.1,4000,sac,min,away, 105-132,23:50,16,3,3,0,1,1,1,6,9,3,5
"Mason III, Frank",2,25.8,3500,sac,min,away, 105-132,23:30,12,4,6,1,0,3,1,5,9,1,1
"White, Derrick",1,24.6,4400,sas,phi,home, 123-96,17:20,8,3,4,0,3,2,0,4,9,0,0
"Redick, J.J.",2,24.1,5700,phi,sas,away, 96-123,22:43,16,3,1,1,0,0,2,7,11,0,0
"Dunn, Kris",1,23.9,7200,chi,okc,away, 96-121,25:44,12,2,7,1,0,4,0,5,8,2,2
"Hield, Buddy",2,23.7,6400,sac,min,away, 105-132,18:18,21,1,1,0,0,0,5,7,13,2,2
"Holiday, Justin",2,22.1,5800,chi,okc,away, 96-121,29:01,9,3,3,0,2,1,3,3,10,0,0
"Mills, Patty",1,21.7,3800,sas,phi,home, 123-96,21:11,8,1,3,2,1,1,2,2,4,2,2
"Iguodala, Andre",2,21,3800,gsw,mem,home, 110-93,16:29,10,5,2,1,0,1,3,3,3,1,2
"Jackson, Reggie",1,19.4,5400,det,mil,home, 104-107,23:48,11,2,4,0,0,0,1,5,11,0,0
"Rubio, Ricky",1,18.8,6300,uta,hou,away, 97-102,35:10,12,4,4,1,0,7,2,5,10,0,0
"Schroder, Dennis",2,18.7,5900,okc,chi,home, 121-96,29:41,18,1,3,0,0,5,1,6,10,5,5
"Wallace, Tyrone",2,17.8,3500,lac,por,home, 127-131,17:58,8,4,2,1,0,1,0,4,6,0,0
"McConnell, T.J.",1,17.6,4300,phi,sas,away, 96-123,25:44,4,3,4,1,1,2,0,2,7,0,0
"Mack, Shelvin",1,16.8,3700,mem,gsw,away, 93-110,25:35,8,4,4,0,0,2,1,3,6,1,2
"Lee, Courtney",2,15.8,4000,nyk,pho,home, 110-128,21:57,12,4,0,0,0,1,1,5,8,1,1
"Butler, Jimmy",2,15.6,7600,phi,sas,away, 96-123,30:22,6,3,2,1,0,0,0,3,13,0,0
"Burke, Trey",1,15.4,4000,nyk,pho,home, 110-128,23:40,4,2,2,2,0,0,0,2,9,0,0
"Milton, Shake",2,14.8,3500,phi,sas,away, 96-123,8:05,10,4,0,0,0,0,2,4,7,0,0
"Abrines, Alex",2,14.6,3500,okc,chi,home, 121-96,13:35,8,3,0,1,0,0,2,3,4,0,0
"Gordon, Eric",2,14.3,4900,hou,uta,home, 102-97,37:23,12,4,1,0,0,4,2,4,13,2,2
"Ntilikina, Frank",1,14.1,4000,nyk,pho,home, 110-128,28:45,9,3,1,0,0,0,2,3,11,1,2
"McLemore, Ben",2,13.6,3500,sac,min,away, 105-132,17:47,7,3,0,1,0,0,1,1,8,4,4
"Forbes, Bryn",1,13.4,3800,sas,phi,home, 123-96,23:03,6,2,4,0,0,1,0,3,7,0,0
"Calderon, Jose",1,13.1,3500,det,mil,home, 104-107,24:12,4,3,5,0,0,2,0,2,4,0,0
"Carter, Jevon",1,12.6,3500,mem,gsw,away, 93-110,25:19,5,3,2,1,0,2,1,2,8,0,0
