Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Butler, Jimmy",SG,48.2,"$9,800",phi,v tor, 112-101,34:56,   25pt 6rb 8as 2st 2to 9-18fg 7-7ft
"Murray, Jamal",PG,46.5,"$8,200",den,@ por, 108-119,45:31,   24pt 10rb 5as 1st 3trey 7-20fg 7-8ft
"McCollum, C.J.",SG,41.7,"$7,500",por,v den, 119-108,42:11,   30pt 6rb 3as 2trey 12-24fg 4-4ft
"Lillard, Damian",PG,41.1,"$9,500",por,v den, 119-108,36:11,   32pt 3rb 5as 1st 5to 6trey 11-23fg 4-4ft
"Simmons, Ben",PG,39.6,"$7,400",phi,v tor, 112-101,33:47,   21pt 8rb 6as 9-13fg 3-6ft
"Harris, Gary",SG,33.1,"$5,800",den,@ por, 108-119,40:09,   15pt 3rb 5as 3st 2to 3trey 4-11fg 4-4ft
"Lowry, Kyle",PG,30,"$7,300",tor,@ phi, 101-112,38:40,   13pt 5rb 6as 1st 1to 3trey 5-11fg
"Craig, Torrey",SG,20.8,"$3,800",den,@ por, 108-119,26:49,   10pt 4rb 2bl 2trey 4-7fg
"Green, Danny",SG,14.1,"$4,900",tor,@ phi, 101-112,34:58,   8pt 3rb 1as 1st 2to 2trey 2-8fg 2-3ft
"VanVleet, Fred",PG,10.9,"$3,500",tor,@ phi, 101-112,15:44,   1pt 2rb 3as 1st 0-1fg 1-2ft
"Meeks, Jodie",SG,5,"$3,500",tor,@ phi, 101-112,3:33,   2pt 1st 1-2fg
"McConnell, T.J.",PG,4.2,"$3,500",phi,v tor, 112-101,3:33,   4pt 1rb 1to 2-3fg
"Beasley, Malik",SG,3.2,"$3,900",den,@ por, 108-119,9:58,   2pt 1rb 0-8fg 2-2ft
"Curry, Seth",PG,2,"$3,900",por,v den, 119-108,20:31,   3pt 1to 1trey 1-3fg
"McCaw, Patrick",SG,1.5,"$3,500",tor,@ phi, 101-112,4:02,   0pt 1as
"Morris, Monte",SG,0,"$3,500",den,@ por, 108-119,2:29,   0pt 0-1fg
"Simons, Anfernee",SG,0,"$3,500",por,v den, 119-108,DNP,   
"Lin, Jeremy",PG,0,"$3,500",tor,@ phi, 101-112,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,@ por, 108-119,DNP,   
"Korkmaz, Furkan",SG,0,"$3,500",phi,v tor, 112-101,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,v den, 119-108,NA,   
"Smith, Zhaire",SG,0,"$3,500",phi,v tor, 112-101,NA,   
"Leonard, Kawhi",SF,49.9,"$10,500",tor,@ phi, 101-112,39:36,   29pt 12rb 5as 1st 4to 9-20fg 11-12ft
"Collins, Zach",PF,38.3,"$4,400",por,v den, 119-108,28:44,   14pt 4rb 1as 1st 5bl 1trey 4-8fg 5-5ft
"Millsap, Paul",PF,37.7,"$8,100",den,@ por, 108-119,39:15,   17pt 6rb 1as 3st 1bl 1trey 4-15fg 8-8ft
"Siakam, Pascal",PF,35.7,"$7,700",tor,@ phi, 101-112,33:18,   21pt 6rb 3as 2st 3to 2trey 8-16fg 3-4ft
"Harris, Tobias",SF,35.3,"$7,600",phi,v tor, 112-101,38:31,   16pt 9rb 5as 1st 2to 2trey 6-17fg 2-2ft
"Hood, Rodney",SF,29.8,"$4,400",por,v den, 119-108,31:34,   25pt 4rb 3trey 8-12fg 6-9ft
"Ennis, James",SF,24.1,"$4,300",phi,v tor, 112-101,26:09,   5pt 8rb 3as 1st 1bl 1to 2-6fg 1-2ft
"Turner, Evan",SF,17.9,"$3,500",por,v den, 119-108,19:02,   0pt 7rb 7as 1to
"Scott, Mike",PF,17.8,"$3,500",phi,v tor, 112-101,20:00,   11pt 4rb 2as 1to 3trey 4-5fg
"Ibaka, Serge",PF,16.1,"$4,600",tor,@ phi, 101-112,21:58,   9pt 3rb 1as 1bl 1to 3-10fg 3-4ft
"Barton, Will",SF,14.8,"$4,600",den,@ por, 108-119,26:04,   7pt 4rb 2as 1trey 3-8fg
"Redick, J.J.",SF,12.7,"$4,300",phi,v tor, 112-101,30:06,   11pt 1rb 1as 1to 3trey 4-11fg
"Harkless, Maurice",SF,11.6,"$4,100",por,v den, 119-108,15:54,   2pt 3rb 2st 1-5fg
"Aminu, Al-Farouq",PF,10.9,"$5,400",por,v den, 119-108,16:46,   7pt 2rb 1as 2trey 2-5fg 1-4ft
"Miller, Malcolm",PF,10.5,"$3,500",tor,@ phi, 101-112,3:33,   6pt 1as 1bl 1trey 2-3fg 1-2ft
"Plumlee, Mason",PF,10.3,"$4,400",den,@ por, 108-119,12:54,   4pt 4rb 1as 1-1fg 2-2ft
"Powell, Norman",SF,8,"$3,500",tor,@ phi, 101-112,9:07,   5pt 1st 1trey 2-2fg
